crime_id,station_id,district,crime_type,modus_operandi,incident_date,incident_time,incident_year,incident_month,incident_day_of_week,incident_hour,latitude,longitude,location_type,severity,weapons_used,property_loss_inr,status,fir_number,io_officer,offender_ids,victim_ids,solved,days_to_solve,district_id,crime_type_id,modus_operandi_id,location_type_id,weapon_id,case_status_id,io_officer_id
555,25,Kalaburagi,Assault,Gang fight,2022-11-29,15:42:00,2022,11,Tuesday,15,17.303044,76.820496,Residence,4,Blunt Object,0,Closed - Acquitted,FIR/2022/025/0555,BV,"[34, 224]",[122],1,60,7,1,3,5,1,1,74
556,27,Dharwad,Sexual Assault,Molestation,2024-05-09,15:00:00,2024,5,Thursday,15,15.341215,74.93523,Residence,5,Knife,0,Closed - Acquitted,FIR/2024/027/0556,CC,[333],[265],0,,8,8,27,5,3,1,81
557,37,Shivamogga,Theft,House break-in,2025-08-23,02:14:00,2025,8,Saturday,2,13.882243,75.473813,Road,3,None,77259,Open,FIR/2025/037/0557,DF,[39],"[324, 235]",0,282,11,9,30,6,4,4,110
558,25,Kalaburagi,Cybercrime,Investment scam,2022-09-30,21:42:00,2022,9,Friday,21,17.357171,76.793499,Road,4,None,0,Pending Trial,FIR/2022/025/0558,BW,[47],[334],1,,7,2,6,6,4,5,75
559,10,Mysuru,Assault,Gang fight,2021-05-15,11:30:00,2021,5,Saturday,11,12.25667,76.69807,Public Transport,3,Knife,0,Closed - Acquitted,FIR/2021/010/0559,AC,"[57, 71, 280]",[460],0,,3,1,3,4,3,1,29
560,32,Ballari,Assault,Road rage,2024-01-23,13:09:00,2024,1,Tuesday,13,15.244733,76.812347,Road,4,None,0,Under Investigation,FIR/2024/032/0560,CQ,"[307, 237]",[393],0,,9,1,4,6,4,6,95
561,24,Kalaburagi,Drug Offence,Trafficking,2025-03-09,03:09:00,2025,3,Sunday,3,17.225218,76.738719,Commercial,5,Firearm,0,Closed - Acquitted,FIR/2025/024/0561,BT,[32],"[475, 126]",0,,7,3,11,1,2,1,72
562,15,Tumakuru,Assault,Brawl,2022-06-05,12:31:00,2022,6,Sunday,12,13.452788,77.124518,Commercial,4,None,0,Under Investigation,FIR/2022/015/0562,AR,"[227, 152]","[309, 516]",1,,4,1,1,1,4,6,44
563,22,Belagavi,Theft,Chain snatching,2025-12-03,21:09:00,2025,12,Wednesday,21,15.774325,74.501587,Commercial,3,None,71359,Open,FIR/2025/022/0563,BL,[24],[439],0,35,6,9,29,1,4,4,64
564,14,Tumakuru,Kidnapping,Ransom,2024-06-30,18:26:00,2024,6,Sunday,18,13.303852,77.027391,Park,5,None,0,Under Investigation,FIR/2024/014/0564,AO,"[221, 370]",[487],0,,4,5,18,3,4,6,41
565,34,Hassan,Vandalism,Arson,2022-08-15,18:03:00,2022,8,Monday,18,13.074041,76.166881,Park,3,None,0,Closed - Convicted,FIR/2022/034/0565,CX,[178],[538],0,,10,10,33,3,4,2,102
566,21,Belagavi,Assault,Gang fight,2024-10-23,00:49:00,2024,10,Wednesday,0,15.775744,74.535197,Park,4,Blunt Object,0,Pending Trial,FIR/2024/021/0566,BJ,[231],[486],1,40,6,1,3,3,1,5,62
567,38,Shivamogga,Drug Offence,Possession,2022-09-15,08:16:00,2022,9,Thursday,8,13.853323,75.498514,Residence,5,None,0,Closed - Convicted,FIR/2022/038/0567,DI,[67],[212],1,39,11,3,10,5,4,2,113
568,30,Ballari,Fraud,Impersonation,2024-10-10,22:07:00,2024,10,Thursday,22,15.044986,76.840852,Commercial,4,Knife,438907,Closed - Convicted,FIR/2024/030/0568,CL,"[81, 316]","[381, 117]",1,54,9,4,13,1,3,2,90
569,28,Dharwad,Kidnapping,Ransom,2022-04-29,20:54:00,2022,4,Friday,20,15.383823,75.103437,Residence,5,None,0,Under Investigation,FIR/2022/028/0569,CE,"[292, 282]",[273],1,,8,5,18,5,4,6,83
570,5,Bengaluru Urban,Assault,Brawl,2022-06-03,22:25:00,2022,6,Friday,22,12.958556,77.661448,Residence,3,None,0,Open,FIR/2022/005/0570,N,"[351, 6]","[299, 598]",1,,1,1,1,5,4,4,14
571,25,Kalaburagi,Assault,Brawl,2024-12-09,11:36:00,2024,12,Monday,11,17.316164,76.949233,Commercial,4,Knife,0,Open,FIR/2024/025/0571,BV,"[3, 277, 114]","[34, 408]",0,,7,1,1,1,3,4,74
572,36,Shivamogga,Robbery,Dacoity,2022-06-15,10:38:00,2022,6,Wednesday,10,13.920784,75.486021,Road,5,Firearm,116501,Under Investigation,FIR/2022/036/0572,DC,"[93, 277]","[164, 587]",0,,11,7,24,6,2,6,107
573,28,Dharwad,Theft,Chain snatching,2024-09-15,18:25:00,2024,9,Sunday,18,15.536675,74.996668,Park,3,None,256508,Under Investigation,FIR/2024/028/0573,CD,[330],[211],0,1,8,9,29,3,4,6,82
574,33,Hassan,Fraud,Impersonation,2023-05-19,19:26:00,2023,5,Friday,19,13.125292,76.161149,Market,4,None,483585,Open,FIR/2023/033/0574,CU,"[12, 87]",[11],0,40,10,4,13,2,4,4,99
575,24,Kalaburagi,Drug Offence,Trafficking,2022-09-02,11:02:00,2022,9,Friday,11,17.339831,76.933629,Residence,5,None,0,Open,FIR/2022/024/0575,BR,[89],"[357, 198]",1,192,7,3,11,5,4,4,70
576,22,Belagavi,Robbery,Armed robbery,2021-04-09,19:56:00,2021,4,Friday,19,15.967135,74.445783,Park,5,Blunt Object,426329,Closed - Convicted,FIR/2021/022/0576,BN,"[350, 18]",[415],0,100,6,7,23,3,1,2,66
577,16,Tumakuru,Theft,Vehicle theft,2023-04-21,22:25:00,2023,4,Friday,22,13.360003,77.029043,Market,3,None,120843,Open,FIR/2023/016/0577,AT,"[14, 178]",[552],0,297,4,9,32,2,4,4,46
578,4,Bengaluru Urban,Assault,Road rage,2024-05-27,21:58:00,2024,5,Monday,21,12.995874,77.506735,Public Transport,3,None,0,Open,FIR/2024/004/0578,J,[74],[509],0,34,1,1,4,4,4,4,10
579,1,Bengaluru Urban,Robbery,Dacoity,2023-01-03,16:05:00,2023,1,Tuesday,16,13.068005,77.556655,Road,4,None,120103,Open,FIR/2023/001/0579,B,"[51, 301, 68]",[458],0,217,1,7,24,6,4,4,2
580,18,Dakshina Kannada,Assault,Domestic violence,2025-09-14,14:58:00,2025,9,Sunday,14,12.815743,75.085352,Public Transport,3,None,0,Open,FIR/2025/018/0580,BA,[14],"[436, 124]",1,,5,1,2,4,4,4,53
581,35,Hassan,Sexual Assault,Rape,2021-07-16,09:03:00,2021,7,Friday,9,13.056036,75.995371,Commercial,5,None,0,Closed - Convicted,FIR/2021/035/0581,CZ,"[170, 182]",[97],0,122,10,8,28,1,4,2,104
582,4,Bengaluru Urban,Assault,Gang fight,2025-06-10,18:29:00,2025,6,Tuesday,18,12.914223,77.619912,Residence,3,None,0,Under Investigation,FIR/2025/004/0582,J,[355],[135],0,,1,1,3,5,4,6,10
583,35,Hassan,Fraud,Land grab,2020-01-31,16:49:00,2020,1,Friday,16,13.005033,76.083841,Park,4,Blunt Object,292652,Under Investigation,FIR/2020/035/0583,DA,"[295, 102]","[241, 175]",0,,10,4,15,3,1,6,105
584,11,Mysuru,Robbery,Dacoity,2023-04-02,05:17:00,2023,4,Sunday,5,12.300544,76.67217,Market,4,Blunt Object,90070,Pending Trial,FIR/2023/011/0584,AF,"[184, 377]",[197],0,,3,7,24,2,1,5,32
585,26,Kalaburagi,Fraud,Cheque fraud,2025-09-11,15:25:00,2025,9,Thursday,15,17.367731,76.90124,Road,4,Blunt Object,205410,Open,FIR/2025/026/0585,BZ,[111],"[327, 383]",1,55,7,4,12,6,1,4,78
586,35,Hassan,Theft,Chain snatching,2021-11-19,09:28:00,2021,11,Friday,9,12.985485,76.121656,Residence,3,None,415717,Open,FIR/2021/035/0586,CY,[93],[93],1,,10,9,29,5,4,4,103
587,39,Udupi,Theft,Pickpocket,2024-09-06,20:10:00,2024,9,Friday,20,13.327312,74.654351,Park,2,None,189428,Under Investigation,FIR/2024/039/0587,DK,[135],"[351, 54]",0,21,12,9,31,3,4,6,115
588,2,Bengaluru Urban,Drug Offence,Distribution,2020-11-02,19:47:00,2020,11,Monday,19,12.989581,77.533546,Commercial,4,Firearm,0,Open,FIR/2020/002/0588,F,"[276, 318]",[165],1,24,1,3,9,1,2,4,6
589,27,Dharwad,Vandalism,Arson,2021-08-11,18:31:00,2021,8,Wednesday,18,15.415789,74.955237,Public Transport,3,None,0,Pending Trial,FIR/2021/027/0589,CB,[351],[57],1,270,8,10,33,4,4,5,80
590,23,Belagavi,Theft,House break-in,2022-07-23,10:11:00,2022,7,Saturday,10,15.831378,74.484426,Residence,3,None,412352,Under Investigation,FIR/2022/023/0590,BO,[76],"[114, 211]",0,,6,9,30,5,4,6,67
591,19,Dakshina Kannada,Drug Offence,Trafficking,2023-05-12,19:12:00,2023,5,Friday,19,12.817181,74.936245,Public Transport,4,Firearm,0,Closed - Convicted,FIR/2023/019/0591,BD,"[60, 384]",[183],1,,5,3,11,4,2,2,56
592,3,Bengaluru Urban,Assault,Domestic violence,2022-10-25,09:18:00,2022,10,Tuesday,9,13.085523,77.671109,Road,3,Blunt Object,0,Closed - Convicted,FIR/2022/003/0592,G,"[36, 243]",[349],0,,1,1,2,6,1,2,7
593,40,Udupi,Assault,Domestic violence,2023-05-12,04:11:00,2023,5,Friday,4,13.261388,74.756587,Public Transport,3,None,0,Under Investigation,FIR/2023/040/0593,DP,[137],[80],0,,12,1,2,4,4,6,120
594,33,Hassan,Fraud,Insurance fraud,2025-01-11,23:48:00,2025,1,Saturday,23,12.926522,76.190095,Public Transport,4,Blunt Object,297701,Open,FIR/2025/033/0594,CU,"[190, 382]",[141],1,,10,4,14,4,1,4,99
595,18,Dakshina Kannada,Theft,Pickpocket,2020-01-14,10:21:00,2020,1,Tuesday,10,12.933655,75.020197,Public Transport,2,None,380692,Under Investigation,FIR/2020/018/0595,AZ,[380],"[179, 94]",0,,5,9,31,4,4,6,52
596,3,Bengaluru Urban,Assault,Domestic violence,2025-05-07,11:04:00,2025,5,Wednesday,11,12.954162,77.547734,Residence,3,Firearm,0,Under Investigation,FIR/2025/003/0596,G,"[326, 211]",[301],1,,1,1,2,5,2,6,7
597,26,Kalaburagi,Drug Offence,Possession,2025-01-22,13:54:00,2025,1,Wednesday,13,17.309453,76.929363,Park,5,None,0,Under Investigation,FIR/2025/026/0597,BZ,"[68, 348]","[240, 414]",0,,7,3,10,3,4,6,78
598,39,Udupi,Assault,Brawl,2021-09-02,22:30:00,2021,9,Thursday,22,13.260965,74.82445,Market,3,Firearm,0,Closed - Convicted,FIR/2021/039/0598,DM,[265],[42],1,121,12,1,1,2,2,2,117
599,24,Kalaburagi,Robbery,Mugging,2020-05-16,03:57:00,2020,5,Saturday,3,17.379113,76.82091,Public Transport,5,None,230703,Closed - Convicted,FIR/2020/024/0599,BT,"[304, 261, 126]",[406],0,,7,7,25,4,4,2,72
600,8,Bengaluru Rural,Assault,Domestic violence,2022-01-19,14:11:00,2022,1,Wednesday,14,13.291685,77.56179,Park,4,Firearm,0,Under Investigation,FIR/2022/008/0600,W,[144],[17],1,,2,1,2,3,2,6,23
601,22,Belagavi,Cybercrime,Online fraud,2024-05-05,10:48:00,2024,5,Sunday,10,15.82923,74.450823,Public Transport,4,Firearm,0,Open,FIR/2024/022/0601,BM,"[357, 264]",[516],0,,6,2,7,4,2,4,65
602,2,Bengaluru Urban,Fraud,Insurance fraud,2021-07-19,08:53:00,2021,7,Monday,8,12.960899,77.537567,Park,3,Firearm,357980,Closed - Convicted,FIR/2021/002/0602,F,"[217, 392]",[80],1,32,1,4,14,3,2,2,6
603,5,Bengaluru Urban,Robbery,Armed robbery,2020-03-01,22:12:00,2020,3,Sunday,22,12.990852,77.517155,Park,4,None,257183,Open,FIR/2020/005/0603,N,"[316, 42]",[581],0,,1,7,23,3,4,4,14
604,14,Tumakuru,Drug Offence,Possession,2025-03-14,19:29:00,2025,3,Friday,19,13.439193,77.125434,Park,5,Knife,0,Open,FIR/2025/014/0604,AN,"[158, 313]",[415],0,,4,3,10,3,3,4,40
605,16,Tumakuru,Vandalism,Property destruction,2022-08-30,18:19:00,2022,8,Tuesday,18,13.371436,77.163459,Public Transport,3,None,0,Open,FIR/2022/016/0605,AV,[184],[429],1,,4,10,35,4,4,4,48
606,35,Hassan,Assault,Brawl,2024-02-15,16:38:00,2024,2,Thursday,16,13.116862,76.045473,Market,4,None,0,Closed - Acquitted,FIR/2024/035/0606,CZ,[263],[285],0,,10,1,1,2,4,1,104
607,5,Bengaluru Urban,Assault,Brawl,2024-08-23,21:32:00,2024,8,Friday,21,12.852939,77.626764,Market,3,Blunt Object,0,Closed - Convicted,FIR/2024/005/0607,N,"[139, 340, 114]",[352],1,,1,1,1,2,1,2,14
608,17,Dakshina Kannada,Murder,Domestic dispute,2025-09-24,00:21:00,2025,9,Wednesday,0,12.949276,75.055931,Market,5,Knife,0,Open,FIR/2025/017/0608,AY,[28],"[160, 423]",1,,5,6,19,2,3,4,51
609,35,Hassan,Theft,Pickpocket,2025-02-03,09:25:00,2025,2,Monday,9,12.926545,76.207309,Park,3,None,171048,Closed - Convicted,FIR/2025/035/0609,CY,[334],"[304, 307]",0,,10,9,31,3,4,2,103
610,34,Hassan,Assault,Road rage,2022-01-23,15:41:00,2022,1,Sunday,15,12.952946,75.998363,Road,4,None,0,Closed - Convicted,FIR/2022/034/0610,CW,[217],"[116, 395]",1,,10,1,4,6,4,2,101
611,34,Hassan,Theft,Pickpocket,2022-09-10,15:07:00,2022,9,Saturday,15,13.039345,76.173372,Commercial,3,None,114474,Under Investigation,FIR/2022/034/0611,CV,"[216, 100, 345]","[271, 288]",0,130,10,9,31,1,4,6,100
612,22,Belagavi,Vandalism,Arson,2025-06-07,09:05:00,2025,6,Saturday,9,15.906288,74.448556,Residence,3,None,0,Under Investigation,FIR/2025/022/0612,BN,"[337, 74]",[383],1,,6,10,33,5,4,6,66
613,15,Tumakuru,Assault,Domestic violence,2020-02-06,21:35:00,2020,2,Thursday,21,13.35467,77.094517,Market,4,Firearm,0,Open,FIR/2020/015/0613,AR,"[361, 31]",[386],1,354,4,1,2,2,2,4,44
614,20,Belagavi,Theft,House break-in,2022-06-29,14:48:00,2022,6,Wednesday,14,15.849996,74.396698,Market,3,None,8529,Pending Trial,FIR/2022/020/0614,BF,[226],[286],0,262,6,9,30,2,4,5,58
615,35,Hassan,Theft,House break-in,2025-01-24,16:15:00,2025,1,Friday,16,12.953147,76.151252,Road,3,None,199837,Under Investigation,FIR/2025/035/0615,CY,[102],"[237, 439]",0,,10,9,30,6,4,6,103
616,27,Dharwad,Theft,Pickpocket,2021-06-13,12:37:00,2021,6,Sunday,12,15.534883,75.12007,Commercial,3,None,97515,Closed - Convicted,FIR/2021/027/0616,CA,"[342, 90]",[52],1,318,8,9,31,1,4,2,79
617,9,Bengaluru Rural,Theft,Chain snatching,2024-06-18,22:29:00,2024,6,Tuesday,22,13.215207,77.545664,Park,3,None,479625,Closed - Convicted,FIR/2024/009/0617,Y,[177],[159],1,284,2,9,29,3,4,2,25
618,31,Ballari,Fraud,Impersonation,2025-10-09,15:45:00,2025,10,Thursday,15,15.16602,76.890721,Park,4,None,25614,Under Investigation,FIR/2025/031/0618,CM,"[7, 155]",[261],0,,9,4,13,3,4,6,91
619,7,Bengaluru Rural,Robbery,Dacoity,2025-12-02,23:12:00,2025,12,Tuesday,23,13.222478,77.484842,Commercial,5,Knife,26041,Closed - Convicted,FIR/2025/007/0619,U,[6],[69],0,316,2,7,24,1,3,2,21
620,5,Bengaluru Urban,Kidnapping,Child abduction,2022-07-18,12:55:00,2022,7,Monday,12,13.076188,77.491572,Public Transport,5,Knife,0,Open,FIR/2022/005/0620,O,[9],[589],0,314,1,5,16,4,3,4,15
621,35,Hassan,Assault,Road rage,2024-04-20,19:10:00,2024,4,Saturday,19,13.046911,76.147651,Road,4,Blunt Object,0,Open,FIR/2024/035/0621,CZ,[6],[155],1,,10,1,4,6,1,4,104
622,28,Dharwad,Assault,Brawl,2022-12-05,17:57:00,2022,12,Monday,17,15.368925,75.112846,Public Transport,4,Blunt Object,0,Open,FIR/2022/028/0622,CE,"[398, 280, 18]",[379],0,322,8,1,1,4,1,4,83
623,1,Bengaluru Urban,Assault,Gang fight,2024-08-02,16:59:00,2024,8,Friday,16,12.988849,77.709361,Road,3,Knife,0,Under Investigation,FIR/2024/001/0623,A,[392],[298],1,,1,1,3,6,3,6,1
624,21,Belagavi,Theft,Pickpocket,2022-03-06,17:42:00,2022,3,Sunday,17,15.933801,74.400964,Road,3,None,260219,Cold Case,FIR/2022/021/0624,BI,[251],[174],1,295,6,9,31,6,4,3,61
625,12,Mysuru,Vandalism,Property destruction,2023-09-28,20:47:00,2023,9,Thursday,20,12.319229,76.536436,Road,2,None,0,Open,FIR/2023/012/0625,AJ,[248],[471],0,,3,10,35,6,4,4,36
626,20,Belagavi,Theft,Chain snatching,2023-03-19,00:38:00,2023,3,Sunday,0,15.794724,74.4812,Residence,3,None,165262,Cold Case,FIR/2023/020/0626,BF,[274],[132],0,,6,9,29,5,4,3,58
627,21,Belagavi,Theft,Pickpocket,2025-04-14,23:02:00,2025,4,Monday,23,15.894835,74.5825,Park,3,None,310949,Under Investigation,FIR/2025/021/0627,BI,"[46, 248, 356]",[171],1,,6,9,31,3,4,6,61
628,3,Bengaluru Urban,Cybercrime,Online fraud,2023-12-21,13:00:00,2023,12,Thursday,13,12.982306,77.493573,Commercial,3,None,0,Closed - Acquitted,FIR/2023/003/0628,I,"[49, 165]","[463, 267]",1,,1,2,7,1,4,1,9
629,8,Bengaluru Rural,Sexual Assault,Molestation,2025-07-07,05:00:00,2025,7,Monday,5,13.081314,77.506699,Road,5,Blunt Object,0,Under Investigation,FIR/2025/008/0629,X,"[7, 368]",[320],0,,2,8,27,6,1,6,24
630,35,Hassan,Theft,Pickpocket,2020-04-08,17:13:00,2020,4,Wednesday,17,12.981277,76.018776,Park,3,None,209369,Closed - Convicted,FIR/2020/035/0630,CY,"[375, 21, 123]",[558],0,,10,9,31,3,4,2,103
631,29,Dharwad,Assault,Brawl,2021-09-12,09:20:00,2021,9,Sunday,9,15.506375,74.90953,Residence,4,None,0,Under Investigation,FIR/2021/029/0631,CI,"[145, 355, 224]",[212],1,98,8,1,1,5,4,6,87
632,39,Udupi,Vandalism,Graffiti,2022-12-15,21:32:00,2022,12,Thursday,21,13.436901,74.805001,Public Transport,2,None,0,Cold Case,FIR/2022/039/0632,DL,"[250, 22]",[572],1,,12,10,34,4,4,3,116
633,8,Bengaluru Rural,Assault,Brawl,2023-03-01,07:05:00,2023,3,Wednesday,7,13.24198,77.666212,Commercial,4,Blunt Object,0,Under Investigation,FIR/2023/008/0633,W,"[194, 52]",[551],1,96,2,1,1,1,1,6,23
634,8,Bengaluru Rural,Theft,Chain snatching,2020-05-12,20:29:00,2020,5,Tuesday,20,13.239937,77.485844,Market,3,None,3675,Under Investigation,FIR/2020/008/0634,V,[116],[482],0,358,2,9,29,2,4,6,22
635,4,Bengaluru Urban,Fraud,Land grab,2022-03-16,19:28:00,2022,3,Wednesday,19,12.921026,77.653615,Commercial,3,Firearm,459485,Closed - Convicted,FIR/2022/004/0635,K,"[294, 174]",[591],0,209,1,4,15,1,2,2,11
636,12,Mysuru,Theft,Chain snatching,2020-01-12,23:14:00,2020,1,Sunday,23,12.208888,76.611648,Park,2,None,475642,Under Investigation,FIR/2020/012/0636,AH,"[155, 9]",[498],0,27,3,9,29,3,4,6,34
637,26,Kalaburagi,Theft,Chain snatching,2024-06-09,20:27:00,2024,6,Sunday,20,17.298731,76.745324,Commercial,3,None,439049,Open,FIR/2024/026/0637,BY,[329],[440],1,,7,9,29,1,4,4,77
638,38,Shivamogga,Theft,Pickpocket,2021-11-06,19:51:00,2021,11,Saturday,19,13.963283,75.482459,Market,3,None,104873,Closed - Convicted,FIR/2021/038/0638,DH,[312],[162],0,,11,9,31,2,4,2,112
639,24,Kalaburagi,Theft,Pickpocket,2022-02-03,05:02:00,2022,2,Thursday,5,17.381686,76.817592,Commercial,3,None,346861,Under Investigation,FIR/2022/024/0639,BR,[238],[505],0,,7,9,31,1,4,6,70
640,9,Bengaluru Rural,Theft,House break-in,2023-02-27,22:18:00,2023,2,Monday,22,13.132631,77.469435,Park,3,None,204099,Under Investigation,FIR/2023/009/0640,Y,[323],[562],1,,2,9,30,3,4,6,25
641,19,Dakshina Kannada,Drug Offence,Trafficking,2024-07-21,09:55:00,2024,7,Sunday,9,12.914408,74.959039,Market,4,Firearm,0,Under Investigation,FIR/2024/019/0641,BE,[316],[323],1,72,5,3,11,2,2,6,57
642,20,Belagavi,Assault,Brawl,2025-01-07,15:18:00,2025,1,Tuesday,15,15.883383,74.559565,Commercial,4,Blunt Object,0,Under Investigation,FIR/2025/020/0642,BG,"[208, 9, 68]",[65],0,,6,1,1,1,1,6,59
643,5,Bengaluru Urban,Assault,Brawl,2024-09-29,07:51:00,2024,9,Sunday,7,12.953179,77.557847,Commercial,3,Knife,0,Open,FIR/2024/005/0643,N,[32],[184],1,136,1,1,1,1,3,4,14
644,4,Bengaluru Urban,Drug Offence,Trafficking,2024-02-05,18:06:00,2024,2,Monday,18,12.92837,77.699953,Park,4,None,0,Open,FIR/2024/004/0644,K,"[299, 28, 164]",[127],0,,1,3,11,3,4,4,11
645,28,Dharwad,Vandalism,Graffiti,2024-07-15,14:13:00,2024,7,Monday,14,15.432102,74.917333,Commercial,3,None,0,Closed - Convicted,FIR/2024/028/0645,CF,[166],[507],1,,8,10,34,1,4,2,84
646,24,Kalaburagi,Cybercrime,Online fraud,2022-01-30,18:47:00,2022,1,Sunday,18,17.413116,76.906609,Market,4,None,0,Closed - Convicted,FIR/2022/024/0646,BS,[136],[7],0,124,7,2,7,2,4,2,71
647,14,Tumakuru,Theft,Vehicle theft,2025-05-16,18:50:00,2025,5,Friday,18,13.26838,77.23689,Residence,3,None,168904,Under Investigation,FIR/2025/014/0647,AN,[133],[575],0,,4,9,32,5,4,6,40
648,30,Ballari,Robbery,Dacoity,2022-02-04,14:10:00,2022,2,Friday,14,15.239827,76.950668,Market,5,None,24502,Open,FIR/2022/030/0648,CJ,"[115, 370]",[347],1,353,9,7,24,2,4,4,88
649,1,Bengaluru Urban,Theft,Vehicle theft,2022-07-22,11:33:00,2022,7,Friday,11,12.884792,77.705367,Residence,2,None,466332,Closed - Convicted,FIR/2022/001/0649,B,[37],[538],0,,1,9,32,5,4,2,2
650,6,Bengaluru Urban,Robbery,Mugging,2023-11-02,14:57:00,2023,11,Thursday,14,13.071161,77.580816,Residence,4,Blunt Object,115939,Open,FIR/2023/006/0650,Q,[354],[72],0,,1,7,25,5,1,4,17
651,14,Tumakuru,Cybercrime,Identity theft,2024-11-06,20:46:00,2024,11,Wednesday,20,13.437167,77.115563,Public Transport,4,None,0,Under Investigation,FIR/2024/014/0651,AO,[112],[78],1,245,4,2,5,4,4,6,41
652,2,Bengaluru Urban,Sexual Assault,Rape,2020-01-15,13:35:00,2020,1,Wednesday,13,12.90873,77.666017,Commercial,5,None,0,Closed - Convicted,FIR/2020/002/0652,F,[161],[516],0,,1,8,28,1,4,2,6
653,20,Belagavi,Drug Offence,Possession,2025-07-24,18:01:00,2025,7,Thursday,18,15.93815,74.491278,Residence,5,Knife,0,Closed - Convicted,FIR/2025/020/0653,BH,"[260, 86]",[431],0,21,6,3,10,5,3,2,60
654,16,Tumakuru,Drug Offence,Possession,2025-09-13,17:22:00,2025,9,Saturday,17,13.408426,77.223821,Park,5,Firearm,0,Under Investigation,FIR/2025/016/0654,AU,"[135, 211]",[290],0,268,4,3,10,3,2,6,47
655,14,Tumakuru,Vandalism,Arson,2025-06-07,20:36:00,2025,6,Saturday,20,13.387836,77.199407,Public Transport,3,None,0,Open,FIR/2025/014/0655,AP,[40],[519],0,,4,10,33,4,4,4,42
656,1,Bengaluru Urban,Fraud,Land grab,2021-08-08,21:49:00,2021,8,Sunday,21,12.922784,77.505214,Road,3,None,376753,Under Investigation,FIR/2021/001/0656,C,"[303, 132]","[104, 134]",0,54,1,4,15,6,4,6,3
657,22,Belagavi,Cybercrime,Phishing,2022-07-22,00:01:00,2022,7,Friday,0,15.747276,74.542113,Residence,4,Blunt Object,0,Pending Trial,FIR/2022/022/0657,BM,[358],"[168, 141]",0,327,6,2,8,5,1,5,65
658,11,Mysuru,Robbery,Dacoity,2025-03-03,18:32:00,2025,3,Monday,18,12.191211,76.642614,Public Transport,4,Blunt Object,337096,Under Investigation,FIR/2025/011/0658,AF,[73],"[132, 210]",1,,3,7,24,4,1,6,32
659,19,Dakshina Kannada,Theft,Pickpocket,2024-04-23,23:04:00,2024,4,Tuesday,23,12.771783,75.043601,Market,2,None,301441,Closed - Convicted,FIR/2024/019/0659,BD,[190],[479],1,,5,9,31,2,4,2,56
660,21,Belagavi,Assault,Gang fight,2023-01-08,20:49:00,2023,1,Sunday,20,15.775971,74.540485,Residence,4,Firearm,0,Closed - Acquitted,FIR/2023/021/0660,BJ,[2],"[456, 158]",1,,6,1,3,5,2,1,62
661,27,Dharwad,Theft,Chain snatching,2021-06-26,14:06:00,2021,6,Saturday,14,15.424419,74.964277,Commercial,3,None,261757,Closed - Convicted,FIR/2021/027/0661,CA,[260],[285],1,,8,9,29,1,4,2,79
662,23,Belagavi,Murder,Property dispute,2021-02-13,15:16:00,2021,2,Saturday,15,15.795603,74.379344,Park,5,None,0,Under Investigation,FIR/2021/023/0662,BQ,[229],[425],1,131,6,6,22,3,4,6,69
663,21,Belagavi,Theft,Vehicle theft,2022-11-17,06:16:00,2022,11,Thursday,6,15.85265,74.524489,Park,3,None,223242,Open,FIR/2022/021/0663,BI,"[3, 74, 104]",[417],0,,6,9,32,3,4,4,61
664,3,Bengaluru Urban,Drug Offence,Trafficking,2020-03-22,09:26:00,2020,3,Sunday,9,13.063255,77.546192,Residence,4,None,0,Closed - Convicted,FIR/2020/003/0664,H,"[79, 109, 263]",[63],0,,1,3,11,5,4,2,8
665,15,Tumakuru,Theft,House break-in,2020-10-10,18:17:00,2020,10,Saturday,18,13.220808,77.182138,Public Transport,3,None,70741,Closed - Acquitted,FIR/2020/015/0665,AQ,"[311, 244]",[590],0,186,4,9,30,4,4,1,43
666,25,Kalaburagi,Cybercrime,Online fraud,2023-05-08,04:58:00,2023,5,Monday,4,17.258815,76.895143,Road,4,Blunt Object,0,Under Investigation,FIR/2023/025/0666,BW,[354],[522],0,,7,2,7,6,1,6,75
667,2,Bengaluru Urban,Murder,Gang rivalry,2021-07-28,00:27:00,2021,7,Wednesday,0,13.023734,77.534834,Park,5,Blunt Object,0,Pending Trial,FIR/2021/002/0667,D,[23],"[93, 363]",0,,1,6,20,3,1,5,4
668,2,Bengaluru Urban,Assault,Road rage,2021-09-21,07:14:00,2021,9,Tuesday,7,13.030184,77.634197,Park,3,Knife,0,Pending Trial,FIR/2021/002/0668,E,[273],[372],1,,1,1,4,3,3,5,5
669,28,Dharwad,Drug Offence,Distribution,2025-11-10,10:10:00,2025,11,Monday,10,15.459106,75.068908,Public Transport,5,None,0,Under Investigation,FIR/2025/028/0669,CF,[311],[533],0,332,8,3,9,4,4,6,84
670,15,Tumakuru,Theft,Chain snatching,2020-05-07,13:41:00,2020,5,Thursday,13,13.349573,77.169244,Commercial,3,None,486587,Under Investigation,FIR/2020/015/0670,AQ,"[85, 236]",[493],1,207,4,9,29,1,4,6,43
671,12,Mysuru,Fraud,Land grab,2020-12-20,23:05:00,2020,12,Sunday,23,12.302911,76.733845,Residence,3,Firearm,431661,Under Investigation,FIR/2020/012/0671,AI,"[240, 277]",[302],1,,3,4,15,5,2,6,35
