crime_officer_id,crime_id,officer_id,role,assigned_date,assignment_status
573,573,82,Investigating Officer,2024-09-15,Active
574,574,99,Investigating Officer,2023-05-19,Active
575,575,70,Investigating Officer,2022-09-02,Active
576,576,66,Investigating Officer,2021-04-09,Closed
577,577,46,Investigating Officer,2023-04-21,Active
578,578,10,Investigating Officer,2024-05-27,Active
579,579,2,Investigating Officer,2023-01-03,Active
580,580,53,Investigating Officer,2025-09-14,Active
581,581,104,Investigating Officer,2021-07-16,Closed
582,582,10,Investigating Officer,2025-06-10,Active
583,583,105,Investigating Officer,2020-01-31,Active
584,584,32,Investigating Officer,2023-04-02,Active
585,585,78,Investigating Officer,2025-09-11,Active
586,586,103,Investigating Officer,2021-11-19,Active
587,587,115,Investigating Officer,2024-09-06,Active
588,588,6,Investigating Officer,2020-11-02,Active
589,589,80,Investigating Officer,2021-08-11,Active
590,590,67,Investigating Officer,2022-07-23,Active
591,591,56,Investigating Officer,2023-05-12,Closed
592,592,7,Investigating Officer,2022-10-25,Closed
593,593,120,Investigating Officer,2023-05-12,Active
594,594,99,Investigating Officer,2025-01-11,Active
595,595,52,Investigating Officer,2020-01-14,Active
596,596,7,Investigating Officer,2025-05-07,Active
597,597,78,Investigating Officer,2025-01-22,Active
598,598,117,Investigating Officer,2021-09-02,Closed
599,599,72,Investigating Officer,2020-05-16,Closed
600,600,23,Investigating Officer,2022-01-19,Active
601,601,65,Investigating Officer,2024-05-05,Active
602,602,6,Investigating Officer,2021-07-19,Closed
603,603,14,Investigating Officer,2020-03-01,Active
604,604,40,Investigating Officer,2025-03-14,Active
605,605,48,Investigating Officer,2022-08-30,Active
606,606,104,Investigating Officer,2024-02-15,Closed
607,607,14,Investigating Officer,2024-08-23,Closed
608,608,51,Investigating Officer,2025-09-24,Active
609,609,103,Investigating Officer,2025-02-03,Closed
610,610,101,Investigating Officer,2022-01-23,Closed
611,611,100,Investigating Officer,2022-09-10,Active
612,612,66,Investigating Officer,2025-06-07,Active
613,613,44,Investigating Officer,2020-02-06,Active
614,614,58,Investigating Officer,2022-06-29,Active
615,615,103,Investigating Officer,2025-01-24,Active
616,616,79,Investigating Officer,2021-06-13,Closed
617,617,25,Investigating Officer,2024-06-18,Closed
618,618,91,Investigating Officer,2025-10-09,Active
619,619,21,Investigating Officer,2025-12-02,Closed
620,620,15,Investigating Officer,2022-07-18,Active
621,621,104,Investigating Officer,2024-04-20,Active
622,622,83,Investigating Officer,2022-12-05,Active
623,623,1,Investigating Officer,2024-08-02,Active
624,624,61,Investigating Officer,2022-03-06,Active
625,625,36,Investigating Officer,2023-09-28,Active
626,626,58,Investigating Officer,2023-03-19,Active
627,627,61,Investigating Officer,2025-04-14,Active
628,628,9,Investigating Officer,2023-12-21,Closed
629,629,24,Investigating Officer,2025-07-07,Active
630,630,103,Investigating Officer,2020-04-08,Closed
631,631,87,Investigating Officer,2021-09-12,Active
632,632,116,Investigating Officer,2022-12-15,Active
633,633,23,Investigating Officer,2023-03-01,Active
634,634,22,Investigating Officer,2020-05-12,Active
635,635,11,Investigating Officer,2022-03-16,Closed
636,636,34,Investigating Officer,2020-01-12,Active
637,637,77,Investigating Officer,2024-06-09,Active
638,638,112,Investigating Officer,2021-11-06,Closed
639,639,70,Investigating Officer,2022-02-03,Active
640,640,25,Investigating Officer,2023-02-27,Active
641,641,57,Investigating Officer,2024-07-21,Active
642,642,59,Investigating Officer,2025-01-07,Active
643,643,14,Investigating Officer,2024-09-29,Active
644,644,11,Investigating Officer,2024-02-05,Active
645,645,84,Investigating Officer,2024-07-15,Closed
646,646,71,Investigating Officer,2022-01-30,Closed
647,647,40,Investigating Officer,2025-05-16,Active
648,648,88,Investigating Officer,2022-02-04,Active
649,649,2,Investigating Officer,2022-07-22,Closed
650,650,17,Investigating Officer,2023-11-02,Active
651,651,41,Investigating Officer,2024-11-06,Active
652,652,6,Investigating Officer,2020-01-15,Closed
653,653,60,Investigating Officer,2025-07-24,Closed
654,654,47,Investigating Officer,2025-09-13,Active
655,655,42,Investigating Officer,2025-06-07,Active
656,656,3,Investigating Officer,2021-08-08,Active
657,657,65,Investigating Officer,2022-07-22,Active
658,658,32,Investigating Officer,2025-03-03,Active
659,659,56,Investigating Officer,2024-04-23,Closed
660,660,62,Investigating Officer,2023-01-08,Closed
661,661,79,Investigating Officer,2021-06-26,Closed
662,662,69,Investigating Officer,2021-02-13,Active
663,663,61,Investigating Officer,2022-11-17,Active
664,664,8,Investigating Officer,2020-03-22,Closed
665,665,43,Investigating Officer,2020-10-10,Closed
666,666,75,Investigating Officer,2023-05-08,Active
667,667,4,Investigating Officer,2021-07-28,Active
668,668,5,Investigating Officer,2021-09-21,Active
669,669,84,Investigating Officer,2025-11-10,Active
670,670,43,Investigating Officer,2020-05-07,Active
671,671,35,Investigating Officer,2020-12-20,Active
672,672,114,Investigating Officer,2021-09-17,Active
673,673,84,Investigating Officer,2025-01-09,Active
674,674,105,Investigating Officer,2025-01-27,Active
675,675,41,Investigating Officer,2024-08-10,Active
676,676,66,Investigating Officer,2021-02-12,Closed
677,677,74,Investigating Officer,2020-05-30,Active
678,678,60,Investigating Officer,2020-07-08,Closed
679,679,31,Investigating Officer,2021-02-14,Active
680,680,52,Investigating Officer,2024-02-14,Closed
681,681,85,Investigating Officer,2025-12-26,Active
682,682,49,Investigating Officer,2023-04-16,Active
683,683,68,Investigating Officer,2024-02-08,Closed
684,684,65,Investigating Officer,2021-11-01,Closed
685,685,40,Investigating Officer,2025-04-12,Active
686,686,3,Investigating Officer,2020-11-11,Active
687,687,42,Investigating Officer,2023-03-24,Closed
688,688,5,Investigating Officer,2022-02-05,Active
689,689,46,Investigating Officer,2021-07-04,Active
690,690,118,Investigating Officer,2025-04-26,Closed
691,691,71,Investigating Officer,2021-07-27,Active
692,692,122,Investigating Officer,2024-03-18,Closed
693,693,51,Investigating Officer,2025-05-24,Active
694,694,72,Investigating Officer,2022-03-21,Active
695,695,56,Investigating Officer,2024-11-18,Active
696,696,50,Investigating Officer,2025-12-30,Active
697,697,12,Investigating Officer,2020-01-10,Active
698,698,66,Investigating Officer,2023-10-04,Active
699,699,113,Investigating Officer,2021-01-25,Active
700,700,73,Investigating Officer,2021-01-26,Active
701,701,24,Investigating Officer,2022-09-23,Closed
702,702,34,Investigating Officer,2024-10-24,Closed
703,703,123,Investigating Officer,2025-04-16,Active
704,704,121,Investigating Officer,2024-09-01,Closed
705,705,64,Investigating Officer,2021-06-05,Closed
706,706,89,Investigating Officer,2022-03-15,Active
707,707,57,Investigating Officer,2020-11-12,Active
708,708,73,Investigating Officer,2020-01-17,Active
709,709,78,Investigating Officer,2024-12-15,Active
710,710,113,Investigating Officer,2020-02-16,Closed
711,711,6,Investigating Officer,2022-07-07,Closed
712,712,8,Investigating Officer,2022-03-08,Active
713,713,15,Investigating Officer,2022-06-05,Active
714,714,108,Investigating Officer,2024-09-04,Active
715,715,65,Investigating Officer,2021-09-30,Active
716,716,18,Investigating Officer,2022-04-12,Active
717,717,22,Investigating Officer,2023-05-10,Closed
718,718,16,Investigating Officer,2023-05-20,Active
719,719,12,Investigating Officer,2024-11-09,Active
720,720,15,Investigating Officer,2023-02-04,Active
721,721,77,Investigating Officer,2025-08-29,Active
722,722,8,Investigating Officer,2021-03-31,Closed
723,723,81,Investigating Officer,2020-08-29,Closed
724,724,25,Investigating Officer,2022-01-11,Closed
725,725,53,Investigating Officer,2022-07-23,Active
726,726,82,Investigating Officer,2025-06-27,Active
727,727,64,Investigating Officer,2023-09-25,Active
728,728,106,Investigating Officer,2020-04-02,Closed
729,729,85,Investigating Officer,2024-07-06,Active
730,730,83,Investigating Officer,2023-05-05,Active
731,731,17,Investigating Officer,2024-12-24,Active
732,732,33,Investigating Officer,2023-04-26,Active
733,733,8,Investigating Officer,2021-05-31,Active
734,734,109,Investigating Officer,2021-10-26,Active
735,735,26,Investigating Officer,2020-07-07,Active
736,736,6,Investigating Officer,2025-03-15,Active
737,737,24,Investigating Officer,2025-08-10,Active
738,738,94,Investigating Officer,2020-01-09,Closed
739,739,69,Investigating Officer,2020-01-11,Closed
740,740,121,Investigating Officer,2023-03-12,Closed
741,741,95,Investigating Officer,2024-10-19,Active
742,742,80,Investigating Officer,2021-09-30,Active
743,743,23,Investigating Officer,2020-10-20,Active
744,744,47,Investigating Officer,2022-10-03,Active
745,745,40,Investigating Officer,2022-11-22,Active
746,746,74,Investigating Officer,2024-10-18,Active
747,747,96,Investigating Officer,2024-05-25,Active
748,748,6,Investigating Officer,2021-07-19,Closed
749,749,81,Investigating Officer,2022-08-05,Active
750,750,37,Investigating Officer,2025-03-05,Active
751,751,40,Investigating Officer,2021-01-18,Active
752,752,76,Investigating Officer,2020-02-18,Active
753,753,10,Investigating Officer,2025-10-22,Closed
754,754,105,Investigating Officer,2020-12-17,Active
755,755,28,Investigating Officer,2021-01-18,Active
756,756,10,Investigating Officer,2022-06-06,Active
757,757,64,Investigating Officer,2023-09-14,Active
758,758,102,Investigating Officer,2023-02-28,Active
759,759,41,Investigating Officer,2024-11-20,Active
760,760,14,Investigating Officer,2023-08-07,Active
761,761,47,Investigating Officer,2023-03-02,Active
762,762,40,Investigating Officer,2020-01-27,Closed
763,763,12,Investigating Officer,2025-10-22,Active
764,764,44,Investigating Officer,2025-06-04,Closed
765,765,115,Investigating Officer,2020-12-05,Closed
766,766,86,Investigating Officer,2024-10-15,Closed
767,767,74,Investigating Officer,2022-03-08,Closed
768,768,50,Investigating Officer,2025-02-21,Active
769,769,79,Investigating Officer,2021-07-05,Active
770,770,115,Investigating Officer,2024-07-08,Active
771,771,26,Investigating Officer,2024-09-29,Closed
772,772,12,Investigating Officer,2020-03-12,Active
773,773,63,Investigating Officer,2022-06-08,Active
774,774,100,Investigating Officer,2023-06-22,Active
775,775,45,Investigating Officer,2024-10-05,Active
776,776,109,Investigating Officer,2022-11-16,Active
777,777,96,Investigating Officer,2025-01-08,Closed
778,778,78,Investigating Officer,2025-05-15,Active
779,779,78,Investigating Officer,2025-02-26,Active
780,780,31,Investigating Officer,2025-03-14,Active
781,781,108,Investigating Officer,2025-12-19,Closed
782,782,78,Investigating Officer,2025-12-28,Closed
783,783,102,Investigating Officer,2025-07-05,Closed
784,784,78,Investigating Officer,2025-07-13,Active
785,785,1,Investigating Officer,2022-03-12,Active
786,786,96,Investigating Officer,2023-02-08,Active
787,787,43,Investigating Officer,2023-02-23,Closed
788,788,106,Investigating Officer,2021-10-17,Active
789,789,115,Investigating Officer,2024-07-31,Active
790,790,115,Investigating Officer,2024-06-30,Closed
791,791,30,Investigating Officer,2023-01-09,Active
792,792,122,Investigating Officer,2020-04-04,Closed
793,793,95,Investigating Officer,2022-02-09,Active
794,794,75,Investigating Officer,2023-11-09,Active
795,795,117,Investigating Officer,2022-08-08,Active
796,796,81,Investigating Officer,2024-12-16,Active
797,797,98,Investigating Officer,2024-12-15,Active
798,798,14,Investigating Officer,2020-08-30,Closed
799,799,102,Investigating Officer,2020-06-06,Active
800,800,19,Investigating Officer,2025-04-14,Closed
801,801,58,Investigating Officer,2022-07-10,Active
802,802,115,Investigating Officer,2020-09-20,Active
803,803,48,Investigating Officer,2023-08-12,Closed
804,804,17,Investigating Officer,2020-08-19,Closed
805,805,12,Investigating Officer,2025-08-22,Closed
806,806,104,Investigating Officer,2022-09-10,Active
807,807,31,Investigating Officer,2022-08-20,Active
808,808,47,Investigating Officer,2025-05-15,Active
809,809,11,Investigating Officer,2025-02-13,Active
810,810,114,Investigating Officer,2022-12-20,Closed
811,811,24,Investigating Officer,2021-08-02,Active
812,812,93,Investigating Officer,2021-11-10,Active
813,813,22,Investigating Officer,2024-08-31,Active
814,814,75,Investigating Officer,2024-05-06,Active
815,815,18,Investigating Officer,2022-01-11,Closed
816,816,29,Investigating Officer,2025-01-24,Closed
817,817,66,Investigating Officer,2025-05-08,Active
818,818,107,Investigating Officer,2020-02-08,Active
819,819,79,Investigating Officer,2024-08-08,Active
820,820,94,Investigating Officer,2023-11-26,Active
821,821,9,Investigating Officer,2020-08-18,Active
822,822,108,Investigating Officer,2021-09-19,Closed
823,823,15,Investigating Officer,2025-07-14,Closed
824,824,106,Investigating Officer,2021-01-19,Closed
825,825,112,Investigating Officer,2023-02-10,Active
826,826,42,Investigating Officer,2022-02-25,Closed
827,827,20,Investigating Officer,2020-09-08,Closed
828,828,107,Investigating Officer,2021-09-28,Active
829,829,83,Investigating Officer,2024-09-02,Active
830,830,18,Investigating Officer,2025-09-14,Active
831,831,34,Investigating Officer,2024-04-12,Closed
832,832,38,Investigating Officer,2022-08-02,Active
833,833,105,Investigating Officer,2022-11-20,Closed
834,834,36,Investigating Officer,2021-07-01,Closed
835,835,92,Investigating Officer,2022-10-15,Active
836,836,2,Investigating Officer,2023-01-27,Active
837,837,80,Investigating Officer,2020-04-01,Active
838,838,69,Investigating Officer,2023-08-27,Closed
839,839,119,Investigating Officer,2025-10-19,Closed
840,840,51,Investigating Officer,2024-11-15,Active
841,841,95,Investigating Officer,2024-03-21,Closed
842,842,67,Investigating Officer,2020-03-30,Active
843,843,95,Investigating Officer,2025-04-28,Closed
844,844,43,Investigating Officer,2021-09-08,Active
845,845,35,Investigating Officer,2024-05-08,Active
846,846,48,Investigating Officer,2023-10-01,Active
847,847,4,Investigating Officer,2024-09-21,Closed
848,848,7,Investigating Officer,2020-05-17,Closed
849,849,27,Investigating Officer,2020-05-10,Closed
850,850,70,Investigating Officer,2020-11-18,Active
851,851,15,Investigating Officer,2025-04-10,Closed
852,852,74,Investigating Officer,2020-03-05,Active
853,853,35,Investigating Officer,2020-03-12,Active
854,854,59,Investigating Officer,2022-05-23,Active
855,855,33,Investigating Officer,2025-08-28,Active
856,856,14,Investigating Officer,2020-02-05,Closed
857,857,116,Investigating Officer,2020-08-25,Active
858,858,34,Investigating Officer,2021-02-01,Active
859,859,36,Investigating Officer,2021-02-25,Active
860,860,55,Investigating Officer,2022-03-16,Active
861,861,21,Investigating Officer,2024-07-26,Active
862,862,35,Investigating Officer,2021-08-02,Active
863,863,16,Investigating Officer,2021-10-17,Active
864,864,120,Investigating Officer,2021-08-21,Closed
865,865,68,Investigating Officer,2025-02-10,Active
866,866,67,Investigating Officer,2022-02-01,Active
867,867,34,Investigating Officer,2024-01-08,Closed
868,868,65,Investigating Officer,2022-04-16,Active
869,869,120,Investigating Officer,2020-10-30,Closed
870,870,54,Investigating Officer,2020-11-22,Closed
871,871,58,Investigating Officer,2022-11-29,Active
872,872,43,Investigating Officer,2025-07-14,Closed
873,873,105,Investigating Officer,2025-11-22,Active
874,874,83,Investigating Officer,2025-07-21,Active
875,875,16,Investigating Officer,2023-11-12,Active
876,876,101,Investigating Officer,2024-10-21,Active
877,877,84,Investigating Officer,2024-07-09,Active
878,878,111,Investigating Officer,2021-12-07,Active
879,879,84,Investigating Officer,2020-12-05,Active
880,880,76,Investigating Officer,2021-03-03,Closed
881,881,11,Investigating Officer,2024-06-06,Closed
882,882,32,Investigating Officer,2023-08-07,Closed
883,883,79,Investigating Officer,2024-06-16,Active
884,884,117,Investigating Officer,2025-06-02,Closed
885,885,47,Investigating Officer,2025-05-03,Closed
886,886,45,Investigating Officer,2025-04-12,Closed
887,887,46,Investigating Officer,2023-11-17,Active
888,888,51,Investigating Officer,2021-06-30,Closed
889,889,71,Investigating Officer,2021-09-13,Closed
890,890,80,Investigating Officer,2025-12-14,Active
891,891,86,Investigating Officer,2022-11-08,Closed
892,892,55,Investigating Officer,2020-05-31,Active
893,893,53,Investigating Officer,2024-11-06,Closed
894,894,68,Investigating Officer,2025-06-16,Active
895,895,45,Investigating Officer,2022-03-05,Closed
896,896,109,Investigating Officer,2023-01-02,Active
897,897,64,Investigating Officer,2022-08-29,Closed
898,898,31,Investigating Officer,2023-08-13,Active
899,899,54,Investigating Officer,2022-05-29,Active
900,900,64,Investigating Officer,2021-02-14,Active
901,901,51,Investigating Officer,2022-03-23,Active
902,902,91,Investigating Officer,2024-09-23,Active
903,903,94,Investigating Officer,2025-11-14,Active
904,904,83,Investigating Officer,2020-12-07,Active
905,905,66,Investigating Officer,2025-01-19,Active
906,906,46,Investigating Officer,2024-06-18,Closed
907,907,97,Investigating Officer,2022-03-26,Active
908,908,65,Investigating Officer,2022-06-10,Active
909,909,114,Investigating Officer,2020-02-18,Active
910,910,109,Investigating Officer,2022-11-04,Active
911,911,90,Investigating Officer,2025-02-16,Closed
912,912,46,Investigating Officer,2021-12-26,Active
913,913,114,Investigating Officer,2022-06-08,Closed
914,914,60,Investigating Officer,2021-04-25,Active
915,915,40,Investigating Officer,2023-01-04,Active
916,916,36,Investigating Officer,2024-07-28,Active
917,917,111,Investigating Officer,2021-08-14,Closed
918,918,34,Investigating Officer,2024-07-24,Closed
919,919,4,Investigating Officer,2022-11-25,Active
920,920,12,Investigating Officer,2022-12-21,Closed
921,921,69,Investigating Officer,2025-12-08,Closed
922,922,104,Investigating Officer,2022-01-09,Active
923,923,110,Investigating Officer,2025-11-18,Active
924,924,77,Investigating Officer,2024-10-15,Active
925,925,30,Investigating Officer,2020-12-02,Active
926,926,63,Investigating Officer,2021-02-04,Active
927,927,37,Investigating Officer,2025-09-10,Active
928,928,13,Investigating Officer,2025-08-10,Active
929,929,110,Investigating Officer,2021-09-25,Closed
930,930,112,Investigating Officer,2024-03-03,Active
931,931,34,Investigating Officer,2022-09-02,Closed
932,932,82,Investigating Officer,2025-05-20,Closed
933,933,58,Investigating Officer,2021-10-03,Closed
934,934,3,Investigating Officer,2023-12-22,Active
935,935,43,Investigating Officer,2023-01-04,Active
936,936,65,Investigating Officer,2020-02-17,Active
937,937,63,Investigating Officer,2025-05-25,Active
938,938,30,Investigating Officer,2020-06-04,Active
939,939,11,Investigating Officer,2021-12-22,Active
940,940,109,Investigating Officer,2023-02-09,Active
941,941,97,Investigating Officer,2022-10-05,Active
942,942,50,Investigating Officer,2022-02-20,Active
943,943,62,Investigating Officer,2020-08-09,Active
944,944,16,Investigating Officer,2025-09-22,Closed
945,945,118,Investigating Officer,2021-03-26,Active
946,946,82,Investigating Officer,2021-07-03,Active
947,947,108,Investigating Officer,2024-09-16,Closed
948,948,81,Investigating Officer,2022-06-05,Active
949,949,93,Investigating Officer,2023-12-14,Closed
950,950,1,Investigating Officer,2025-06-22,Active
951,951,4,Investigating Officer,2020-07-22,Closed
952,952,91,Investigating Officer,2024-11-15,Active
953,953,72,Investigating Officer,2023-05-28,Closed
954,954,48,Investigating Officer,2025-05-07,Active
955,955,28,Investigating Officer,2021-07-21,Closed
956,956,121,Investigating Officer,2021-07-07,Closed
957,957,119,Investigating Officer,2025-07-07,Closed
958,958,73,Investigating Officer,2021-09-27,Active
959,959,19,Investigating Officer,2024-02-20,Active
960,960,22,Investigating Officer,2021-06-04,Active
961,961,55,Investigating Officer,2020-03-01,Active
962,962,24,Investigating Officer,2021-09-16,Active
963,963,17,Investigating Officer,2021-02-21,Active
964,964,43,Investigating Officer,2021-01-16,Closed
965,965,2,Investigating Officer,2020-06-06,Active
966,966,73,Investigating Officer,2021-05-27,Active
967,967,118,Investigating Officer,2025-01-16,Active
968,968,33,Investigating Officer,2023-12-07,Active
969,969,32,Investigating Officer,2020-06-02,Closed
970,970,88,Investigating Officer,2024-07-18,Active
971,971,7,Investigating Officer,2021-03-29,Active
972,972,66,Investigating Officer,2025-01-07,Active
973,973,70,Investigating Officer,2020-08-14,Active
974,974,41,Investigating Officer,2024-10-17,Closed
975,975,29,Investigating Officer,2025-01-30,Active
976,976,20,Investigating Officer,2023-08-01,Active
977,977,105,Investigating Officer,2020-03-04,Active
978,978,76,Investigating Officer,2021-09-10,Closed
979,979,18,Investigating Officer,2020-10-29,Active
980,980,97,Investigating Officer,2025-12-14,Closed
981,981,100,Investigating Officer,2022-09-30,Active
982,982,102,Investigating Officer,2023-03-23,Closed
983,983,119,Investigating Officer,2025-03-09,Active
984,984,78,Investigating Officer,2021-12-17,Closed
985,985,54,Investigating Officer,2024-10-24,Active
986,986,95,Investigating Officer,2023-07-23,Active
987,987,75,Investigating Officer,2021-11-20,Active
988,988,113,Investigating Officer,2025-04-02,Active
989,989,16,Investigating Officer,2022-06-06,Active
990,990,40,Investigating Officer,2020-06-24,Active
991,991,101,Investigating Officer,2021-12-04,Active
992,992,49,Investigating Officer,2024-11-24,Active
993,993,16,Investigating Officer,2023-05-28,Active
994,994,100,Investigating Officer,2023-01-17,Closed
995,995,77,Investigating Officer,2024-10-12,Active
996,996,88,Investigating Officer,2023-04-03,Closed
997,997,67,Investigating Officer,2024-07-28,Active
998,998,10,Investigating Officer,2022-03-01,Active
999,999,16,Investigating Officer,2021-10-13,Active
1000,1000,4,Investigating Officer,2025-12-25,Closed
1001,1001,57,Investigating Officer,2022-01-11,Active
1002,1002,60,Investigating Officer,2024-08-13,Closed
1003,1003,31,Investigating Officer,2022-04-05,Active
1004,1004,3,Investigating Officer,2023-02-24,Active
1005,1005,43,Investigating Officer,2025-10-27,Active
1006,1006,89,Investigating Officer,2020-07-28,Closed
1007,1007,49,Investigating Officer,2023-02-09,Active
1008,1008,5,Investigating Officer,2022-11-27,Active
1009,1009,87,Investigating Officer,2025-07-28,Active
1010,1010,21,Investigating Officer,2025-03-22,Active
1011,1011,98,Investigating Officer,2022-08-25,Active
1012,1012,88,Investigating Officer,2021-05-01,Active
1013,1013,69,Investigating Officer,2025-01-23,Active
1014,1014,110,Investigating Officer,2021-08-27,Closed
1015,1015,6,Investigating Officer,2023-03-06,Active
1016,1016,95,Investigating Officer,2022-06-05,Active
1017,1017,29,Investigating Officer,2020-03-12,Active
1018,1018,19,Investigating Officer,2022-04-28,Active
1019,1019,44,Investigating Officer,2021-10-07,Active
1020,1020,27,Investigating Officer,2025-03-12,Closed
1021,1021,28,Investigating Officer,2020-11-20,Active
1022,1022,80,Investigating Officer,2024-10-13,Active
1023,1023,115,Investigating Officer,2025-05-14,Active
1024,1024,99,Investigating Officer,2024-06-30,Active
1025,1025,76,Investigating Officer,2022-04-04,Active
1026,1026,26,Investigating Officer,2022-09-02,Closed
1027,1027,91,Investigating Officer,2025-06-13,Active
1028,1028,86,Investigating Officer,2024-08-15,Closed
1029,1029,30,Investigating Officer,2025-04-23,Active
1030,1030,66,Investigating Officer,2023-08-09,Active
1031,1031,85,Investigating Officer,2021-01-15,Closed
1032,1032,74,Investigating Officer,2025-12-11,Closed
1033,1033,119,Investigating Officer,2022-05-16,Closed
1034,1034,61,Investigating Officer,2021-03-23,Active
1035,1035,62,Investigating Officer,2020-11-08,Closed
1036,1036,28,Investigating Officer,2022-12-20,Closed
1037,1037,20,Investigating Officer,2020-09-20,Active
1038,1038,51,Investigating Officer,2020-11-26,Active
1039,1039,120,Investigating Officer,2025-04-11,Closed
1040,1040,3,Investigating Officer,2022-01-15,Active
1041,1041,57,Investigating Officer,2024-09-24,Active
1042,1042,5,Investigating Officer,2022-10-30,Active
1043,1043,94,Investigating Officer,2021-10-25,Active
1044,1044,10,Investigating Officer,2020-11-13,Closed
1045,1045,106,Investigating Officer,2023-10-18,Active
1046,1046,98,Investigating Officer,2025-12-21,Active
1047,1047,42,Investigating Officer,2025-11-12,Active
1048,1048,6,Investigating Officer,2020-01-26,Active
1049,1049,122,Investigating Officer,2022-09-21,Active
1050,1050,40,Investigating Officer,2025-03-08,Closed
1051,1051,102,Investigating Officer,2025-01-16,Active
1052,1052,75,Investigating Officer,2023-02-14,Active
1053,1053,90,Investigating Officer,2020-04-28,Active
1054,1054,40,Investigating Officer,2020-07-12,Active
1055,1055,63,Investigating Officer,2020-11-06,Active
1056,1056,99,Investigating Officer,2023-07-29,Active
1057,1057,63,Investigating Officer,2024-05-03,Active
1058,1058,70,Investigating Officer,2025-01-30,Closed
1059,1059,55,Investigating Officer,2022-04-17,Active
1060,1060,36,Investigating Officer,2021-11-21,Closed
1061,1061,107,Investigating Officer,2021-11-05,Closed
1062,1062,2,Investigating Officer,2021-04-11,Active
1063,1063,90,Investigating Officer,2020-12-23,Active
1064,1064,106,Investigating Officer,2025-12-03,Closed
1065,1065,39,Investigating Officer,2022-04-27,Active
1066,1066,110,Investigating Officer,2025-09-04,Active
1067,1067,13,Investigating Officer,2024-05-19,Closed
1068,1068,96,Investigating Officer,2020-11-10,Closed
1069,1069,4,Investigating Officer,2024-07-07,Active
1070,1070,102,Investigating Officer,2025-07-22,Active
1071,1071,101,Investigating Officer,2022-09-23,Closed
1072,1072,41,Investigating Officer,2024-09-19,Active
1073,1073,103,Investigating Officer,2022-08-22,Active
1074,1074,43,Investigating Officer,2023-11-14,Closed
1075,1075,59,Investigating Officer,2024-04-02,Closed
1076,1076,122,Investigating Officer,2022-11-23,Active
1077,1077,53,Investigating Officer,2023-12-21,Active
1078,1078,100,Investigating Officer,2025-04-15,Closed
1079,1079,121,Investigating Officer,2022-11-25,Closed
1080,1080,122,Investigating Officer,2022-02-12,Closed
1081,1081,118,Investigating Officer,2023-09-10,Active
1082,1082,15,Investigating Officer,2022-04-18,Active
1083,1083,98,Investigating Officer,2020-07-08,Active
1084,1084,109,Investigating Officer,2021-01-03,Active
1085,1085,68,Investigating Officer,2021-05-25,Active
1086,1086,89,Investigating Officer,2025-11-07,Active
1087,1087,97,Investigating Officer,2024-01-27,Active
1088,1088,92,Investigating Officer,2025-07-22,Active
1089,1089,33,Investigating Officer,2025-06-01,Closed
1090,1090,100,Investigating Officer,2020-01-05,Closed
1091,1091,84,Investigating Officer,2022-07-09,Active
1092,1092,81,Investigating Officer,2024-08-05,Active
1093,1093,97,Investigating Officer,2025-01-03,Active
1094,1094,12,Investigating Officer,2022-11-13,Closed
1095,1095,64,Investigating Officer,2023-01-18,Active
1096,1096,77,Investigating Officer,2022-05-05,Active
1097,1097,112,Investigating Officer,2022-08-12,Active
1098,1098,37,Investigating Officer,2021-05-22,Closed
1099,1099,44,Investigating Officer,2021-04-10,Closed
1100,1100,104,Investigating Officer,2021-10-06,Active
1101,1101,123,Investigating Officer,2022-06-24,Active
1102,1102,80,Investigating Officer,2020-11-26,Closed
1103,1103,96,Investigating Officer,2023-05-04,Active
1104,1104,68,Investigating Officer,2022-09-18,Active
1105,1105,55,Investigating Officer,2024-02-16,Active
1106,1106,32,Investigating Officer,2025-03-04,Active
1107,1107,9,Investigating Officer,2025-10-28,Closed
1108,1108,98,Investigating Officer,2023-02-18,Active
1109,1109,106,Investigating Officer,2023-12-04,Active
1110,1110,11,Investigating Officer,2023-08-26,Closed
1111,1111,104,Investigating Officer,2023-01-25,Closed
1112,1112,111,Investigating Officer,2023-02-22,Closed
1113,1113,73,Investigating Officer,2025-08-28,Active
1114,1114,53,Investigating Officer,2020-12-01,Closed
1115,1115,121,Investigating Officer,2020-06-22,Closed
1116,1116,33,Investigating Officer,2022-03-01,Active
1117,1117,17,Investigating Officer,2022-02-15,Active
1118,1118,14,Investigating Officer,2023-06-28,Active
1119,1119,42,Investigating Officer,2022-03-08,Closed
1120,1120,73,Investigating Officer,2022-11-10,Closed
1121,1121,14,Investigating Officer,2021-01-17,Closed
1122,1122,99,Investigating Officer,2021-07-09,Active
1123,1123,75,Investigating Officer,2020-07-17,Closed
1124,1124,9,Investigating Officer,2025-08-08,Active
1125,1125,66,Investigating Officer,2024-08-22,Active
1126,1126,30,Investigating Officer,2023-04-04,Active
1127,1127,67,Investigating Officer,2024-05-19,Closed
1128,1128,73,Investigating Officer,2024-05-08,Active
1129,1129,123,Investigating Officer,2024-08-18,Active
1130,1130,61,Investigating Officer,2022-04-11,Closed
1131,1131,65,Investigating Officer,2024-01-14,Closed
1132,1132,46,Investigating Officer,2020-01-28,Closed
1133,1133,95,Investigating Officer,2022-03-17,Active
1134,1134,111,Investigating Officer,2025-08-19,Closed
1135,1135,71,Investigating Officer,2023-03-02,Active
