crime_victim_id,crime_id,victim_id,role
1349,1107,317,Victim
1350,1108,100,Victim
1351,1109,506,Victim
1352,1110,454,Victim
1353,1111,42,Victim
1354,1112,367,Victim
1355,1112,258,Victim
1356,1113,438,Victim
1357,1114,415,Victim
1358,1114,321,Victim
1359,1115,411,Victim
1360,1116,477,Victim
1361,1116,97,Victim
1362,1117,228,Victim
1363,1118,375,Victim
1364,1118,18,Victim
1365,1119,54,Victim
1366,1120,135,Victim
1367,1121,135,Victim
1368,1121,236,Victim
1369,1122,518,Victim
1370,1123,126,Victim
1371,1124,288,Victim
1372,1125,560,Victim
1373,1126,547,Victim
1374,1127,385,Victim
1375,1128,195,Victim
1376,1129,303,Victim
1377,1129,46,Victim
1378,1130,536,Victim
1379,1131,424,Victim
1380,1132,284,Victim
1381,1133,47,Victim
1382,1133,153,Victim
1383,1134,419,Victim
1384,1135,506,Victim
1385,1136,540,Victim
1386,1137,133,Victim
1387,1138,85,Victim
1388,1138,264,Victim
1389,1139,100,Victim
1390,1139,126,Victim
1391,1140,509,Victim
1392,1141,158,Victim
1393,1142,450,Victim
1394,1143,421,Victim
1395,1144,551,Victim
1396,1145,412,Victim
1397,1146,444,Victim
1398,1147,98,Victim
1399,1147,86,Victim
1400,1148,404,Victim
1401,1149,355,Victim
1402,1150,316,Victim
1403,1151,257,Victim
1404,1151,472,Victim
1405,1152,463,Victim
1406,1153,372,Victim
1407,1153,481,Victim
1408,1154,211,Victim
1409,1155,486,Victim
1410,1156,360,Victim
1411,1157,328,Victim
1412,1157,37,Victim
1413,1158,358,Victim
1414,1159,284,Victim
1415,1160,145,Victim
1416,1160,418,Victim
1417,1161,140,Victim
1418,1161,498,Victim
1419,1162,336,Victim
1420,1162,118,Victim
1421,1163,485,Victim
1422,1164,555,Victim
1423,1165,213,Victim
1424,1166,438,Victim
1425,1166,274,Victim
1426,1167,337,Victim
1427,1168,263,Victim
1428,1169,191,Victim
1429,1170,412,Victim
1430,1171,475,Victim
1431,1171,214,Victim
1432,1172,130,Victim
1433,1172,57,Victim
1434,1173,210,Victim
1435,1174,135,Victim
1436,1174,364,Victim
1437,1175,337,Victim
1438,1176,140,Victim
1439,1177,64,Victim
1440,1178,152,Victim
1441,1179,473,Victim
1442,1180,442,Victim
1443,1181,509,Victim
1444,1182,496,Victim
1445,1183,96,Victim
1446,1184,26,Victim
1447,1185,585,Victim
1448,1186,461,Victim
1449,1187,153,Victim
1450,1188,563,Victim
1451,1189,335,Victim
1452,1190,532,Victim
1453,1191,572,Victim
1454,1192,461,Victim
1455,1193,262,Victim
1456,1194,523,Victim
1457,1194,442,Victim
1458,1195,90,Victim
1459,1196,99,Victim
1460,1197,417,Victim
1461,1197,371,Victim
1462,1198,7,Victim
1463,1198,496,Victim
1464,1199,245,Victim
1465,1199,159,Victim
1466,1200,150,Victim
1467,1201,43,Victim
1468,1202,18,Victim
1469,1202,380,Victim
1470,1203,406,Victim
1471,1204,324,Victim
1472,1205,3,Victim
1473,1205,592,Victim
1474,1206,174,Victim
1475,1207,384,Victim
1476,1208,254,Victim
1477,1209,208,Victim
1478,1210,164,Victim
1479,1211,70,Victim
1480,1212,473,Victim
1481,1213,411,Victim
1482,1214,583,Victim
1483,1215,372,Victim
1484,1216,315,Victim
1485,1217,391,Victim
1486,1218,544,Victim
1487,1219,191,Victim
1488,1220,582,Victim
1489,1221,217,Victim
1490,1222,383,Victim
1491,1223,594,Victim
1492,1224,538,Victim
1493,1225,80,Victim
1494,1226,291,Victim
1495,1226,427,Victim
1496,1227,303,Victim
1497,1228,367,Victim
1498,1229,346,Victim
1499,1229,447,Victim
1500,1230,328,Victim
1501,1231,290,Victim
1502,1232,423,Victim
1503,1232,330,Victim
1504,1233,401,Victim
1505,1233,413,Victim
1506,1234,591,Victim
1507,1235,242,Victim
1508,1236,260,Victim
1509,1236,163,Victim
1510,1237,437,Victim
1511,1237,405,Victim
1512,1238,505,Victim
1513,1239,240,Victim
1514,1239,595,Victim
1515,1240,22,Victim
1516,1241,327,Victim
1517,1242,410,Victim
1518,1243,176,Victim
1519,1244,102,Victim
1520,1244,27,Victim
1521,1245,430,Victim
1522,1246,584,Victim
1523,1246,236,Victim
1524,1247,314,Victim
1525,1248,546,Victim
1526,1249,531,Victim
1527,1250,287,Victim
1528,1250,193,Victim
1529,1251,125,Victim
1530,1252,79,Victim
1531,1253,79,Victim
1532,1254,420,Victim
1533,1255,523,Victim
1534,1255,340,Victim
1535,1256,421,Victim
1536,1257,345,Victim
1537,1258,139,Victim
1538,1259,376,Victim
1539,1260,510,Victim
1540,1261,30,Victim
1541,1262,104,Victim
1542,1263,437,Victim
1543,1264,472,Victim
1544,1265,265,Victim
1545,1265,112,Victim
1546,1266,435,Victim
1547,1267,277,Victim
1548,1268,595,Victim
1549,1268,319,Victim
1550,1269,521,Victim
1551,1269,91,Victim
1552,1270,252,Victim
1553,1271,234,Victim
1554,1272,45,Victim
1555,1273,207,Victim
1556,1274,160,Victim
1557,1275,112,Victim
1558,1276,473,Victim
1559,1277,359,Victim
1560,1277,7,Victim
1561,1278,431,Victim
1562,1278,503,Victim
1563,1279,82,Victim
1564,1280,509,Victim
1565,1281,239,Victim
1566,1282,383,Victim
1567,1283,599,Victim
1568,1284,457,Victim
1569,1285,25,Victim
1570,1285,49,Victim
1571,1286,449,Victim
1572,1286,181,Victim
1573,1287,48,Victim
1574,1288,35,Victim
1575,1289,440,Victim
1576,1290,365,Victim
1577,1291,383,Victim
1578,1291,404,Victim
1579,1292,256,Victim
1580,1293,1,Victim
1581,1294,549,Victim
1582,1295,456,Victim
1583,1296,470,Victim
1584,1297,315,Victim
1585,1298,591,Victim
1586,1299,465,Victim
1587,1300,318,Victim
1588,1301,351,Victim
1589,1302,480,Victim
1590,1302,370,Victim
1591,1303,283,Victim
1592,1304,245,Victim
1593,1304,248,Victim
1594,1305,77,Victim
1595,1306,407,Victim
1596,1307,48,Victim
1597,1308,291,Victim
1598,1308,141,Victim
1599,1309,321,Victim
1600,1310,313,Victim
1601,1311,552,Victim
1602,1312,378,Victim
1603,1313,496,Victim
1604,1314,455,Victim
1605,1315,131,Victim
1606,1316,553,Victim
1607,1317,453,Victim
1608,1318,334,Victim
1609,1319,161,Victim
1610,1320,109,Victim
1611,1321,339,Victim
1612,1321,291,Victim
1613,1322,424,Victim
1614,1323,512,Victim
1615,1323,406,Victim
1616,1324,584,Victim
1617,1325,134,Victim
1618,1326,206,Victim
1619,1327,337,Victim
1620,1328,402,Victim
1621,1329,186,Victim
1622,1330,170,Victim
1623,1330,485,Victim
1624,1331,90,Victim
1625,1332,261,Victim
1626,1333,241,Victim
1627,1334,565,Victim
1628,1334,3,Victim
1629,1335,223,Victim
1630,1336,468,Victim
1631,1337,264,Victim
1632,1338,145,Victim
1633,1339,13,Victim
1634,1340,115,Victim
1635,1341,480,Victim
1636,1341,550,Victim
1637,1342,347,Victim
1638,1343,561,Victim
1639,1344,42,Victim
1640,1345,111,Victim
1641,1346,280,Victim
1642,1347,26,Victim
1643,1348,450,Victim
1644,1349,42,Victim
1645,1350,362,Victim
1646,1351,348,Victim
1647,1352,466,Victim
1648,1353,400,Victim
1649,1353,162,Victim
1650,1354,541,Victim
1651,1355,479,Victim
1652,1356,77,Victim
1653,1356,166,Victim
1654,1357,331,Victim
1655,1358,285,Victim
1656,1359,394,Victim
1657,1360,105,Victim
1658,1360,151,Victim
1659,1361,196,Victim
1660,1362,562,Victim
1661,1363,402,Victim
1662,1364,332,Victim
1663,1365,17,Victim
1664,1366,544,Victim
1665,1366,365,Victim
1666,1367,298,Victim
1667,1368,247,Victim
1668,1369,362,Victim
1669,1370,492,Victim
1670,1370,180,Victim
1671,1371,92,Victim
1672,1372,165,Victim
1673,1373,539,Victim
1674,1374,394,Victim
1675,1374,50,Victim
1676,1375,204,Victim
1677,1376,351,Victim
1678,1376,468,Victim
1679,1377,588,Victim
1680,1378,345,Victim
1681,1379,161,Victim
1682,1380,35,Victim
1683,1381,308,Victim
1684,1381,367,Victim
1685,1382,380,Victim
1686,1383,463,Victim
1687,1384,34,Victim
1688,1384,508,Victim
1689,1385,182,Victim
1690,1386,521,Victim
1691,1387,583,Victim
1692,1388,132,Victim
1693,1389,586,Victim
1694,1390,289,Victim
1695,1391,154,Victim
1696,1392,164,Victim
1697,1393,528,Victim
1698,1394,168,Victim
1699,1395,335,Victim
1700,1396,206,Victim
1701,1397,64,Victim
1702,1398,76,Victim
1703,1398,336,Victim
1704,1399,582,Victim
1705,1400,420,Victim
1706,1400,405,Victim
1707,1401,578,Victim
1708,1401,374,Victim
1709,1402,449,Victim
1710,1403,18,Victim
1711,1404,294,Victim
1712,1405,546,Victim
1713,1405,508,Victim
1714,1406,508,Victim
1715,1407,36,Victim
1716,1408,108,Victim
1717,1409,107,Victim
1718,1410,234,Victim
1719,1411,318,Victim
1720,1411,18,Victim
1721,1412,459,Victim
1722,1413,58,Victim
1723,1414,367,Victim
1724,1415,388,Victim
1725,1415,332,Victim
1726,1416,531,Victim
1727,1417,256,Victim
1728,1418,517,Victim
1729,1419,247,Victim
1730,1420,197,Victim
1731,1421,474,Victim
1732,1422,194,Victim
1733,1423,594,Victim
1734,1424,163,Victim
1735,1425,152,Victim
1736,1426,371,Victim
1737,1427,156,Victim
1738,1428,98,Victim
1739,1429,388,Victim
1740,1430,7,Victim
1741,1430,304,Victim
1742,1431,482,Victim
1743,1432,16,Victim
1744,1432,476,Victim
1745,1433,512,Victim
1746,1434,186,Victim
1747,1435,234,Victim
1748,1436,289,Victim
1749,1437,261,Victim
1750,1438,29,Victim
1751,1439,11,Victim
1752,1439,31,Victim
1753,1440,6,Victim
1754,1441,136,Victim
1755,1442,429,Victim
1756,1442,575,Victim
1757,1443,275,Victim
1758,1444,355,Victim
1759,1445,41,Victim
1760,1446,352,Victim
1761,1447,220,Victim
1762,1448,238,Victim
1763,1449,148,Victim
1764,1450,103,Victim
1765,1451,127,Victim
1766,1452,126,Victim
1767,1453,212,Victim
1768,1454,457,Victim
1769,1454,376,Victim
1770,1455,508,Victim
1771,1456,102,Victim
1772,1457,303,Victim
1773,1458,357,Victim
1774,1459,46,Victim
1775,1459,210,Victim
1776,1460,159,Victim
1777,1460,57,Victim
1778,1461,171,Victim
1779,1462,574,Victim
1780,1463,505,Victim
1781,1464,192,Victim
1782,1465,203,Victim
1783,1466,153,Victim
1784,1467,172,Victim
1785,1468,140,Victim
1786,1468,412,Victim
1787,1469,26,Victim
1788,1470,109,Victim
1789,1471,356,Victim
1790,1472,266,Victim
1791,1473,59,Victim
1792,1474,232,Victim
1793,1475,205,Victim
1794,1475,591,Victim
1795,1476,382,Victim
1796,1477,211,Victim
1797,1478,578,Victim
1798,1479,223,Victim
1799,1480,53,Victim
1800,1481,355,Victim
1801,1482,348,Victim
1802,1483,548,Victim
1803,1483,501,Victim
1804,1484,251,Victim
1805,1485,456,Victim
1806,1486,600,Victim
1807,1487,598,Victim
1808,1488,127,Victim
1809,1489,579,Victim
1810,1490,301,Victim
1811,1490,404,Victim
1812,1491,263,Victim
1813,1491,211,Victim
1814,1492,10,Victim
1815,1493,404,Victim
1816,1493,403,Victim
1817,1494,357,Victim
1818,1495,181,Victim
1819,1496,243,Victim
1820,1497,404,Victim
1821,1498,488,Victim
1822,1499,599,Victim
1823,1500,401,Victim
1824,1500,522,Victim
1825,1501,384,Victim
1826,1502,27,Victim
1827,1503,360,Victim
1828,1503,420,Victim
1829,1504,126,Victim
1830,1504,564,Victim
1831,1505,576,Victim
1832,1506,303,Victim
1833,1507,77,Victim
1834,1508,427,Victim
1835,1509,595,Victim
1836,1509,118,Victim
1837,1510,371,Victim
1838,1511,495,Victim
1839,1512,505,Victim
1840,1513,374,Victim
1841,1514,208,Victim
1842,1515,334,Victim
1843,1516,448,Victim
1844,1517,410,Victim
1845,1518,312,Victim
1846,1519,36,Victim
1847,1520,35,Victim
1848,1520,465,Victim
1849,1521,534,Victim
1850,1522,542,Victim
1851,1522,381,Victim
1852,1523,381,Victim
1853,1524,184,Victim
1854,1525,540,Victim
1855,1526,376,Victim
1856,1527,142,Victim
1857,1528,231,Victim
1858,1528,404,Victim
1859,1529,267,Victim
1860,1530,564,Victim
1861,1531,514,Victim
1862,1531,119,Victim
1863,1532,158,Victim
1864,1533,599,Victim
1865,1534,285,Victim
1866,1535,513,Victim
1867,1535,147,Victim
1868,1536,194,Victim
1869,1537,446,Victim
1870,1538,75,Victim
1871,1539,450,Victim
1872,1540,159,Victim
1873,1541,302,Victim
1874,1542,5,Victim
1875,1543,350,Victim
1876,1544,60,Victim
1877,1545,594,Victim
1878,1545,87,Victim
1879,1546,507,Victim
1880,1546,566,Victim
1881,1547,492,Victim
1882,1548,566,Victim
1883,1549,11,Victim
1884,1550,460,Victim
1885,1550,536,Victim
1886,1551,336,Victim
1887,1552,54,Victim
1888,1553,345,Victim
1889,1554,513,Victim
1890,1555,8,Victim
1891,1556,563,Victim
1892,1557,568,Victim
1893,1558,443,Victim
1894,1559,198,Victim
1895,1560,357,Victim
1896,1561,167,Victim
1897,1562,1,Victim
1898,1562,420,Victim
1899,1563,107,Victim
1900,1564,390,Victim
1901,1565,287,Victim
1902,1566,130,Victim
1903,1567,153,Victim
1904,1568,332,Victim
1905,1569,47,Victim
1906,1570,511,Victim
1907,1571,496,Victim
1908,1572,363,Victim
1909,1573,98,Victim
1910,1574,56,Victim
1911,1574,404,Victim
1912,1575,220,Victim
1913,1576,504,Victim
1914,1577,295,Victim
1915,1578,303,Victim
1916,1579,76,Victim
1917,1580,130,Victim
1918,1581,451,Victim
1919,1582,110,Victim
1920,1583,229,Victim
1921,1584,210,Victim
1922,1585,567,Victim
1923,1586,63,Victim
1924,1586,412,Victim
1925,1587,236,Victim
1926,1588,47,Victim
1927,1589,138,Victim
1928,1589,590,Victim
1929,1590,24,Victim
1930,1591,458,Victim
1931,1592,404,Victim
1932,1593,74,Victim
1933,1594,303,Victim
1934,1595,340,Victim
1935,1596,23,Victim
1936,1597,60,Victim
1937,1598,556,Victim
1938,1599,589,Victim
1939,1600,594,Victim
1940,1601,464,Victim
1941,1601,544,Victim
1942,1602,59,Victim
1943,1602,84,Victim
1944,1603,459,Victim
1945,1604,462,Victim
1946,1605,274,Victim
1947,1605,563,Victim
1948,1606,11,Victim
1949,1606,461,Victim
1950,1607,437,Victim
1951,1608,48,Victim
1952,1609,439,Victim
1953,1610,55,Victim
1954,1611,286,Victim
1955,1612,567,Victim
1956,1613,395,Victim
1957,1614,249,Victim
1958,1615,411,Victim
1959,1615,163,Victim
1960,1616,247,Victim
1961,1617,302,Victim
1962,1618,271,Victim
1963,1619,367,Victim
1964,1620,48,Victim
1965,1621,493,Victim
1966,1622,16,Victim
1967,1622,1,Victim
1968,1623,284,Victim
1969,1624,155,Victim
1970,1624,494,Victim
1971,1625,359,Victim
1972,1626,511,Victim
1973,1627,504,Victim
1974,1628,355,Victim
1975,1629,577,Victim
1976,1630,484,Victim
1977,1631,83,Victim
1978,1632,47,Victim
1979,1633,181,Victim
1980,1634,294,Victim
1981,1634,477,Victim
1982,1635,367,Victim
1983,1636,109,Victim
1984,1636,326,Victim
1985,1637,193,Victim
1986,1638,100,Victim
1987,1639,578,Victim
1988,1640,251,Victim
1989,1641,436,Victim
1990,1641,270,Victim
1991,1642,315,Victim
1992,1643,161,Victim
1993,1644,95,Victim
1994,1645,417,Victim
1995,1646,385,Victim
1996,1647,295,Victim
1997,1648,301,Victim
1998,1648,391,Victim
1999,1649,531,Victim
2000,1649,538,Victim
2001,1650,440,Victim
2002,1650,528,Victim
2003,1651,60,Victim
2004,1652,577,Victim
2005,1653,409,Victim
2006,1654,293,Victim
2007,1655,544,Victim
2008,1656,517,Victim
2009,1657,343,Victim
2010,1658,206,Victim
2011,1659,232,Victim
2012,1660,460,Victim
2013,1661,433,Victim
2014,1662,449,Victim
2015,1663,423,Victim
2016,1664,238,Victim
2017,1665,109,Victim
2018,1666,161,Victim
2019,1666,5,Victim
2020,1667,109,Victim
2021,1668,470,Victim
2022,1669,422,Victim
2023,1670,353,Victim
2024,1671,302,Victim
2025,1672,403,Victim
2026,1673,587,Victim
2027,1674,185,Victim
2028,1674,292,Victim
2029,1675,229,Victim
2030,1675,294,Victim
2031,1676,276,Victim
2032,1677,567,Victim
2033,1678,208,Victim
2034,1678,134,Victim
2035,1679,446,Victim
2036,1680,19,Victim
2037,1681,210,Victim
2038,1682,116,Victim
2039,1683,55,Victim
2040,1683,432,Victim
2041,1684,395,Victim
2042,1685,198,Victim
2043,1686,208,Victim
2044,1687,555,Victim
2045,1688,413,Victim
2046,1689,312,Victim
2047,1690,156,Victim
2048,1691,13,Victim
2049,1692,491,Victim
2050,1692,115,Victim
2051,1693,208,Victim
2052,1694,502,Victim
2053,1695,515,Victim
2054,1695,192,Victim
2055,1696,90,Victim
2056,1697,82,Victim
2057,1698,65,Victim
2058,1698,374,Victim
2059,1699,101,Victim
2060,1700,437,Victim
2061,1701,285,Victim
2062,1701,168,Victim
2063,1702,7,Victim
2064,1703,277,Victim
2065,1703,355,Victim
2066,1704,485,Victim
2067,1705,121,Victim
2068,1706,517,Victim
2069,1707,590,Victim
2070,1708,300,Victim
2071,1709,519,Victim
2072,1710,461,Victim
2073,1711,551,Victim
2074,1711,484,Victim
2075,1712,373,Victim
2076,1713,276,Victim
2077,1713,135,Victim
2078,1714,394,Victim
2079,1715,432,Victim
2080,1716,597,Victim
2081,1717,251,Victim
2082,1718,508,Victim
2083,1719,500,Victim
2084,1720,108,Victim
2085,1720,126,Victim
2086,1721,144,Victim
2087,1722,581,Victim
2088,1723,460,Victim
2089,1724,413,Victim
2090,1725,372,Victim
2091,1725,28,Victim
2092,1726,129,Victim
2093,1727,577,Victim
2094,1728,402,Victim
2095,1729,380,Victim
2096,1729,370,Victim
2097,1730,8,Victim
2098,1731,288,Victim
2099,1731,411,Victim
2100,1732,169,Victim
2101,1733,481,Victim
2102,1734,201,Victim
2103,1735,120,Victim
2104,1736,208,Victim
2105,1736,83,Victim
2106,1737,275,Victim
2107,1738,363,Victim
2108,1739,314,Victim
2109,1740,157,Victim
2110,1741,543,Victim
2111,1742,412,Victim
2112,1743,285,Victim
2113,1743,26,Victim
2114,1744,323,Victim
2115,1745,335,Victim
2116,1745,419,Victim
2117,1746,561,Victim
2118,1746,88,Victim
2119,1747,224,Victim
2120,1748,210,Victim
2121,1749,181,Victim
2122,1750,107,Victim
2123,1750,415,Victim
2124,1751,443,Victim
2125,1752,207,Victim
2126,1753,203,Victim
2127,1754,516,Victim
2128,1755,505,Victim
2129,1756,250,Victim
2130,1757,325,Victim
2131,1758,54,Victim
2132,1759,576,Victim
2133,1760,426,Victim
2134,1761,426,Victim
2135,1762,284,Victim
2136,1763,187,Victim
2137,1764,299,Victim
2138,1765,474,Victim
2139,1765,4,Victim
2140,1766,414,Victim
2141,1767,536,Victim
2142,1768,82,Victim
2143,1769,341,Victim
2144,1770,387,Victim
2145,1771,142,Victim
2146,1772,203,Victim
2147,1773,430,Victim
2148,1774,207,Victim
2149,1775,271,Victim
2150,1776,560,Victim
2151,1777,40,Victim
2152,1778,63,Victim
2153,1779,32,Victim
2154,1779,234,Victim
2155,1780,221,Victim
2156,1781,413,Victim
2157,1782,529,Victim
2158,1783,345,Victim
2159,1783,295,Victim
2160,1784,167,Victim
2161,1785,126,Victim
2162,1785,321,Victim
2163,1786,337,Victim
2164,1787,55,Victim
2165,1788,66,Victim
2166,1789,523,Victim
2167,1790,509,Victim
2168,1791,325,Victim
2169,1792,112,Victim
2170,1793,257,Victim
2171,1794,351,Victim
2172,1795,392,Victim
2173,1795,152,Victim
2174,1796,553,Victim
2175,1797,73,Victim
2176,1798,215,Victim
2177,1799,600,Victim
2178,1800,490,Victim
2179,1801,259,Victim
2180,1802,198,Victim
2181,1803,387,Victim
2182,1804,288,Victim
2183,1805,27,Victim
2184,1806,374,Victim
2185,1807,223,Victim
2186,1807,495,Victim
2187,1808,34,Victim
2188,1809,145,Victim
2189,1809,208,Victim
2190,1810,528,Victim
2191,1811,110,Victim
2192,1812,75,Victim
2193,1813,197,Victim
2194,1814,256,Victim
2195,1815,228,Victim
2196,1815,145,Victim
2197,1816,129,Victim
2198,1817,535,Victim
2199,1817,221,Victim
2200,1818,267,Victim
2201,1818,97,Victim
2202,1819,495,Victim
2203,1820,192,Victim
2204,1821,133,Victim
2205,1822,267,Victim
2206,1823,184,Victim
2207,1824,194,Victim
2208,1824,374,Victim
2209,1825,82,Victim
2210,1826,395,Victim
2211,1826,514,Victim
2212,1827,171,Victim
2213,1828,569,Victim
2214,1829,524,Victim
2215,1830,11,Victim
2216,1830,466,Victim
2217,1831,575,Victim
2218,1831,61,Victim
2219,1832,400,Victim
2220,1833,517,Victim
2221,1833,357,Victim
2222,1834,154,Victim
2223,1835,99,Victim
2224,1835,282,Victim
2225,1836,46,Victim
2226,1837,510,Victim
2227,1838,561,Victim
2228,1839,139,Victim
2229,1840,497,Victim
2230,1841,83,Victim
2231,1842,514,Victim
2232,1843,318,Victim
2233,1844,7,Victim
2234,1845,124,Victim
2235,1846,83,Victim
2236,1847,450,Victim
2237,1848,93,Victim
2238,1849,38,Victim
2239,1849,29,Victim
2240,1850,97,Victim
2241,1851,268,Victim
2242,1852,290,Victim
2243,1853,304,Victim
2244,1854,508,Victim
2245,1855,320,Victim
2246,1856,416,Victim
2247,1857,343,Victim
2248,1858,354,Victim
2249,1859,16,Victim
2250,1859,342,Victim
2251,1860,174,Victim
2252,1861,81,Victim
2253,1862,135,Victim
2254,1863,540,Victim
2255,1864,189,Victim
2256,1864,288,Victim
2257,1865,56,Victim
2258,1866,150,Victim
2259,1867,543,Victim
2260,1867,229,Victim
2261,1868,44,Victim
2262,1869,357,Victim
2263,1870,597,Victim
2264,1871,196,Victim
2265,1872,561,Victim
2266,1873,106,Victim
2267,1874,321,Victim
2268,1874,583,Victim
2269,1875,303,Victim
2270,1876,374,Victim
2271,1877,424,Victim
2272,1878,132,Victim
2273,1879,178,Victim
2274,1879,32,Victim
2275,1880,10,Victim
2276,1881,22,Victim
2277,1882,99,Victim
2278,1883,205,Victim
2279,1884,439,Victim
2280,1885,518,Victim
2281,1886,365,Victim
2282,1887,86,Victim
2283,1888,520,Victim
2284,1889,255,Victim
2285,1890,434,Victim
2286,1890,114,Victim
2287,1891,598,Victim
2288,1892,45,Victim
2289,1893,268,Victim
2290,1893,217,Victim
2291,1894,216,Victim
2292,1894,423,Victim
2293,1895,348,Victim
2294,1895,204,Victim
2295,1896,299,Victim
2296,1897,531,Victim
2297,1898,100,Victim
2298,1899,50,Victim
2299,1899,288,Victim
2300,1900,39,Victim
2301,1901,223,Victim
2302,1902,230,Victim
2303,1903,108,Victim
2304,1904,72,Victim
2305,1905,318,Victim
2306,1906,540,Victim
2307,1907,229,Victim
2308,1908,232,Victim
2309,1909,359,Victim
2310,1910,36,Victim
2311,1911,365,Victim
2312,1912,371,Victim
2313,1913,336,Victim
2314,1914,230,Victim
2315,1915,386,Victim
2316,1915,491,Victim
2317,1916,174,Victim
2318,1917,480,Victim
2319,1917,395,Victim
2320,1918,273,Victim
2321,1918,231,Victim
2322,1919,435,Victim
2323,1920,477,Victim
2324,1921,541,Victim
2325,1922,559,Victim
2326,1923,566,Victim
2327,1924,515,Victim
2328,1924,57,Victim
2329,1925,580,Victim
2330,1926,567,Victim
2331,1927,308,Victim
2332,1928,129,Victim
2333,1929,430,Victim
2334,1930,282,Victim
2335,1931,495,Victim
2336,1932,3,Victim
2337,1933,277,Victim
2338,1934,353,Victim
2339,1934,273,Victim
2340,1935,427,Victim
2341,1936,427,Victim
2342,1937,30,Victim
2343,1938,100,Victim
2344,1938,415,Victim
2345,1939,526,Victim
2346,1940,194,Victim
2347,1941,220,Victim
2348,1942,194,Victim
2349,1943,528,Victim
2350,1943,367,Victim
2351,1944,370,Victim
2352,1945,442,Victim
2353,1946,91,Victim
2354,1947,197,Victim
2355,1948,14,Victim
2356,1949,126,Victim
2357,1950,326,Victim
2358,1951,394,Victim
2359,1951,322,Victim
2360,1952,142,Victim
2361,1953,142,Victim
2362,1954,447,Victim
2363,1955,454,Victim
2364,1955,116,Victim
2365,1956,132,Victim
2366,1957,483,Victim
2367,1958,507,Victim
2368,1958,121,Victim
2369,1959,457,Victim
2370,1959,71,Victim
2371,1960,262,Victim
2372,1961,70,Victim
2373,1962,105,Victim
2374,1963,31,Victim
2375,1964,177,Victim
2376,1965,296,Victim
2377,1966,300,Victim
2378,1967,245,Victim
2379,1968,344,Victim
2380,1969,422,Victim
2381,1969,148,Victim
2382,1970,83,Victim
2383,1971,341,Victim
2384,1972,66,Victim
2385,1973,248,Victim
2386,1974,202,Victim
2387,1975,376,Victim
2388,1976,462,Victim
2389,1977,191,Victim
2390,1978,134,Victim
2391,1979,533,Victim
2392,1979,242,Victim
2393,1980,416,Victim
2394,1981,6,Victim
2395,1982,516,Victim
2396,1983,528,Victim
2397,1984,20,Victim
2398,1985,496,Victim
2399,1986,71,Victim
2400,1987,416,Victim
2401,1988,338,Victim
2402,1988,374,Victim
2403,1989,595,Victim
2404,1989,78,Victim
2405,1990,276,Victim
2406,1991,309,Victim
2407,1991,135,Victim
2408,1992,573,Victim
2409,1993,80,Victim
2410,1994,111,Victim
2411,1995,428,Victim
2412,1996,206,Victim
2413,1997,243,Victim
2414,1998,462,Victim
2415,1999,572,Victim
2416,2000,445,Victim
2417,2000,115,Victim
