stat_id,district,incident_year,incident_month,crime_type,incident_count,solved_count,total_property_loss_inr,solve_rate,district_id,crime_type_id
429,Hassan,2022,4,Assault,2,1,0,0.5,10,1
430,Dharwad,2025,8,Drug Offence,1,1,0,1,8,3
431,Bengaluru Urban,2025,6,Theft,1,0,281312,0,1,9
432,Udupi,2024,5,Kidnapping,1,1,0,1,12,5
433,Bengaluru Rural,2022,7,Theft,1,0,229396,0,2,9
434,Tumakuru,2021,12,Sexual Assault,1,1,0,1,4,8
435,Bengaluru Rural,2025,2,Theft,2,1,894396,0.5,2,9
436,Dharwad,2025,3,Sexual Assault,1,1,0,1,8,8
437,Tumakuru,2021,9,Assault,2,1,0,0.5,4,1
438,Mysuru,2022,10,Kidnapping,1,1,0,1,3,5
439,Shivamogga,2020,7,Robbery,1,0,313662,0,11,7
440,Belagavi,2021,3,Theft,2,1,450476,0.5,6,9
441,Kalaburagi,2024,4,Cybercrime,1,0,0,0,7,2
442,Kalaburagi,2021,10,Assault,2,2,0,1,7,1
443,Bengaluru Rural,2021,10,Theft,1,1,397122,1,2,9
444,Mysuru,2023,4,Cybercrime,3,3,0,1,3,2
445,Hassan,2020,6,Drug Offence,1,0,0,0,10,3
446,Bengaluru Rural,2021,9,Drug Offence,1,1,0,1,2,3
447,Bengaluru Urban,2021,12,Theft,1,0,203275,0,1,9
448,Bengaluru Rural,2022,6,Assault,1,1,0,1,2,1
449,Hassan,2023,2,Theft,3,1,1245801,0.333,10,9
450,Shivamogga,2021,10,Cybercrime,1,1,0,1,11,2
451,Mysuru,2024,6,Assault,2,1,0,0.5,3,1
452,Udupi,2020,9,Theft,2,1,726365,0.5,12,9
453,Tumakuru,2024,7,Theft,2,1,378824,0.5,4,9
454,Hassan,2022,7,Fraud,1,1,170585,1,10,4
455,Ballari,2020,6,Robbery,1,0,325671,0,9,7
456,Bengaluru Rural,2024,9,Robbery,1,0,78997,0,2,7
457,Hassan,2023,12,Robbery,1,0,315801,0,10,7
458,Belagavi,2024,12,Murder,1,1,0,1,6,6
459,Ballari,2025,8,Robbery,1,0,215457,0,9,7
460,Tumakuru,2025,12,Robbery,2,2,379455,1,4,7
461,Mysuru,2020,6,Robbery,2,1,388247,0.5,3,7
462,Mysuru,2023,9,Murder,1,1,0,1,3,6
463,Dharwad,2020,7,Fraud,1,0,203110,0,8,4
464,Hassan,2024,11,Cybercrime,1,1,0,1,10,2
465,Bengaluru Rural,2023,4,Theft,1,1,473110,1,2,9
466,Kalaburagi,2021,4,Theft,1,1,65475,1,7,9
467,Dakshina Kannada,2022,11,Assault,1,0,0,0,5,1
468,Bengaluru Urban,2023,9,Vandalism,1,0,0,0,1,10
469,Tumakuru,2021,8,Sexual Assault,1,1,0,1,4,8
470,Belagavi,2021,7,Theft,1,0,28699,0,6,9
471,Udupi,2025,2,Theft,1,0,389729,0,12,9
472,Bengaluru Rural,2025,2,Robbery,1,0,65437,0,2,7
473,Tumakuru,2024,10,Fraud,1,1,149548,1,4,4
474,Ballari,2024,12,Theft,1,1,465913,1,9,9
475,Bengaluru Urban,2020,5,Cybercrime,1,0,0,0,1,2
476,Mysuru,2023,2,Cybercrime,1,0,0,0,3,2
477,Belagavi,2025,10,Cybercrime,1,0,0,0,6,2
478,Bengaluru Rural,2025,1,Theft,1,0,223060,0,2,9
479,Bengaluru Rural,2020,5,Theft,4,2,193016,0.5,2,9
480,Udupi,2021,3,Cybercrime,1,0,0,0,12,2
481,Bengaluru Urban,2023,7,Drug Offence,2,0,0,0,1,3
482,Belagavi,2023,12,Theft,2,0,146789,0,6,9
483,Hassan,2021,1,Robbery,1,1,187206,1,10,7
484,Udupi,2025,9,Theft,2,0,447382,0,12,9
485,Dakshina Kannada,2020,11,Theft,2,2,834156,1,5,9
486,Bengaluru Urban,2024,9,Assault,2,1,0,0.5,1,1
487,Dakshina Kannada,2021,4,Murder,1,0,0,0,5,6
488,Bengaluru Rural,2020,5,Drug Offence,1,0,0,0,2,3
489,Ballari,2021,1,Assault,1,1,0,1,9,1
490,Tumakuru,2022,9,Theft,1,0,499184,0,4,9
491,Dakshina Kannada,2022,4,Fraud,1,1,52260,1,5,4
492,Hassan,2022,5,Assault,1,0,0,0,10,1
493,Udupi,2020,5,Assault,1,1,0,1,12,1
494,Dakshina Kannada,2023,2,Robbery,1,0,160638,0,5,7
495,Dakshina Kannada,2022,1,Fraud,1,0,479127,0,5,4
496,Ballari,2020,4,Murder,1,1,0,1,9,6
497,Dakshina Kannada,2024,8,Drug Offence,1,1,0,1,5,3
498,Bengaluru Urban,2024,11,Assault,1,1,0,1,1,1
499,Hassan,2024,5,Kidnapping,1,0,0,0,10,5
500,Bengaluru Urban,2024,4,Assault,1,0,0,0,1,1
501,Kalaburagi,2023,5,Theft,2,0,256913,0,7,9
502,Tumakuru,2022,9,Assault,1,0,0,0,4,1
503,Mysuru,2020,10,Cybercrime,1,0,0,0,3,2
504,Bengaluru Urban,2022,12,Theft,2,1,643937,0.5,1,9
505,Bengaluru Urban,2021,7,Theft,2,1,249413,0.5,1,9
506,Udupi,2022,12,Theft,1,0,460837,0,12,9
507,Dharwad,2021,5,Theft,1,1,427240,1,8,9
508,Belagavi,2024,12,Cybercrime,1,0,0,0,6,2
509,Belagavi,2022,11,Assault,1,0,0,0,6,1
510,Bengaluru Urban,2022,4,Cybercrime,2,1,0,0.5,1,2
511,Dharwad,2021,9,Murder,1,0,0,0,8,6
512,Dakshina Kannada,2021,5,Fraud,1,0,224937,0,5,4
513,Hassan,2020,9,Murder,1,1,0,1,10,6
514,Dakshina Kannada,2022,10,Theft,1,1,382720,1,5,9
515,Bengaluru Urban,2021,3,Vandalism,1,1,0,1,1,10
516,Ballari,2025,3,Drug Offence,1,0,0,0,9,3
517,Dakshina Kannada,2025,11,Fraud,1,0,370235,0,5,4
518,Dharwad,2025,4,Assault,1,0,0,0,8,1
519,Bengaluru Rural,2024,4,Sexual Assault,1,0,0,0,2,8
520,Shivamogga,2025,3,Robbery,2,0,754086,0,11,7
521,Kalaburagi,2022,11,Assault,2,1,0,0.5,7,1
522,Dharwad,2024,5,Sexual Assault,1,0,0,0,8,8
523,Shivamogga,2025,8,Theft,1,0,77259,0,11,9
524,Kalaburagi,2022,9,Cybercrime,1,1,0,1,7,2
525,Mysuru,2021,5,Assault,1,0,0,0,3,1
526,Ballari,2024,1,Assault,1,0,0,0,9,1
527,Kalaburagi,2025,3,Drug Offence,1,0,0,0,7,3
528,Tumakuru,2022,6,Assault,1,1,0,1,4,1
529,Belagavi,2025,12,Theft,1,0,71359,0,6,9
530,Tumakuru,2024,6,Kidnapping,1,0,0,0,4,5
531,Hassan,2022,8,Vandalism,1,0,0,0,10,10
532,Belagavi,2024,10,Assault,1,1,0,1,6,1
533,Shivamogga,2022,9,Drug Offence,1,1,0,1,11,3
534,Ballari,2024,10,Fraud,1,1,438907,1,9,4
535,Dharwad,2022,4,Kidnapping,1,1,0,1,8,5
536,Bengaluru Urban,2022,6,Assault,2,2,0,1,1,1
537,Kalaburagi,2024,12,Assault,1,0,0,0,7,1
538,Shivamogga,2022,6,Robbery,2,0,525157,0,11,7
539,Dharwad,2024,9,Theft,1,0,256508,0,8,9
540,Hassan,2023,5,Fraud,1,0,483585,0,10,4
541,Kalaburagi,2022,9,Drug Offence,1,1,0,1,7,3
542,Belagavi,2021,4,Robbery,1,0,426329,0,6,7
543,Tumakuru,2023,4,Theft,1,0,120843,0,4,9
544,Bengaluru Urban,2023,1,Robbery,2,1,421702,0.5,1,7
545,Dakshina Kannada,2025,9,Assault,1,1,0,1,5,1
546,Hassan,2021,7,Sexual Assault,1,0,0,0,10,8
547,Bengaluru Urban,2025,6,Assault,3,0,0,0,1,1
548,Hassan,2020,1,Fraud,1,0,292652,0,10,4
549,Kalaburagi,2025,9,Fraud,1,1,205410,1,7,4
550,Bengaluru Urban,2020,11,Drug Offence,1,1,0,1,1,3
551,Dharwad,2021,8,Vandalism,1,1,0,1,8,10
552,Belagavi,2022,7,Theft,2,0,626261,0,6,9
553,Dakshina Kannada,2023,5,Drug Offence,1,1,0,1,5,3
554,Udupi,2023,5,Assault,1,0,0,0,12,1
555,Hassan,2025,1,Fraud,1,1,297701,1,10,4
556,Dakshina Kannada,2020,1,Theft,1,0,380692,0,5,9
557,Bengaluru Urban,2025,5,Assault,1,1,0,1,1,1
558,Kalaburagi,2025,1,Drug Offence,1,0,0,0,7,3
559,Udupi,2021,9,Assault,1,1,0,1,12,1
560,Kalaburagi,2020,5,Robbery,1,0,230703,0,7,7
561,Bengaluru Rural,2022,1,Assault,1,1,0,1,2,1
562,Tumakuru,2025,3,Drug Offence,1,0,0,0,4,3
563,Tumakuru,2022,8,Vandalism,1,1,0,1,4,10
564,Hassan,2024,2,Assault,1,0,0,0,10,1
565,Dakshina Kannada,2025,9,Murder,1,1,0,1,5,6
566,Hassan,2025,2,Theft,2,0,293905,0,10,9
567,Hassan,2022,1,Assault,1,1,0,1,10,1
568,Hassan,2022,9,Theft,2,1,401233,0.5,10,9
569,Belagavi,2025,6,Vandalism,2,2,0,1,6,10
570,Tumakuru,2020,2,Assault,1,1,0,1,4,1
571,Belagavi,2022,6,Theft,1,0,8529,0,6,9
572,Dharwad,2021,6,Theft,2,2,359272,1,8,9
573,Ballari,2025,10,Fraud,1,0,25614,0,9,4
574,Bengaluru Rural,2025,12,Robbery,1,0,26041,0,2,7
575,Bengaluru Urban,2022,7,Kidnapping,1,0,0,0,1,5
576,Hassan,2024,4,Assault,2,1,0,0.5,10,1
577,Dharwad,2022,12,Assault,1,0,0,0,8,1
578,Belagavi,2022,3,Theft,1,1,260219,1,6,9
579,Mysuru,2023,9,Vandalism,1,0,0,0,3,10
580,Belagavi,2025,4,Theft,2,2,645640,1,6,9
581,Bengaluru Urban,2023,12,Cybercrime,2,2,0,1,1,2
582,Bengaluru Rural,2025,7,Sexual Assault,1,0,0,0,2,8
583,Hassan,2020,4,Theft,1,0,209369,0,10,9
584,Dharwad,2021,9,Assault,2,1,0,0.5,8,1
585,Udupi,2022,12,Vandalism,1,1,0,1,12,10
586,Bengaluru Rural,2023,3,Assault,1,1,0,1,2,1
587,Bengaluru Urban,2022,3,Fraud,2,1,584904,0.5,1,4
588,Kalaburagi,2024,6,Theft,1,1,439049,1,7,9
589,Shivamogga,2021,11,Theft,1,0,104873,0,11,9
590,Kalaburagi,2022,2,Theft,1,0,346861,0,7,9
591,Bengaluru Rural,2023,2,Theft,1,1,204099,1,2,9
592,Dakshina Kannada,2024,7,Drug Offence,1,1,0,1,5,3
593,Bengaluru Urban,2024,2,Drug Offence,1,0,0,0,1,3
594,Dharwad,2024,7,Vandalism,1,1,0,1,8,10
595,Kalaburagi,2022,1,Cybercrime,1,0,0,0,7,2
596,Tumakuru,2025,5,Theft,1,0,168904,0,4,9
597,Ballari,2022,2,Robbery,1,1,24502,1,9,7
598,Bengaluru Urban,2022,7,Theft,1,0,466332,0,1,9
599,Tumakuru,2024,11,Cybercrime,1,1,0,1,4,2
600,Bengaluru Urban,2020,1,Sexual Assault,1,0,0,0,1,8
601,Belagavi,2025,7,Drug Offence,1,0,0,0,6,3
602,Tumakuru,2025,9,Drug Offence,1,0,0,0,4,3
603,Tumakuru,2025,6,Vandalism,1,0,0,0,4,10
604,Bengaluru Urban,2021,8,Fraud,1,0,376753,0,1,4
605,Belagavi,2022,7,Cybercrime,1,0,0,0,6,2
606,Mysuru,2025,3,Robbery,3,1,864923,0.333,3,7
607,Dakshina Kannada,2024,4,Theft,1,1,301441,1,5,9
608,Belagavi,2023,1,Assault,2,2,0,1,6,1
609,Belagavi,2021,2,Murder,1,1,0,1,6,6
610,Bengaluru Urban,2020,3,Drug Offence,1,0,0,0,1,3
611,Tumakuru,2020,10,Theft,2,0,393981,0,4,9
612,Kalaburagi,2023,5,Cybercrime,1,0,0,0,7,2
613,Bengaluru Urban,2021,7,Murder,1,0,0,0,1,6
614,Dharwad,2025,11,Drug Offence,1,0,0,0,8,3
615,Tumakuru,2020,5,Theft,2,2,721630,1,4,9
616,Mysuru,2020,12,Fraud,1,1,431661,1,3,4
617,Shivamogga,2021,9,Fraud,1,0,463419,0,11,4
618,Dharwad,2025,1,Robbery,1,0,220578,0,8,7
619,Hassan,2025,1,Cybercrime,2,2,0,1,10,2
620,Tumakuru,2024,8,Assault,1,0,0,0,4,1
621,Belagavi,2021,2,Drug Offence,1,0,0,0,6,3
622,Kalaburagi,2020,5,Drug Offence,2,0,0,0,7,3
623,Belagavi,2020,7,Cybercrime,3,2,0,0.667,6,2
624,Mysuru,2021,2,Fraud,2,1,535411,0.5,3,4
625,Dakshina Kannada,2024,2,Theft,1,1,339831,1,5,9
626,Dakshina Kannada,2023,4,Robbery,1,0,321470,0,5,7
627,Belagavi,2024,2,Assault,1,1,0,1,6,1
628,Tumakuru,2025,4,Theft,2,2,420398,1,4,9
629,Bengaluru Urban,2020,11,Kidnapping,1,0,0,0,1,5
630,Tumakuru,2023,3,Cybercrime,2,2,0,1,4,2
631,Tumakuru,2021,7,Theft,1,0,229490,0,4,9
632,Udupi,2025,4,Drug Offence,1,0,0,0,12,3
633,Kalaburagi,2021,7,Assault,1,0,0,0,7,1
634,Udupi,2024,3,Theft,1,0,382000,0,12,9
635,Dakshina Kannada,2025,5,Murder,1,0,0,0,5,6
636,Kalaburagi,2022,3,Cybercrime,1,1,0,1,7,2
637,Dakshina Kannada,2024,11,Theft,1,1,127511,1,5,9
638,Dakshina Kannada,2025,12,Theft,1,1,352000,1,5,9
639,Bengaluru Urban,2020,1,Robbery,1,1,17427,1,1,7
640,Shivamogga,2021,1,Assault,1,1,0,1,11,1
641,Bengaluru Rural,2022,9,Fraud,1,1,156448,1,2,4
642,Udupi,2025,4,Robbery,1,0,444104,0,12,7
643,Udupi,2024,9,Assault,1,1,0,1,12,1
644,Belagavi,2021,6,Theft,3,1,1226200,0.333,6,9
645,Ballari,2022,3,Fraud,1,1,302907,1,9,4
646,Dakshina Kannada,2020,11,Assault,1,0,0,0,5,1
647,Kalaburagi,2020,1,Theft,1,1,383734,1,7,9
648,Kalaburagi,2024,12,Fraud,1,1,107539,1,7,4
649,Shivamogga,2020,2,Cybercrime,2,1,0,0.5,11,2
650,Bengaluru Urban,2022,7,Robbery,1,0,210424,0,1,7
651,Bengaluru Urban,2022,3,Drug Offence,1,0,0,0,1,3
652,Bengaluru Urban,2022,6,Fraud,1,0,444816,0,1,4
653,Shivamogga,2024,9,Fraud,1,1,63959,1,11,4
654,Bengaluru Urban,2022,4,Fraud,2,0,232494,0,1,4
655,Bengaluru Rural,2023,5,Theft,1,1,154436,1,2,9
656,Bengaluru Urban,2023,5,Theft,2,2,465417,1,1,9
657,Bengaluru Urban,2024,11,Robbery,1,1,468410,1,1,7
658,Bengaluru Urban,2023,2,Kidnapping,1,1,0,1,1,5
659,Kalaburagi,2025,8,Theft,2,2,663923,1,7,9
660,Bengaluru Urban,2021,3,Theft,1,1,407911,1,1,9
661,Dharwad,2020,8,Robbery,1,0,262931,0,8,7
662,Bengaluru Rural,2022,1,Theft,1,1,309883,1,2,9
663,Dakshina Kannada,2022,7,Assault,1,0,0,0,5,1
664,Dharwad,2025,6,Theft,1,0,469214,0,8,9
665,Belagavi,2023,9,Theft,2,2,410361,1,6,9
666,Shivamogga,2020,4,Sexual Assault,1,0,0,0,11,8
667,Dharwad,2024,7,Theft,1,0,398228,0,8,9
668,Dharwad,2023,5,Assault,1,0,0,0,8,1
669,Bengaluru Urban,2024,12,Robbery,2,0,354965,0,1,7
670,Bengaluru Urban,2021,5,Theft,1,1,240404,1,1,9
671,Shivamogga,2021,10,Fraud,1,1,152628,1,11,4
672,Bengaluru Rural,2020,7,Assault,1,0,0,0,2,1
673,Bengaluru Rural,2025,8,Fraud,1,1,302228,1,2,4
674,Ballari,2020,1,Theft,2,2,730816,1,9,9
675,Belagavi,2020,1,Vandalism,1,0,0,0,6,10
676,Udupi,2023,3,Assault,1,0,0,0,12,1
677,Ballari,2024,10,Assault,1,1,0,1,9,1
678,Dharwad,2021,9,Cybercrime,1,1,0,1,8,2
679,Bengaluru Rural,2020,10,Assault,1,1,0,1,2,1
680,Tumakuru,2022,10,Assault,1,0,0,0,4,1
681,Tumakuru,2022,11,Theft,1,1,482004,1,4,9
682,Kalaburagi,2024,10,Fraud,1,0,146617,0,7,4
683,Ballari,2024,5,Kidnapping,1,1,0,1,9,5
684,Bengaluru Urban,2021,7,Robbery,1,0,429089,0,1,7
685,Dharwad,2022,8,Drug Offence,1,1,0,1,8,3
686,Mysuru,2025,3,Theft,3,0,819252,0,3,9
687,Kalaburagi,2020,2,Assault,1,1,0,1,7,1
688,Bengaluru Urban,2025,10,Sexual Assault,1,0,0,0,1,8
689,Hassan,2020,12,Cybercrime,1,0,0,0,10,2
690,Mysuru,2021,1,Theft,1,0,205261,0,3,9
691,Hassan,2023,2,Kidnapping,1,0,0,0,10,5
692,Tumakuru,2024,11,Assault,1,1,0,1,4,1
693,Tumakuru,2023,3,Assault,1,1,0,1,4,1
694,Tumakuru,2020,1,Theft,2,1,629591,0.5,4,9
695,Bengaluru Urban,2025,10,Theft,1,0,484367,0,1,9
696,Tumakuru,2025,6,Assault,2,0,0,0,4,1
697,Udupi,2020,12,Theft,1,0,465802,0,12,9
698,Dharwad,2024,10,Vandalism,1,1,0,1,8,10
699,Dakshina Kannada,2025,2,Theft,1,1,475986,1,5,9
700,Dharwad,2021,7,Theft,2,1,344181,0.5,8,9
701,Udupi,2024,7,Theft,2,1,452684,0.5,12,9
702,Bengaluru Urban,2020,3,Theft,1,0,341679,0,1,9
703,Belagavi,2022,6,Sexual Assault,2,2,0,1,6,8
704,Hassan,2023,6,Theft,1,0,396360,0,10,9
705,Tumakuru,2024,10,Cybercrime,1,0,0,0,4,2
706,Shivamogga,2022,11,Robbery,2,2,605925,1,11,7
707,Ballari,2025,1,Sexual Assault,1,1,0,1,9,8
708,Kalaburagi,2025,5,Fraud,1,0,226724,0,7,4
709,Kalaburagi,2025,2,Murder,1,1,0,1,7,6
710,Shivamogga,2025,12,Fraud,1,0,289111,0,11,4
711,Kalaburagi,2025,12,Robbery,1,0,376648,0,7,7
712,Hassan,2025,7,Kidnapping,1,0,0,0,10,5
713,Kalaburagi,2025,7,Fraud,1,0,317051,0,7,4
714,Ballari,2023,2,Murder,1,1,0,1,9,6
715,Tumakuru,2023,2,Theft,1,0,103965,0,4,9
716,Shivamogga,2021,10,Kidnapping,1,1,0,1,11,5
717,Udupi,2024,6,Theft,1,0,23948,0,12,9
718,Mysuru,2023,1,Fraud,1,1,293126,1,3,4
719,Udupi,2020,4,Theft,1,0,138843,0,12,9
720,Ballari,2022,2,Cybercrime,1,0,0,0,9,2
721,Kalaburagi,2023,11,Sexual Assault,1,0,0,0,7,8
722,Udupi,2022,8,Fraud,1,1,366234,1,12,4
723,Dharwad,2024,12,Assault,2,1,0,0.5,8,1
724,Hassan,2024,12,Vandalism,1,0,0,0,10,10
725,Bengaluru Urban,2020,8,Assault,2,0,0,0,1,1
726,Hassan,2020,6,Sexual Assault,1,1,0,1,10,8
727,Bengaluru Rural,2025,4,Theft,1,0,149546,0,2,9
728,Tumakuru,2023,8,Robbery,1,0,231772,0,4,7
729,Bengaluru Urban,2020,8,Robbery,2,0,479966,0,1,7
730,Hassan,2022,9,Drug Offence,1,1,0,1,10,3
731,Mysuru,2022,8,Theft,1,1,202760,1,3,9
732,Tumakuru,2025,5,Assault,2,1,0,0.5,4,1
733,Bengaluru Urban,2025,2,Vandalism,1,0,0,0,1,10
734,Shivamogga,2022,12,Drug Offence,1,0,0,0,11,3
735,Bengaluru Rural,2021,8,Cybercrime,1,0,0,0,2,2
736,Ballari,2021,11,Drug Offence,1,1,0,1,9,3
737,Bengaluru Rural,2024,8,Theft,1,1,386464,1,2,9
738,Kalaburagi,2024,5,Robbery,1,1,115285,1,7,7
739,Bengaluru Urban,2022,1,Drug Offence,2,2,0,1,1,3
740,Mysuru,2025,1,Assault,1,1,0,1,3,1
741,Belagavi,2025,5,Cybercrime,2,1,0,0.5,6,2
742,Dharwad,2024,8,Theft,1,1,205501,1,8,9
743,Ballari,2023,11,Theft,1,1,40308,1,9,9
744,Shivamogga,2021,9,Drug Offence,1,0,0,0,11,3
745,Bengaluru Urban,2025,7,Cybercrime,1,1,0,1,1,2
746,Shivamogga,2023,2,Assault,1,1,0,1,11,1
747,Tumakuru,2022,2,Vandalism,1,0,0,0,4,10
748,Shivamogga,2021,9,Murder,1,1,0,1,11,6
749,Dharwad,2024,9,Cybercrime,1,1,0,1,8,2
750,Bengaluru Urban,2025,9,Cybercrime,3,1,0,0.333,1,2
751,Mysuru,2024,4,Theft,1,0,48900,0,3,9
752,Mysuru,2022,8,Cybercrime,4,1,0,0.25,3,2
753,Hassan,2022,11,Cybercrime,1,1,0,1,10,2
754,Mysuru,2021,7,Robbery,1,1,423079,1,3,7
755,Ballari,2022,10,Fraud,1,0,172038,0,9,4
756,Bengaluru Urban,2023,1,Theft,1,0,227351,0,1,9
757,Dharwad,2020,4,Drug Offence,1,1,0,1,8,3
758,Belagavi,2023,8,Robbery,1,1,464948,1,6,7
759,Udupi,2025,10,Murder,1,1,0,1,12,6
760,Dakshina Kannada,2024,11,Sexual Assault,1,0,0,0,5,8
761,Ballari,2024,3,Assault,1,0,0,0,9,1
762,Ballari,2025,4,Assault,1,0,0,0,9,1
763,Tumakuru,2021,9,Theft,1,0,464471,0,4,9
764,Mysuru,2024,5,Cybercrime,3,1,0,0.333,3,2
765,Tumakuru,2023,10,Kidnapping,1,1,0,1,4,5
766,Bengaluru Urban,2024,9,Kidnapping,1,0,0,0,1,5
767,Bengaluru Urban,2020,5,Assault,1,1,0,1,1,1
768,Bengaluru Rural,2020,5,Kidnapping,1,0,0,0,2,5
769,Kalaburagi,2020,11,Fraud,1,0,464902,0,7,4
770,Bengaluru Urban,2025,4,Robbery,1,0,384343,0,1,7
771,Belagavi,2022,5,Assault,1,1,0,1,6,1
772,Mysuru,2025,8,Sexual Assault,1,0,0,0,3,8
773,Bengaluru Urban,2020,2,Assault,1,1,0,1,1,1
774,Udupi,2020,8,Robbery,2,1,816606,0.5,12,7
775,Mysuru,2021,2,Theft,1,1,279377,1,3,9
776,Mysuru,2021,2,Robbery,1,1,164833,1,3,7
777,Dakshina Kannada,2022,3,Drug Offence,1,0,0,0,5,3
778,Bengaluru Rural,2024,7,Sexual Assault,1,1,0,1,2,8
779,Mysuru,2021,8,Assault,1,0,0,0,3,1
780,Udupi,2021,8,Assault,1,0,0,0,12,1
781,Belagavi,2025,2,Assault,1,0,0,0,6,1
782,Belagavi,2022,2,Theft,1,1,422583,1,6,9
783,Mysuru,2024,1,Theft,1,0,134834,0,3,9
784,Belagavi,2022,4,Assault,1,0,0,0,6,1
785,Udupi,2020,10,Cybercrime,1,1,0,1,12,2
786,Dakshina Kannada,2020,11,Cybercrime,2,0,0,0,5,2
787,Tumakuru,2025,7,Theft,2,1,585552,0.5,4,9
788,Hassan,2025,11,Cybercrime,1,1,0,1,10,2
789,Dharwad,2025,7,Assault,2,2,0,1,8,1
790,Bengaluru Urban,2023,11,Kidnapping,1,1,0,1,1,5
791,Hassan,2024,10,Robbery,1,1,321455,1,10,7
792,Dharwad,2024,7,Robbery,1,0,437817,0,8,7
793,Shivamogga,2021,12,Assault,1,0,0,0,11,1
794,Dharwad,2020,12,Cybercrime,1,0,0,0,8,2
795,Kalaburagi,2021,3,Vandalism,1,0,0,0,7,10
796,Mysuru,2023,8,Vandalism,2,2,0,1,3,10
797,Udupi,2025,6,Assault,1,0,0,0,12,1
798,Tumakuru,2025,4,Vandalism,1,0,0,0,4,10
799,Tumakuru,2023,11,Theft,2,1,843109,0.5,4,9
800,Dakshina Kannada,2021,6,Cybercrime,1,1,0,1,5,2
801,Kalaburagi,2021,9,Assault,1,1,0,1,7,1
802,Dharwad,2025,12,Robbery,1,1,157592,1,8,7
803,Dharwad,2022,11,Cybercrime,1,0,0,0,8,2
804,Dakshina Kannada,2020,5,Robbery,1,0,397399,0,5,7
805,Dakshina Kannada,2024,11,Assault,2,1,0,0.5,5,1
806,Tumakuru,2022,3,Fraud,2,1,903792,0.5,4,4
807,Shivamogga,2023,1,Robbery,1,1,442226,1,11,7
808,Belagavi,2022,8,Theft,1,0,492292,0,6,9
809,Dakshina Kannada,2022,5,Robbery,1,1,179625,1,5,7
810,Belagavi,2021,2,Theft,1,1,492358,1,6,9
811,Dakshina Kannada,2022,3,Cybercrime,1,0,0,0,5,2
812,Ballari,2025,11,Theft,2,1,225031,0.5,9,9
813,Dharwad,2020,12,Assault,1,0,0,0,8,1
814,Belagavi,2025,1,Fraud,2,2,502690,1,6,4
815,Tumakuru,2024,6,Theft,1,0,487180,0,4,9
816,Shivamogga,2020,2,Drug Offence,1,0,0,0,11,3
817,Ballari,2025,2,Drug Offence,1,0,0,0,9,3
818,Tumakuru,2021,12,Theft,1,0,408672,0,4,9
819,Belagavi,2021,4,Fraud,1,1,241872,1,6,4
820,Tumakuru,2023,1,Theft,2,1,648257,0.5,4,9
821,Mysuru,2024,7,Sexual Assault,1,1,0,1,3,8
822,Shivamogga,2021,8,Assault,1,1,0,1,11,1
823,Mysuru,2024,7,Theft,1,1,113075,1,3,9
824,Belagavi,2025,12,Vandalism,1,0,0,0,6,10
825,Hassan,2022,1,Robbery,1,0,473729,0,10,7
826,Shivamogga,2025,11,Cybercrime,1,0,0,0,11,2
827,Kalaburagi,2024,10,Robbery,1,0,93741,0,7,7
828,Mysuru,2020,12,Cybercrime,1,1,0,1,3,2
829,Belagavi,2021,2,Cybercrime,1,1,0,1,6,2
830,Mysuru,2025,9,Theft,1,1,453209,1,3,9
831,Shivamogga,2021,9,Theft,2,0,735514,0,11,9
832,Shivamogga,2024,3,Sexual Assault,1,0,0,0,11,8
833,Mysuru,2022,9,Theft,1,0,157485,0,3,9
834,Dharwad,2025,5,Drug Offence,1,1,0,1,8,3
835,Belagavi,2021,10,Theft,1,1,304706,1,6,9
836,Belagavi,2020,2,Assault,2,1,0,0.5,6,1
837,Mysuru,2020,6,Cybercrime,1,1,0,1,3,2
838,Bengaluru Urban,2021,12,Drug Offence,1,1,0,1,1,3
839,Shivamogga,2023,2,Robbery,1,1,363810,1,11,7
840,Hassan,2022,10,Theft,2,1,357401,0.5,10,9
841,Dakshina Kannada,2022,2,Theft,2,1,433747,0.5,5,9
842,Belagavi,2020,8,Assault,1,1,0,1,6,1
843,Bengaluru Urban,2025,9,Theft,3,2,880632,0.667,1,9
844,Shivamogga,2024,9,Cybercrime,1,1,0,1,11,2
845,Dharwad,2022,6,Drug Offence,1,0,0,0,8,3
846,Ballari,2023,12,Drug Offence,1,1,0,1,9,3
847,Bengaluru Urban,2020,7,Kidnapping,1,0,0,0,1,5
848,Ballari,2024,11,Theft,2,2,493602,1,9,9
849,Kalaburagi,2023,5,Fraud,1,1,277482,1,7,4
850,Mysuru,2021,7,Theft,1,0,295480,0,3,9
851,Udupi,2021,7,Assault,1,1,0,1,12,1
852,Udupi,2025,7,Kidnapping,1,1,0,1,12,5
853,Kalaburagi,2021,9,Theft,2,0,230082,0,7,9
854,Bengaluru Rural,2024,2,Theft,1,1,176587,1,2,9
855,Bengaluru Rural,2021,6,Fraud,1,1,171119,1,2,4
856,Dakshina Kannada,2020,3,Robbery,1,1,123053,1,5,7
857,Bengaluru Rural,2021,9,Sexual Assault,1,1,0,1,2,8
858,Bengaluru Urban,2021,2,Murder,1,0,0,0,1,6
859,Bengaluru Urban,2020,6,Robbery,1,1,240528,1,1,7
860,Kalaburagi,2021,5,Theft,1,1,449761,1,7,9
861,Udupi,2025,1,Sexual Assault,1,1,0,1,12,8
