crime_offender_id,crime_id,offender_id,role
1360,866,362,Accused
1361,867,311,Accused
1362,867,175,Accused
1363,868,69,Accused
1364,869,71,Accused
1365,869,303,Accused
1366,870,370,Accused
1367,871,66,Accused
1368,872,321,Accused
1369,873,79,Accused
1370,874,246,Accused
1371,875,319,Accused
1372,876,317,Accused
1373,876,253,Accused
1374,877,26,Accused
1375,877,290,Accused
1376,877,106,Accused
1377,878,157,Accused
1378,878,396,Accused
1379,879,154,Accused
1380,880,79,Accused
1381,881,79,Accused
1382,882,11,Accused
1383,883,313,Accused
1384,884,158,Accused
1385,885,19,Accused
1386,886,73,Accused
1387,887,57,Accused
1388,887,64,Accused
1389,888,54,Accused
1390,889,397,Accused
1391,890,380,Accused
1392,891,126,Accused
1393,891,149,Accused
1394,892,236,Accused
1395,893,361,Accused
1396,894,24,Accused
1397,895,159,Accused
1398,895,85,Accused
1399,895,253,Accused
1400,896,341,Accused
1401,896,27,Accused
1402,897,73,Accused
1403,897,260,Accused
1404,898,280,Accused
1405,898,291,Accused
1406,899,267,Accused
1407,900,400,Accused
1408,901,87,Accused
1409,902,194,Accused
1410,902,74,Accused
1411,903,295,Accused
1412,904,11,Accused
1413,904,199,Accused
1414,905,52,Accused
1415,906,72,Accused
1416,906,90,Accused
1417,907,319,Accused
1418,907,328,Accused
1419,908,25,Accused
1420,909,253,Accused
1421,910,119,Accused
1422,911,159,Accused
1423,912,387,Accused
1424,913,149,Accused
1425,914,231,Accused
1426,915,351,Accused
1427,916,320,Accused
1428,917,228,Accused
1429,917,36,Accused
1430,918,351,Accused
1431,919,98,Accused
1432,919,175,Accused
1433,920,175,Accused
1434,921,68,Accused
1435,922,39,Accused
1436,923,40,Accused
1437,923,129,Accused
1438,924,3,Accused
1439,925,142,Accused
1440,926,27,Accused
1441,927,330,Accused
1442,928,55,Accused
1443,929,290,Accused
1444,930,228,Accused
1445,930,43,Accused
1446,931,280,Accused
1447,932,176,Accused
1448,933,332,Accused
1449,933,10,Accused
1450,933,329,Accused
1451,934,356,Accused
1452,935,364,Accused
1453,936,169,Accused
1454,937,87,Accused
1455,938,331,Accused
1456,939,384,Accused
1457,939,32,Accused
1458,940,353,Accused
1459,941,348,Accused
1460,941,107,Accused
1461,942,38,Accused
1462,943,332,Accused
1463,944,376,Accused
1464,945,201,Accused
1465,945,222,Accused
1466,945,119,Accused
1467,946,222,Accused
1468,946,122,Accused
1469,946,162,Accused
1470,947,217,Accused
1471,948,305,Accused
1472,949,180,Accused
1473,950,149,Accused
1474,950,230,Accused
1475,951,292,Accused
1476,952,173,Accused
1477,952,391,Accused
1478,953,108,Accused
1479,953,302,Accused
1480,954,286,Accused
1481,955,152,Accused
1482,955,303,Accused
1483,955,17,Accused
1484,956,145,Accused
1485,956,128,Accused
1486,957,212,Accused
1487,957,161,Accused
1488,957,139,Accused
1489,958,20,Accused
1490,959,323,Accused
1491,960,299,Accused
1492,960,286,Accused
1493,961,279,Accused
1494,962,63,Accused
1495,963,337,Accused
1496,963,347,Accused
1497,963,307,Accused
1498,964,288,Accused
1499,964,325,Accused
1500,964,54,Accused
1501,965,198,Accused
1502,966,233,Accused
1503,966,372,Accused
1504,967,383,Accused
1505,968,204,Accused
1506,968,124,Accused
1507,968,45,Accused
1508,969,205,Accused
1509,969,238,Accused
1510,969,307,Accused
1511,970,386,Accused
1512,971,19,Accused
1513,972,374,Accused
1514,972,209,Accused
1515,973,179,Accused
1516,973,110,Accused
1517,974,101,Accused
1518,975,296,Accused
1519,976,13,Accused
1520,977,119,Accused
1521,978,319,Accused
1522,979,395,Accused
1523,979,383,Accused
1524,980,352,Accused
1525,980,363,Accused
1526,981,36,Accused
1527,981,311,Accused
1528,982,15,Accused
1529,982,80,Accused
1530,983,35,Accused
1531,984,291,Accused
1532,984,165,Accused
1533,985,39,Accused
1534,985,159,Accused
1535,986,199,Accused
1536,986,358,Accused
1537,987,111,Accused
1538,987,75,Accused
1539,988,184,Accused
1540,988,251,Accused
1541,989,182,Accused
1542,990,296,Accused
1543,990,86,Accused
1544,991,279,Accused
1545,991,179,Accused
1546,991,77,Accused
1547,992,323,Accused
1548,992,203,Accused
1549,993,107,Accused
1550,993,354,Accused
1551,994,105,Accused
1552,995,106,Accused
1553,996,209,Accused
1554,997,63,Accused
1555,997,169,Accused
1556,998,30,Accused
1557,999,279,Accused
1558,1000,35,Accused
1559,1001,254,Accused
1560,1002,200,Accused
1561,1003,101,Accused
1562,1003,140,Accused
1563,1003,235,Accused
1564,1004,310,Accused
1565,1004,387,Accused
1566,1005,288,Accused
1567,1005,315,Accused
1568,1006,301,Accused
1569,1007,381,Accused
1570,1007,219,Accused
1571,1008,169,Accused
1572,1008,321,Accused
1573,1009,159,Accused
1574,1010,14,Accused
1575,1011,350,Accused
1576,1012,66,Accused
1577,1013,38,Accused
1578,1014,225,Accused
1579,1015,190,Accused
1580,1016,308,Accused
1581,1017,347,Accused
1582,1017,12,Accused
1583,1017,206,Accused
1584,1018,244,Accused
1585,1019,173,Accused
1586,1020,287,Accused
1587,1021,361,Accused
1588,1022,91,Accused
1589,1022,186,Accused
1590,1022,237,Accused
1591,1023,315,Accused
1592,1024,14,Accused
1593,1025,296,Accused
1594,1025,189,Accused
1595,1025,326,Accused
1596,1026,296,Accused
1597,1027,29,Accused
1598,1027,242,Accused
1599,1028,293,Accused
1600,1028,1,Accused
1601,1028,27,Accused
1602,1029,17,Accused
1603,1029,42,Accused
1604,1030,86,Accused
1605,1030,178,Accused
1606,1031,228,Accused
1607,1032,337,Accused
1608,1033,131,Accused
1609,1034,191,Accused
1610,1034,355,Accused
1611,1035,338,Accused
1612,1036,172,Accused
1613,1037,157,Accused
1614,1038,139,Accused
1615,1039,36,Accused
1616,1039,121,Accused
1617,1040,129,Accused
1618,1041,185,Accused
1619,1042,362,Accused
1620,1043,54,Accused
1621,1043,67,Accused
1622,1044,206,Accused
1623,1045,222,Accused
1624,1046,113,Accused
1625,1047,200,Accused
1626,1048,41,Accused
1627,1049,232,Accused
1628,1049,256,Accused
1629,1050,230,Accused
1630,1051,276,Accused
1631,1051,36,Accused
1632,1051,185,Accused
1633,1052,117,Accused
1634,1053,161,Accused
1635,1053,299,Accused
1636,1054,370,Accused
1637,1055,235,Accused
1638,1056,298,Accused
1639,1056,342,Accused
1640,1057,147,Accused
1641,1058,202,Accused
1642,1058,333,Accused
1643,1059,135,Accused
1644,1059,238,Accused
1645,1060,103,Accused
1646,1061,245,Accused
1647,1062,258,Accused
1648,1063,14,Accused
1649,1064,97,Accused
1650,1065,205,Accused
1651,1065,251,Accused
1652,1066,106,Accused
1653,1067,184,Accused
1654,1067,363,Accused
1655,1068,395,Accused
1656,1069,367,Accused
1657,1070,153,Accused
1658,1071,269,Accused
1659,1072,220,Accused
1660,1072,254,Accused
1661,1073,141,Accused
1662,1073,265,Accused
1663,1074,155,Accused
1664,1075,16,Accused
1665,1076,399,Accused
1666,1076,119,Accused
1667,1077,45,Accused
1668,1078,228,Accused
1669,1078,381,Accused
1670,1078,107,Accused
1671,1079,185,Accused
1672,1079,17,Accused
1673,1079,279,Accused
1674,1080,250,Accused
1675,1081,357,Accused
1676,1082,300,Accused
1677,1082,95,Accused
1678,1083,350,Accused
1679,1084,126,Accused
1680,1084,161,Accused
1681,1085,327,Accused
1682,1086,62,Accused
1683,1086,60,Accused
1684,1087,375,Accused
1685,1088,175,Accused
1686,1088,125,Accused
1687,1089,76,Accused
1688,1089,278,Accused
1689,1090,304,Accused
1690,1090,11,Accused
1691,1091,264,Accused
1692,1092,175,Accused
1693,1093,21,Accused
1694,1093,100,Accused
1695,1093,158,Accused
1696,1094,314,Accused
1697,1095,103,Accused
1698,1095,247,Accused
1699,1096,273,Accused
1700,1097,4,Accused
1701,1097,279,Accused
1702,1098,205,Accused
1703,1099,322,Accused
1704,1099,198,Accused
1705,1099,152,Accused
1706,1100,102,Accused
1707,1100,332,Accused
1708,1101,266,Accused
1709,1101,112,Accused
1710,1102,378,Accused
1711,1103,371,Accused
1712,1104,310,Accused
1713,1105,379,Accused
1714,1106,259,Accused
1715,1107,382,Accused
1716,1108,12,Accused
1717,1108,307,Accused
1718,1109,154,Accused
1719,1110,45,Accused
1720,1111,317,Accused
1721,1112,397,Accused
1722,1113,215,Accused
1723,1113,319,Accused
1724,1114,122,Accused
1725,1114,373,Accused
1726,1114,295,Accused
1727,1115,279,Accused
1728,1116,151,Accused
1729,1117,295,Accused
1730,1118,286,Accused
1731,1118,367,Accused
1732,1119,396,Accused
1733,1119,136,Accused
1734,1120,93,Accused
1735,1120,213,Accused
1736,1121,42,Accused
1737,1122,175,Accused
1738,1122,308,Accused
1739,1123,112,Accused
1740,1123,217,Accused
1741,1124,289,Accused
1742,1125,113,Accused
1743,1126,92,Accused
1744,1126,162,Accused
1745,1126,98,Accused
1746,1127,151,Accused
1747,1128,223,Accused
1748,1129,382,Accused
1749,1129,252,Accused
1750,1130,165,Accused
1751,1131,264,Accused
1752,1131,140,Accused
1753,1132,382,Accused
1754,1132,116,Accused
1755,1132,372,Accused
1756,1133,78,Accused
1757,1133,353,Accused
1758,1134,160,Accused
1759,1135,273,Accused
1760,1136,129,Accused
1761,1136,173,Accused
1762,1136,188,Accused
1763,1137,257,Accused
1764,1137,229,Accused
1765,1138,18,Accused
1766,1138,247,Accused
1767,1139,314,Accused
1768,1140,116,Accused
1769,1140,151,Accused
1770,1141,60,Accused
1771,1141,188,Accused
1772,1142,136,Accused
1773,1142,286,Accused
1774,1143,114,Accused
1775,1144,109,Accused
1776,1144,258,Accused
1777,1145,340,Accused
1778,1146,47,Accused
1779,1146,58,Accused
1780,1146,267,Accused
1781,1147,130,Accused
1782,1147,321,Accused
1783,1148,107,Accused
1784,1148,391,Accused
1785,1148,210,Accused
1786,1149,305,Accused
1787,1150,313,Accused
1788,1151,197,Accused
1789,1151,398,Accused
1790,1152,196,Accused
1791,1152,237,Accused
1792,1152,342,Accused
1793,1153,82,Accused
1794,1154,239,Accused
1795,1155,18,Accused
1796,1155,388,Accused
1797,1156,253,Accused
1798,1157,141,Accused
1799,1157,227,Accused
1800,1158,14,Accused
1801,1159,156,Accused
1802,1159,380,Accused
1803,1160,24,Accused
1804,1161,112,Accused
1805,1162,57,Accused
1806,1162,350,Accused
1807,1163,336,Accused
1808,1164,31,Accused
1809,1164,247,Accused
1810,1165,345,Accused
1811,1165,53,Accused
1812,1165,359,Accused
1813,1166,187,Accused
1814,1166,61,Accused
1815,1167,110,Accused
1816,1168,340,Accused
1817,1169,111,Accused
1818,1169,13,Accused
1819,1170,311,Accused
1820,1170,307,Accused
1821,1171,31,Accused
1822,1172,355,Accused
1823,1172,197,Accused
1824,1173,249,Accused
1825,1174,71,Accused
1826,1174,224,Accused
1827,1175,295,Accused
1828,1176,16,Accused
1829,1177,261,Accused
1830,1177,262,Accused
1831,1178,112,Accused
1832,1179,353,Accused
1833,1180,87,Accused
1834,1181,356,Accused
1835,1181,322,Accused
1836,1181,104,Accused
1837,1182,340,Accused
1838,1182,110,Accused
1839,1182,105,Accused
1840,1183,287,Accused
1841,1183,165,Accused
1842,1184,266,Accused
1843,1184,260,Accused
1844,1184,280,Accused
1845,1185,376,Accused
1846,1185,122,Accused
1847,1186,153,Accused
1848,1187,223,Accused
1849,1187,150,Accused
1850,1188,266,Accused
1851,1188,48,Accused
1852,1189,172,Accused
1853,1189,128,Accused
1854,1190,215,Accused
1855,1191,118,Accused
1856,1192,167,Accused
1857,1193,246,Accused
1858,1193,334,Accused
1859,1194,45,Accused
1860,1195,281,Accused
1861,1195,164,Accused
1862,1196,66,Accused
1863,1196,107,Accused
1864,1197,152,Accused
1865,1197,298,Accused
1866,1198,23,Accused
1867,1198,160,Accused
1868,1199,236,Accused
1869,1199,57,Accused
1870,1199,145,Accused
1871,1200,183,Accused
1872,1200,174,Accused
1873,1200,262,Accused
1874,1201,384,Accused
1875,1201,351,Accused
1876,1201,224,Accused
1877,1202,357,Accused
1878,1203,76,Accused
1879,1204,279,Accused
1880,1204,259,Accused
1881,1205,359,Accused
1882,1206,95,Accused
1883,1207,194,Accused
1884,1208,311,Accused
1885,1208,394,Accused
1886,1209,182,Accused
1887,1209,77,Accused
1888,1209,379,Accused
1889,1210,231,Accused
1890,1210,57,Accused
1891,1211,224,Accused
1892,1211,2,Accused
1893,1212,343,Accused
1894,1212,342,Accused
1895,1213,396,Accused
1896,1213,377,Accused
1897,1214,62,Accused
1898,1214,105,Accused
1899,1214,189,Accused
1900,1215,328,Accused
1901,1216,348,Accused
1902,1216,171,Accused
1903,1217,296,Accused
1904,1218,165,Accused
1905,1219,259,Accused
1906,1220,5,Accused
1907,1221,65,Accused
1908,1222,195,Accused
1909,1222,303,Accused
1910,1223,140,Accused
1911,1224,1,Accused
1912,1225,158,Accused
1913,1226,172,Accused
1914,1227,228,Accused
1915,1228,40,Accused
1916,1228,27,Accused
1917,1229,22,Accused
1918,1230,221,Accused
1919,1231,60,Accused
1920,1231,330,Accused
1921,1232,146,Accused
1922,1233,258,Accused
1923,1233,263,Accused
1924,1234,140,Accused
1925,1235,274,Accused
1926,1236,127,Accused
1927,1237,362,Accused
1928,1238,190,Accused
1929,1238,38,Accused
1930,1239,371,Accused
1931,1240,334,Accused
1932,1241,42,Accused
1933,1242,296,Accused
1934,1243,184,Accused
1935,1244,182,Accused
1936,1244,57,Accused
1937,1245,73,Accused
1938,1245,122,Accused
1939,1246,270,Accused
1940,1247,112,Accused
1941,1248,14,Accused
1942,1249,230,Accused
1943,1250,66,Accused
1944,1251,150,Accused
1945,1252,44,Accused
1946,1253,246,Accused
1947,1254,175,Accused
1948,1255,249,Accused
1949,1256,162,Accused
1950,1256,129,Accused
1951,1257,184,Accused
1952,1257,350,Accused
1953,1258,301,Accused
1954,1258,85,Accused
1955,1258,330,Accused
1956,1259,55,Accused
1957,1260,395,Accused
1958,1261,151,Accused
1959,1262,134,Accused
1960,1262,117,Accused
1961,1263,349,Accused
1962,1263,99,Accused
1963,1263,31,Accused
1964,1264,139,Accused
1965,1265,38,Accused
1966,1266,159,Accused
1967,1266,136,Accused
1968,1266,84,Accused
1969,1267,293,Accused
1970,1267,367,Accused
1971,1268,139,Accused
1972,1269,162,Accused
1973,1269,24,Accused
1974,1270,136,Accused
1975,1271,107,Accused
1976,1271,255,Accused
1977,1272,102,Accused
1978,1273,54,Accused
1979,1273,362,Accused
1980,1274,80,Accused
1981,1274,236,Accused
1982,1274,286,Accused
1983,1275,230,Accused
1984,1276,67,Accused
1985,1276,244,Accused
1986,1277,63,Accused
1987,1278,400,Accused
1988,1279,395,Accused
1989,1279,383,Accused
1990,1280,176,Accused
1991,1281,244,Accused
1992,1282,354,Accused
1993,1283,386,Accused
1994,1284,180,Accused
1995,1284,59,Accused
1996,1285,376,Accused
1997,1285,144,Accused
1998,1285,63,Accused
1999,1286,317,Accused
2000,1287,139,Accused
2001,1287,392,Accused
2002,1288,386,Accused
2003,1288,194,Accused
2004,1288,230,Accused
2005,1289,224,Accused
2006,1289,235,Accused
2007,1290,57,Accused
2008,1290,221,Accused
2009,1291,261,Accused
2010,1292,38,Accused
2011,1293,4,Accused
2012,1294,166,Accused
2013,1295,123,Accused
2014,1296,196,Accused
2015,1296,123,Accused
2016,1297,277,Accused
2017,1298,105,Accused
2018,1299,400,Accused
2019,1300,51,Accused
2020,1301,65,Accused
2021,1302,250,Accused
2022,1303,270,Accused
2023,1304,291,Accused
2024,1305,202,Accused
2025,1306,337,Accused
2026,1306,124,Accused
2027,1306,169,Accused
2028,1307,350,Accused
2029,1308,351,Accused
2030,1309,311,Accused
2031,1309,389,Accused
2032,1310,196,Accused
2033,1311,66,Accused
2034,1312,178,Accused
2035,1312,26,Accused
2036,1313,318,Accused
2037,1314,34,Accused
2038,1315,396,Accused
2039,1316,242,Accused
2040,1317,308,Accused
2041,1318,362,Accused
2042,1319,48,Accused
2043,1320,229,Accused
2044,1320,280,Accused
2045,1320,164,Accused
2046,1321,244,Accused
2047,1322,194,Accused
2048,1323,188,Accused
2049,1323,56,Accused
2050,1323,374,Accused
2051,1324,162,Accused
2052,1325,369,Accused
2053,1325,102,Accused
2054,1326,74,Accused
2055,1327,347,Accused
2056,1327,331,Accused
2057,1328,156,Accused
2058,1329,9,Accused
2059,1329,272,Accused
2060,1329,168,Accused
2061,1330,212,Accused
2062,1331,374,Accused
2063,1332,129,Accused
2064,1333,277,Accused
2065,1333,117,Accused
2066,1334,127,Accused
2067,1334,324,Accused
2068,1335,203,Accused
2069,1336,126,Accused
2070,1336,51,Accused
2071,1337,151,Accused
2072,1337,159,Accused
2073,1338,6,Accused
2074,1339,195,Accused
2075,1340,84,Accused
2076,1341,58,Accused
2077,1342,154,Accused
2078,1342,43,Accused
2079,1343,257,Accused
2080,1344,202,Accused
2081,1344,140,Accused
2082,1345,121,Accused
2083,1345,67,Accused
2084,1346,241,Accused
2085,1347,29,Accused
2086,1348,256,Accused
2087,1348,356,Accused
2088,1349,239,Accused
2089,1350,374,Accused
2090,1350,77,Accused
2091,1351,98,Accused
2092,1351,111,Accused
2093,1352,147,Accused
2094,1353,116,Accused
2095,1353,121,Accused
2096,1353,160,Accused
2097,1354,206,Accused
2098,1355,76,Accused
2099,1355,44,Accused
2100,1356,57,Accused
2101,1357,226,Accused
2102,1358,334,Accused
2103,1358,39,Accused
2104,1358,271,Accused
2105,1359,123,Accused
2106,1359,381,Accused
2107,1359,245,Accused
2108,1360,229,Accused
2109,1361,72,Accused
2110,1362,41,Accused
2111,1363,139,Accused
2112,1364,363,Accused
2113,1364,308,Accused
2114,1365,107,Accused
2115,1365,200,Accused
2116,1366,14,Accused
2117,1367,30,Accused
2118,1368,120,Accused
2119,1368,165,Accused
2120,1369,130,Accused
2121,1370,87,Accused
2122,1371,31,Accused
2123,1372,247,Accused
2124,1372,193,Accused
2125,1372,362,Accused
2126,1373,270,Accused
2127,1374,44,Accused
2128,1375,93,Accused
2129,1376,123,Accused
2130,1377,196,Accused
2131,1378,336,Accused
2132,1379,260,Accused
2133,1380,87,Accused
2134,1380,177,Accused
2135,1381,368,Accused
2136,1381,302,Accused
2137,1382,16,Accused
2138,1383,64,Accused
2139,1383,351,Accused
2140,1384,248,Accused
2141,1385,180,Accused
2142,1385,247,Accused
2143,1386,217,Accused
2144,1386,201,Accused
2145,1387,328,Accused
2146,1388,207,Accused
2147,1389,210,Accused
2148,1389,379,Accused
2149,1390,62,Accused
2150,1391,199,Accused
2151,1392,5,Accused
2152,1392,364,Accused
2153,1393,212,Accused
2154,1393,42,Accused
2155,1394,33,Accused
2156,1394,364,Accused
2157,1394,53,Accused
2158,1395,127,Accused
2159,1396,342,Accused
2160,1396,381,Accused
2161,1397,257,Accused
2162,1398,87,Accused
2163,1399,361,Accused
2164,1399,385,Accused
2165,1399,199,Accused
2166,1400,246,Accused
2167,1401,73,Accused
2168,1402,253,Accused
2169,1402,274,Accused
2170,1403,220,Accused
2171,1403,113,Accused
2172,1404,167,Accused
2173,1405,218,Accused
2174,1406,215,Accused
2175,1406,66,Accused
2176,1407,297,Accused
2177,1408,17,Accused
2178,1408,284,Accused
2179,1409,90,Accused
2180,1409,184,Accused
2181,1410,302,Accused
2182,1410,19,Accused
2183,1411,37,Accused
2184,1411,104,Accused
2185,1411,400,Accused
2186,1412,341,Accused
2187,1412,105,Accused
2188,1413,241,Accused
2189,1414,225,Accused
2190,1415,340,Accused
2191,1416,153,Accused
2192,1417,377,Accused
2193,1418,312,Accused
2194,1419,177,Accused
2195,1419,193,Accused
2196,1420,272,Accused
2197,1420,327,Accused
2198,1421,262,Accused
2199,1421,324,Accused
2200,1421,194,Accused
2201,1422,212,Accused
2202,1422,270,Accused
2203,1423,201,Accused
2204,1423,95,Accused
2205,1423,179,Accused
2206,1424,116,Accused
2207,1425,335,Accused
2208,1425,72,Accused
2209,1426,90,Accused
2210,1426,108,Accused
2211,1426,11,Accused
2212,1427,81,Accused
2213,1428,349,Accused
2214,1429,326,Accused
2215,1430,31,Accused
2216,1430,94,Accused
2217,1431,279,Accused
2218,1432,40,Accused
2219,1433,102,Accused
2220,1434,282,Accused
2221,1434,37,Accused
2222,1434,183,Accused
2223,1435,30,Accused
2224,1436,123,Accused
2225,1436,288,Accused
2226,1437,14,Accused
2227,1438,55,Accused
2228,1439,249,Accused
2229,1440,307,Accused
2230,1440,194,Accused
2231,1441,328,Accused
2232,1442,354,Accused
2233,1443,250,Accused
2234,1444,335,Accused
2235,1445,238,Accused
2236,1445,19,Accused
2237,1446,396,Accused
2238,1446,352,Accused
2239,1447,161,Accused
2240,1447,220,Accused
2241,1447,320,Accused
2242,1448,260,Accused
2243,1449,35,Accused
2244,1450,327,Accused
2245,1451,253,Accused
2246,1452,77,Accused
2247,1453,157,Accused
2248,1454,165,Accused
2249,1455,221,Accused
2250,1456,24,Accused
2251,1456,151,Accused
2252,1457,167,Accused
2253,1458,225,Accused
2254,1458,18,Accused
2255,1459,263,Accused
2256,1459,81,Accused
2257,1460,48,Accused
2258,1461,143,Accused
2259,1461,114,Accused
2260,1461,172,Accused
2261,1462,286,Accused
2262,1463,288,Accused
2263,1464,13,Accused
2264,1465,89,Accused
2265,1466,193,Accused
2266,1467,271,Accused
2267,1468,332,Accused
2268,1468,373,Accused
2269,1468,376,Accused
2270,1469,111,Accused
2271,1470,303,Accused
2272,1470,20,Accused
2273,1471,351,Accused
2274,1472,126,Accused
2275,1473,295,Accused
2276,1474,67,Accused
2277,1475,353,Accused
2278,1475,166,Accused
2279,1476,222,Accused
2280,1477,131,Accused
2281,1478,14,Accused
2282,1479,38,Accused
2283,1480,325,Accused
2284,1481,365,Accused
2285,1482,234,Accused
2286,1482,130,Accused
2287,1483,299,Accused
2288,1484,197,Accused
2289,1485,149,Accused
2290,1486,149,Accused
2291,1486,400,Accused
2292,1487,346,Accused
2293,1488,11,Accused
2294,1488,23,Accused
2295,1489,393,Accused
2296,1489,387,Accused
2297,1490,345,Accused
2298,1491,112,Accused
2299,1492,106,Accused
2300,1493,247,Accused
2301,1494,377,Accused
2302,1494,26,Accused
2303,1495,29,Accused
2304,1496,105,Accused
2305,1496,337,Accused
2306,1497,9,Accused
2307,1498,392,Accused
2308,1498,386,Accused
2309,1499,185,Accused
2310,1500,54,Accused
2311,1500,109,Accused
2312,1501,89,Accused
2313,1502,285,Accused
2314,1503,372,Accused
2315,1504,6,Accused
2316,1505,6,Accused
2317,1506,193,Accused
2318,1506,100,Accused
2319,1506,197,Accused
2320,1507,221,Accused
2321,1507,88,Accused
2322,1507,258,Accused
2323,1508,130,Accused
2324,1508,243,Accused
2325,1509,380,Accused
2326,1510,349,Accused
2327,1511,129,Accused
2328,1512,266,Accused
2329,1512,241,Accused
2330,1513,195,Accused
2331,1514,397,Accused
2332,1514,391,Accused
2333,1514,209,Accused
2334,1515,269,Accused
2335,1515,251,Accused
2336,1515,287,Accused
2337,1516,264,Accused
2338,1516,372,Accused
2339,1517,361,Accused
2340,1518,9,Accused
2341,1519,284,Accused
2342,1520,318,Accused
2343,1521,94,Accused
2344,1522,19,Accused
2345,1523,205,Accused
2346,1524,182,Accused
2347,1524,7,Accused
2348,1525,242,Accused
2349,1525,323,Accused
2350,1526,59,Accused
2351,1526,45,Accused
2352,1527,329,Accused
2353,1528,260,Accused
2354,1528,21,Accused
2355,1529,152,Accused
2356,1529,330,Accused
2357,1530,281,Accused
2358,1530,10,Accused
2359,1530,140,Accused
2360,1531,8,Accused
2361,1532,210,Accused
2362,1533,256,Accused
2363,1534,49,Accused
2364,1534,218,Accused
2365,1535,146,Accused
2366,1536,220,Accused
2367,1537,139,Accused
2368,1537,2,Accused
2369,1538,353,Accused
2370,1539,332,Accused
2371,1539,270,Accused
2372,1539,89,Accused
2373,1540,232,Accused
2374,1541,362,Accused
2375,1542,207,Accused
2376,1542,210,Accused
2377,1543,248,Accused
2378,1543,231,Accused
2379,1544,217,Accused
2380,1545,45,Accused
2381,1546,74,Accused
2382,1546,160,Accused
2383,1547,17,Accused
2384,1548,274,Accused
2385,1549,297,Accused
2386,1549,10,Accused
2387,1550,168,Accused
2388,1551,348,Accused
2389,1552,138,Accused
2390,1553,9,Accused
2391,1554,117,Accused
2392,1554,393,Accused
2393,1555,103,Accused
2394,1555,107,Accused
2395,1556,49,Accused
2396,1557,327,Accused
2397,1557,294,Accused
2398,1558,45,Accused
2399,1559,298,Accused
2400,1560,253,Accused
2401,1560,356,Accused
2402,1561,163,Accused
2403,1561,59,Accused
2404,1561,48,Accused
2405,1562,48,Accused
2406,1562,294,Accused
2407,1563,207,Accused
2408,1563,46,Accused
2409,1563,237,Accused
2410,1564,163,Accused
2411,1565,149,Accused
2412,1565,39,Accused
2413,1565,63,Accused
2414,1566,386,Accused
2415,1567,322,Accused
2416,1568,5,Accused
2417,1568,221,Accused
2418,1569,7,Accused
2419,1569,255,Accused
2420,1570,146,Accused
2421,1571,186,Accused
2422,1571,124,Accused
2423,1572,371,Accused
2424,1573,89,Accused
2425,1573,148,Accused
2426,1574,273,Accused
2427,1575,71,Accused
2428,1576,104,Accused
2429,1577,261,Accused
2430,1578,362,Accused
2431,1578,311,Accused
2432,1579,54,Accused
2433,1580,54,Accused
2434,1580,88,Accused
2435,1581,181,Accused
2436,1582,229,Accused
2437,1583,119,Accused
2438,1583,279,Accused
2439,1584,260,Accused
2440,1584,266,Accused
2441,1585,247,Accused
2442,1586,349,Accused
2443,1587,98,Accused
2444,1587,131,Accused
2445,1588,147,Accused
2446,1588,190,Accused
2447,1589,218,Accused
2448,1590,319,Accused
2449,1590,177,Accused
2450,1591,357,Accused
2451,1591,369,Accused
2452,1591,276,Accused
2453,1592,90,Accused
2454,1593,246,Accused
2455,1594,198,Accused
2456,1594,271,Accused
2457,1595,21,Accused
2458,1596,124,Accused
2459,1597,235,Accused
2460,1598,350,Accused
2461,1599,384,Accused
2462,1600,208,Accused
2463,1601,293,Accused
2464,1601,241,Accused
2465,1602,356,Accused
2466,1603,272,Accused
2467,1603,182,Accused
2468,1604,57,Accused
2469,1604,140,Accused
2470,1604,18,Accused
2471,1605,133,Accused
2472,1606,175,Accused
2473,1607,81,Accused
2474,1608,147,Accused
2475,1608,101,Accused
2476,1609,58,Accused
2477,1610,261,Accused
2478,1611,367,Accused
2479,1612,55,Accused
2480,1613,31,Accused
2481,1613,189,Accused
2482,1614,272,Accused
2483,1614,257,Accused
2484,1615,105,Accused
2485,1616,363,Accused
2486,1617,316,Accused
2487,1618,10,Accused
2488,1619,318,Accused
2489,1620,113,Accused
2490,1621,228,Accused
2491,1621,110,Accused
2492,1621,233,Accused
2493,1622,82,Accused
2494,1622,372,Accused
2495,1622,347,Accused
2496,1623,370,Accused
2497,1624,322,Accused
2498,1624,209,Accused
2499,1624,30,Accused
2500,1625,193,Accused
2501,1625,77,Accused
2502,1626,55,Accused
2503,1626,379,Accused
2504,1627,286,Accused
2505,1628,10,Accused
2506,1628,272,Accused
2507,1629,131,Accused
2508,1630,219,Accused
2509,1631,254,Accused
2510,1632,248,Accused
2511,1633,82,Accused
2512,1634,300,Accused
2513,1635,287,Accused
2514,1635,277,Accused
2515,1636,181,Accused
2516,1637,193,Accused
2517,1638,333,Accused
2518,1638,287,Accused
2519,1639,365,Accused
2520,1640,197,Accused
2521,1640,142,Accused
2522,1641,82,Accused
2523,1642,278,Accused
2524,1642,145,Accused
2525,1643,29,Accused
2526,1643,60,Accused
2527,1644,45,Accused
2528,1644,263,Accused
2529,1645,396,Accused
2530,1646,92,Accused
2531,1646,105,Accused
2532,1647,221,Accused
2533,1648,164,Accused
2534,1649,108,Accused
2535,1649,124,Accused
2536,1650,280,Accused
2537,1650,223,Accused
2538,1651,249,Accused
2539,1652,203,Accused
2540,1652,71,Accused
