OccuranceTimeID,CaseMasterID,FromDate,ToDate,PlaceOfOccurance,latitude,longitude
303,303,2025-02-28 00:41:00,2025-02-28 02:26:00,Beat-16,12.783141,74.980801
304,304,2020-02-19 05:58:00,2020-02-19 07:30:00,Beat-17,15.063575,76.79509
305,305,2022-08-23 15:58:00,2022-08-23 17:11:00,Beat-18,15.765979,74.486801
306,306,2023-03-11 01:22:00,2023-03-11 02:11:00,Beat-1,12.322282,76.627518
307,307,2022-09-14 19:04:00,2022-09-14 22:08:00,Beat-2,13.419859,74.839618
308,308,2021-05-16 22:11:00,2021-05-16 23:13:00,Beat-3,12.368311,76.540378
309,309,2020-03-19 11:18:00,2020-03-19 13:01:00,Beat-4,12.984587,77.612732
310,310,2025-06-16 18:33:00,2025-06-16 20:59:00,Beat-5,13.157847,77.488767
311,311,2025-05-07 04:21:00,2025-05-07 05:40:00,Beat-6,13.359989,77.105644
312,312,2022-11-19 17:26:00,2022-11-19 20:56:00,Beat-7,12.878185,77.555962
313,313,2021-08-02 09:06:00,2021-08-02 10:16:00,Beat-8,12.987944,76.058168
314,314,2020-02-27 12:25:00,2020-02-27 14:30:00,Beat-9,13.341876,77.139928
315,315,2024-09-06 23:13:00,2024-09-06 23:45:00,Beat-10,13.320553,77.075094
316,316,2024-08-24 10:55:00,2024-08-24 12:34:00,Beat-11,13.24789,77.459518
317,317,2020-09-16 03:23:00,2020-09-16 04:20:00,Beat-12,13.980829,75.61426
318,318,2024-08-17 06:59:00,2024-08-17 07:40:00,Beat-13,12.823241,74.896929
319,319,2023-07-29 19:14:00,2023-07-29 20:07:00,Beat-14,13.001004,77.67821
320,320,2025-09-13 08:15:00,2025-09-13 10:27:00,Beat-15,15.92809,74.511171
321,321,2022-11-19 06:40:00,2022-11-19 07:14:00,Beat-16,12.895858,77.569816
322,322,2022-06-29 17:31:00,2022-06-29 18:29:00,Beat-17,12.956972,77.68635
323,323,2023-01-21 08:17:00,2023-01-21 10:26:00,Beat-18,13.30215,74.680635
324,324,2024-05-18 00:51:00,2024-05-18 02:13:00,Beat-1,12.38833,76.577358
325,325,2023-03-08 10:42:00,2023-03-08 12:32:00,Beat-2,13.01348,77.582033
326,326,2023-03-31 07:15:00,2023-03-31 07:42:00,Beat-3,13.299444,77.100581
327,327,2023-08-23 23:35:00,2023-08-24 00:13:00,Beat-4,13.238687,77.525135
328,328,2023-02-13 05:39:00,2023-02-13 09:12:00,Beat-5,12.992164,76.019199
329,329,2025-08-21 12:32:00,2025-08-21 16:32:00,Beat-6,12.290015,76.625511
330,330,2020-08-27 23:43:00,2020-08-28 00:42:00,Beat-7,12.246028,76.638624
331,331,2024-09-19 05:56:00,2024-09-19 07:58:00,Beat-8,12.998478,77.543165
332,332,2025-11-21 03:13:00,2025-11-21 06:02:00,Beat-9,13.965405,75.522736
333,333,2022-12-31 02:06:00,2022-12-31 03:55:00,Beat-10,15.053809,76.983642
334,334,2024-07-19 09:05:00,2024-07-19 10:45:00,Beat-11,13.285535,74.726483
335,335,2020-02-15 04:08:00,2020-02-15 06:46:00,Beat-12,13.389002,77.088663
336,336,2020-02-04 15:44:00,2020-02-04 19:20:00,Beat-13,12.253741,76.719341
337,337,2023-07-09 10:04:00,2023-07-09 13:04:00,Beat-14,13.018673,77.625344
338,338,2021-02-23 21:44:00,2021-02-23 23:58:00,Beat-15,12.779725,74.927266
339,339,2022-09-12 12:11:00,2022-09-12 13:00:00,Beat-16,13.024948,76.200738
340,340,2023-08-01 09:21:00,2023-08-01 10:47:00,Beat-17,15.034945,76.839336
341,341,2023-07-23 14:52:00,2023-07-23 17:19:00,Beat-18,12.930641,76.200837
342,342,2023-07-17 09:34:00,2023-07-17 13:20:00,Beat-1,13.943326,75.558885
343,343,2025-08-25 16:38:00,2025-08-25 20:14:00,Beat-2,12.991163,77.592866
344,344,2025-12-07 22:06:00,2025-12-08 01:54:00,Beat-3,15.872975,74.532373
345,345,2024-02-16 08:00:00,2024-02-16 08:29:00,Beat-4,15.490642,75.046607
346,346,2024-11-26 22:36:00,2024-11-27 00:16:00,Beat-5,13.173275,77.542259
347,347,2023-09-13 02:35:00,2023-09-13 04:23:00,Beat-6,13.376717,77.123284
348,348,2022-04-10 08:05:00,2022-04-10 08:51:00,Beat-7,13.379453,77.090589
349,349,2020-07-20 13:59:00,2020-07-20 16:30:00,Beat-8,12.263276,76.723532
350,350,2024-02-07 13:14:00,2024-02-07 14:13:00,Beat-9,12.883935,74.965088
351,351,2025-05-08 10:15:00,2025-05-08 11:56:00,Beat-10,13.307173,77.107086
352,352,2022-01-24 20:58:00,2022-01-25 00:13:00,Beat-11,15.080271,76.852625
353,353,2024-09-10 10:36:00,2024-09-10 12:19:00,Beat-12,13.927797,75.648671
354,354,2024-01-23 17:06:00,2024-01-23 19:21:00,Beat-13,15.929034,74.483397
355,355,2025-02-28 17:45:00,2025-02-28 21:03:00,Beat-14,13.901403,75.545522
356,356,2020-08-18 03:20:00,2020-08-18 05:18:00,Beat-15,12.906854,74.937886
357,357,2023-02-22 14:00:00,2023-02-22 17:43:00,Beat-16,15.428153,74.974472
358,358,2025-06-30 07:43:00,2025-06-30 10:29:00,Beat-17,13.270465,74.753626
359,359,2021-02-07 01:07:00,2021-02-07 01:34:00,Beat-18,15.025588,76.796263
360,360,2023-04-26 11:49:00,2023-04-26 12:44:00,Beat-1,13.988192,75.52881
361,361,2023-06-27 21:21:00,2023-06-27 22:57:00,Beat-2,15.879551,74.411055
362,362,2020-12-31 21:39:00,2020-12-31 23:23:00,Beat-3,15.467884,74.965119
363,363,2021-03-17 06:31:00,2021-03-17 08:48:00,Beat-4,13.292328,77.475101
364,364,2025-04-18 15:20:00,2025-04-18 18:13:00,Beat-5,13.922885,75.644796
365,365,2020-07-15 13:40:00,2020-07-15 14:10:00,Beat-6,12.997247,77.542294
366,366,2024-02-18 13:45:00,2024-02-18 15:42:00,Beat-7,15.526501,75.087565
367,367,2019-12-31 16:25:00,2019-12-31 17:15:00,Beat-8,17.274017,76.750706
368,368,2023-09-12 17:33:00,2023-09-12 21:24:00,Beat-9,15.814118,74.429153
369,369,2020-01-17 21:43:00,2020-01-17 23:02:00,Beat-10,13.26121,77.074027
370,370,2024-02-13 00:29:00,2024-02-13 03:10:00,Beat-11,12.339298,76.611046
371,371,2020-07-15 00:30:00,2020-07-15 01:14:00,Beat-12,12.861956,74.953141
372,372,2023-07-31 03:13:00,2023-07-31 04:51:00,Beat-13,17.262559,76.774223
373,373,2022-01-20 08:27:00,2022-01-20 10:28:00,Beat-14,13.015552,77.502223
374,374,2021-02-19 15:21:00,2021-02-19 18:34:00,Beat-15,12.992456,76.21146
375,375,2024-08-02 15:39:00,2024-08-02 16:07:00,Beat-16,12.938609,76.153507
376,376,2020-11-26 01:07:00,2020-11-26 02:22:00,Beat-17,13.025598,77.540789
377,377,2021-01-15 07:55:00,2021-01-15 09:19:00,Beat-18,12.935902,76.07031
378,378,2020-11-18 01:22:00,2020-11-18 04:04:00,Beat-1,13.302666,77.151777
379,379,2020-07-09 05:32:00,2020-07-09 09:06:00,Beat-2,17.261634,76.820304
380,380,2020-10-10 04:39:00,2020-10-10 05:21:00,Beat-3,15.067512,76.981362
381,381,2020-06-11 22:21:00,2020-06-12 00:27:00,Beat-4,13.262294,77.115626
382,382,2020-01-09 12:18:00,2020-01-09 16:14:00,Beat-5,12.369798,76.607445
383,383,2023-02-17 06:51:00,2023-02-17 08:41:00,Beat-6,13.385624,74.736633
384,384,2025-09-18 07:14:00,2025-09-18 07:56:00,Beat-7,12.784092,75.020623
385,385,2022-12-15 11:16:00,2022-12-15 14:36:00,Beat-8,13.35294,74.792922
386,386,2020-06-21 18:04:00,2020-06-21 20:19:00,Beat-9,13.050502,77.566566
387,387,2020-11-22 11:51:00,2020-11-22 13:00:00,Beat-10,13.033849,77.569696
388,388,2021-04-04 22:53:00,2021-04-05 00:46:00,Beat-11,12.729009,74.897629
389,389,2022-03-10 01:08:00,2022-03-10 03:57:00,Beat-12,12.96896,76.098263
390,390,2025-02-04 17:28:00,2025-02-04 20:50:00,Beat-13,12.269673,76.686961
391,391,2020-04-30 13:55:00,2020-04-30 15:07:00,Beat-14,13.975812,75.563151
392,392,2024-02-22 10:42:00,2024-02-22 13:46:00,Beat-15,13.167862,77.534827
393,393,2020-09-03 02:08:00,2020-09-03 02:57:00,Beat-16,15.461285,74.99949
394,394,2022-08-15 10:33:00,2022-08-15 13:35:00,Beat-17,12.809529,74.944489
395,395,2021-08-29 12:44:00,2021-08-29 15:11:00,Beat-18,13.232733,77.542952
396,396,2025-03-19 18:12:00,2025-03-19 19:01:00,Beat-1,13.045979,77.662202
397,397,2024-06-24 06:20:00,2024-06-24 06:49:00,Beat-2,12.312118,76.670877
398,398,2020-05-06 01:25:00,2020-05-06 04:29:00,Beat-3,13.914641,75.515782
399,399,2025-09-26 21:32:00,2025-09-27 01:04:00,Beat-4,13.010968,76.177901
400,400,2023-11-10 18:05:00,2023-11-10 18:31:00,Beat-5,13.336427,77.111113
401,401,2025-07-27 07:46:00,2025-07-27 10:47:00,Beat-6,12.329992,76.633764
402,402,2025-08-03 08:35:00,2025-08-03 10:13:00,Beat-7,12.928899,74.941613
403,403,2025-01-01 22:00:00,2025-01-02 00:30:00,Beat-8,12.925778,76.131348
404,404,2022-01-02 15:35:00,2022-01-02 17:14:00,Beat-9,13.052345,76.148015
405,405,2021-09-08 23:52:00,2021-09-09 00:31:00,Beat-10,12.773951,74.910588
406,406,2021-08-09 19:14:00,2021-08-09 22:28:00,Beat-11,15.833842,74.455945
407,407,2025-02-15 18:53:00,2025-02-15 21:37:00,Beat-12,13.266147,77.077294
408,408,2023-02-18 22:08:00,2023-02-18 22:51:00,Beat-13,13.385165,74.805252
409,409,2023-07-22 04:56:00,2023-07-22 05:35:00,Beat-14,17.436176,76.886135
410,410,2025-07-18 13:57:00,2025-07-18 16:15:00,Beat-15,15.744686,74.43992
411,411,2021-11-04 11:43:00,2021-11-04 12:05:00,Beat-16,13.115679,77.537897
412,412,2024-08-11 10:59:00,2024-08-11 12:27:00,Beat-17,12.917746,77.59679
413,413,2024-11-29 17:00:00,2024-11-29 19:21:00,Beat-18,13.926118,75.579468
414,414,2025-01-22 20:57:00,2025-01-22 22:16:00,Beat-1,15.774924,74.439355
415,415,2023-10-10 23:14:00,2023-10-11 02:09:00,Beat-2,13.934401,75.574907
416,416,2021-08-16 02:28:00,2021-08-16 04:48:00,Beat-3,12.814084,74.937091
417,417,2022-05-31 21:17:00,2022-05-31 21:32:00,Beat-4,13.341963,77.101456
418,418,2024-05-01 15:19:00,2024-05-01 16:00:00,Beat-5,13.040337,77.628611
419,419,2023-08-21 01:20:00,2023-08-21 04:49:00,Beat-6,12.954163,77.509492
420,420,2021-06-18 22:48:00,2021-06-19 01:58:00,Beat-7,13.308755,74.774039
421,421,2025-09-06 08:35:00,2025-09-06 09:54:00,Beat-8,17.255792,76.761194
422,422,2023-08-09 22:05:00,2023-08-09 22:24:00,Beat-9,15.934163,74.468159
423,423,2025-05-07 08:38:00,2025-05-07 11:29:00,Beat-10,12.297912,76.614148
424,424,2024-08-12 17:17:00,2024-08-12 19:55:00,Beat-11,13.327517,74.834575
425,425,2025-09-06 01:03:00,2025-09-06 02:41:00,Beat-12,15.902716,74.414768
426,426,2022-05-09 03:54:00,2022-05-09 05:13:00,Beat-13,13.193342,77.461324
427,427,2023-09-29 02:31:00,2023-09-29 05:32:00,Beat-14,12.3397,76.63407
428,428,2024-01-07 18:18:00,2024-01-07 21:20:00,Beat-15,13.25638,74.738687
429,429,2023-07-28 10:57:00,2023-07-28 14:12:00,Beat-16,12.270861,76.694669
430,430,2023-07-23 03:11:00,2023-07-23 05:03:00,Beat-17,13.148707,77.530195
431,431,2022-02-07 17:25:00,2022-02-07 19:46:00,Beat-18,15.940212,74.441965
432,432,2024-04-26 21:50:00,2024-04-26 22:30:00,Beat-1,13.985501,75.590359
433,433,2021-06-22 20:18:00,2021-06-23 00:03:00,Beat-2,15.394218,74.991369
434,434,2020-11-15 22:56:00,2020-11-16 00:17:00,Beat-3,13.33768,77.044013
435,435,2020-01-24 13:04:00,2020-01-24 15:42:00,Beat-4,12.98099,77.505479
436,436,2024-01-14 20:53:00,2024-01-15 00:44:00,Beat-5,12.993453,77.576461
437,437,2023-05-27 08:52:00,2023-05-27 09:58:00,Beat-6,12.993507,76.197314
438,438,2021-11-27 06:27:00,2021-11-27 06:43:00,Beat-7,12.362647,76.584718
439,439,2023-09-09 13:00:00,2023-09-09 15:00:00,Beat-8,15.823759,74.474769
440,440,2022-06-30 14:17:00,2022-06-30 17:02:00,Beat-9,12.800931,74.992816
441,441,2021-10-03 21:03:00,2021-10-03 21:41:00,Beat-10,13.95563,75.506312
442,442,2024-11-14 02:04:00,2024-11-14 05:39:00,Beat-11,13.353349,77.043631
443,443,2025-04-04 00:06:00,2025-04-04 02:37:00,Beat-12,12.924675,77.526743
444,444,2024-01-02 07:24:00,2024-01-02 09:04:00,Beat-13,13.128701,77.533712
445,445,2020-02-08 08:14:00,2020-02-08 10:55:00,Beat-14,12.91928,77.508211
446,446,2023-11-29 03:00:00,2023-11-29 05:07:00,Beat-15,12.884555,74.983827
447,447,2025-12-27 05:50:00,2025-12-27 09:19:00,Beat-16,12.855247,77.508373
448,448,2024-12-27 20:38:00,2024-12-27 23:30:00,Beat-17,12.366324,76.65695
449,449,2021-12-02 09:35:00,2021-12-02 13:04:00,Beat-18,13.302002,74.68469
450,450,2021-10-30 07:11:00,2021-10-30 08:46:00,Beat-1,15.346193,75.028997
451,451,2023-03-18 02:34:00,2023-03-18 03:44:00,Beat-2,13.30187,74.750379
452,452,2025-10-23 03:15:00,2025-10-23 03:49:00,Beat-3,12.410001,76.706095
453,453,2021-04-04 17:15:00,2021-04-04 20:28:00,Beat-4,15.236617,76.931846
454,454,2023-10-14 15:44:00,2023-10-14 16:05:00,Beat-5,12.9706,76.005482
455,455,2022-11-23 05:35:00,2022-11-23 05:53:00,Beat-6,13.295053,74.72202
456,456,2023-09-29 04:47:00,2023-09-29 07:10:00,Beat-7,13.009019,76.043113
457,457,2024-03-22 15:51:00,2024-03-22 16:29:00,Beat-8,12.953151,76.133397
458,458,2025-06-28 11:22:00,2025-06-28 12:37:00,Beat-9,15.359508,74.990586
459,459,2024-11-25 18:23:00,2024-11-25 19:43:00,Beat-10,15.889648,74.511888
460,460,2022-08-31 10:38:00,2022-08-31 14:02:00,Beat-11,13.336403,74.790647
461,461,2020-11-27 18:30:00,2020-11-27 21:14:00,Beat-12,13.246664,77.47107
462,462,2024-05-16 02:53:00,2024-05-16 04:27:00,Beat-13,12.864027,77.534201
463,463,2022-06-15 03:14:00,2022-06-15 03:40:00,Beat-14,13.335617,77.075961
464,464,2020-04-05 08:57:00,2020-04-05 12:53:00,Beat-15,13.27112,77.538269
465,465,2025-08-31 22:29:00,2025-08-31 23:37:00,Beat-16,13.012055,77.573547
466,466,2025-12-26 15:55:00,2025-12-26 19:53:00,Beat-17,17.293799,76.810305
467,467,2025-12-23 20:41:00,2025-12-23 21:23:00,Beat-18,12.992764,77.509342
468,468,2025-10-16 18:23:00,2025-10-16 19:42:00,Beat-1,12.833318,75.022969
469,469,2021-09-13 14:27:00,2021-09-13 17:18:00,Beat-2,12.344716,76.571457
470,470,2023-08-24 01:24:00,2023-08-24 02:53:00,Beat-3,12.946085,76.088624
471,471,2021-06-12 15:16:00,2021-06-12 18:48:00,Beat-4,12.956297,76.065726
472,472,2025-10-04 18:10:00,2025-10-04 18:39:00,Beat-5,12.996857,77.655917
473,473,2025-02-09 01:06:00,2025-02-09 03:17:00,Beat-6,15.862786,74.580186
474,474,2020-11-06 10:02:00,2020-11-06 13:57:00,Beat-7,15.752887,74.460995
475,475,2021-04-28 17:36:00,2021-04-28 21:12:00,Beat-8,15.447541,74.961193
476,476,2025-06-12 00:21:00,2025-06-12 03:19:00,Beat-9,15.226465,76.977738
477,477,2021-11-11 23:02:00,2021-11-12 02:50:00,Beat-10,13.044057,76.175595
478,478,2024-04-08 07:43:00,2024-04-08 09:43:00,Beat-11,13.323567,77.079224
479,479,2024-08-01 18:35:00,2024-08-01 21:18:00,Beat-12,13.185857,77.535651
480,480,2023-06-21 15:18:00,2023-06-21 17:43:00,Beat-13,15.015196,76.80247
481,481,2020-12-19 22:05:00,2020-12-20 01:50:00,Beat-14,17.215201,76.795452
482,482,2022-04-03 04:00:00,2022-04-03 05:30:00,Beat-15,12.853324,75.015664
483,483,2022-03-19 17:56:00,2022-03-19 18:32:00,Beat-16,13.230705,77.53337
484,484,2024-05-18 17:07:00,2024-05-18 18:22:00,Beat-17,12.938979,75.012001
485,485,2023-09-21 17:54:00,2023-09-21 19:09:00,Beat-18,12.783831,75.032659
486,486,2025-04-01 04:10:00,2025-04-01 05:46:00,Beat-1,12.342659,76.633714
487,487,2025-05-23 07:20:00,2025-05-23 10:08:00,Beat-2,12.914069,77.563364
488,488,2023-09-19 15:28:00,2023-09-19 17:49:00,Beat-3,13.28686,74.709471
489,489,2023-02-24 02:14:00,2023-02-24 05:20:00,Beat-4,13.970369,75.505522
490,490,2020-12-05 01:47:00,2020-12-05 03:18:00,Beat-5,13.380142,77.083391
491,491,2022-05-20 00:25:00,2022-05-20 04:25:00,Beat-6,13.366917,77.069337
492,492,2021-10-15 11:37:00,2021-10-15 13:19:00,Beat-7,15.777171,74.447947
493,493,2021-08-11 12:03:00,2021-08-11 15:08:00,Beat-8,12.327968,76.617795
494,494,2022-06-13 10:24:00,2022-06-13 12:48:00,Beat-9,12.786288,74.978473
495,495,2025-03-22 08:02:00,2025-03-22 09:30:00,Beat-10,15.893932,74.508848
496,496,2020-05-13 11:56:00,2020-05-13 14:18:00,Beat-11,13.131433,77.533283
497,497,2024-02-27 17:06:00,2024-02-27 17:58:00,Beat-12,15.165881,76.972211
498,498,2020-11-12 20:34:00,2020-11-13 00:32:00,Beat-13,17.297208,76.841022
499,499,2020-08-30 00:37:00,2020-08-30 03:57:00,Beat-14,13.298265,77.039456
500,500,2020-06-11 06:07:00,2020-06-11 07:44:00,Beat-15,13.991637,75.595747
501,501,2020-10-09 02:30:00,2020-10-09 04:14:00,Beat-16,12.951386,77.563498
502,502,2023-01-01 01:51:00,2023-01-01 02:54:00,Beat-17,12.95468,76.096893
503,503,2024-01-29 18:24:00,2024-01-29 20:23:00,Beat-18,12.386752,76.537597
504,504,2021-07-07 22:10:00,2021-07-07 23:37:00,Beat-1,15.759996,74.402273
505,505,2023-01-28 05:52:00,2023-01-28 09:09:00,Beat-2,12.800483,74.912563
506,506,2021-03-15 22:37:00,2021-03-16 02:23:00,Beat-3,15.409376,74.952333
507,507,2023-10-12 16:08:00,2023-10-12 18:43:00,Beat-4,15.115427,76.938423
508,508,2022-12-25 02:29:00,2022-12-25 03:45:00,Beat-5,15.572263,75.0776
509,509,2022-11-17 07:47:00,2022-11-17 08:06:00,Beat-6,12.389156,76.596618
510,510,2023-06-16 16:53:00,2023-06-16 19:12:00,Beat-7,12.262754,76.730465
511,511,2020-10-30 05:52:00,2020-10-30 09:41:00,Beat-8,13.302388,77.106505
512,512,2025-08-04 19:51:00,2025-08-04 20:24:00,Beat-9,12.393628,76.695505
513,513,2020-02-01 20:08:00,2020-02-01 23:42:00,Beat-10,12.959983,76.016005
514,514,2020-10-24 15:33:00,2020-10-24 18:30:00,Beat-11,12.772004,74.883449
515,515,2024-12-25 08:40:00,2024-12-25 10:40:00,Beat-12,12.761271,74.884422
516,516,2023-07-18 16:27:00,2023-07-18 19:31:00,Beat-13,15.511499,75.061601
517,517,2021-02-05 07:03:00,2021-02-05 10:02:00,Beat-14,15.799336,74.387933
518,518,2022-12-03 23:09:00,2022-12-04 03:05:00,Beat-15,13.06677,77.502481
519,519,2025-01-10 02:26:00,2025-01-10 05:05:00,Beat-16,12.783164,75.032807
520,520,2025-09-20 13:46:00,2025-09-20 15:47:00,Beat-17,17.266143,76.805044
521,521,2025-12-12 08:25:00,2025-12-12 09:52:00,Beat-18,13.993272,75.582153
522,522,2020-10-21 08:08:00,2020-10-21 09:20:00,Beat-1,12.975671,77.619718
523,523,2023-08-02 17:38:00,2023-08-02 20:50:00,Beat-2,15.77264,74.412361
524,524,2022-04-18 12:17:00,2022-04-18 15:01:00,Beat-3,12.914998,74.92689
525,525,2021-11-19 21:05:00,2021-11-19 21:37:00,Beat-4,13.039669,77.691748
526,526,2021-05-11 04:35:00,2021-05-11 07:36:00,Beat-5,15.383057,74.97886
527,527,2022-11-16 15:35:00,2022-11-16 18:44:00,Beat-6,17.232084,76.810818
528,528,2023-08-07 12:56:00,2023-08-07 14:08:00,Beat-7,13.264898,77.092752
529,529,2020-09-07 20:18:00,2020-09-07 23:53:00,Beat-8,13.058208,76.164107
530,530,2021-02-16 16:07:00,2021-02-16 19:03:00,Beat-9,13.990661,75.542938
531,531,2022-08-27 05:04:00,2022-08-27 05:45:00,Beat-10,13.260207,77.482703
532,532,2020-08-01 02:46:00,2020-08-01 05:39:00,Beat-11,13.348506,77.094868
533,533,2020-11-18 11:20:00,2020-11-18 13:38:00,Beat-12,13.354474,77.054373
534,534,2022-02-21 07:41:00,2022-02-21 08:56:00,Beat-13,13.393808,77.12574
535,535,2022-11-27 17:17:00,2022-11-27 19:04:00,Beat-14,12.821236,74.951449
536,536,2024-02-03 02:30:00,2024-02-03 03:37:00,Beat-15,13.020951,76.09509
537,537,2020-12-20 00:18:00,2020-12-20 02:15:00,Beat-16,15.804963,74.416764
538,538,2020-11-07 20:40:00,2020-11-07 21:03:00,Beat-17,13.003623,77.533042
539,539,2022-10-14 08:07:00,2022-10-14 09:26:00,Beat-18,15.095937,76.982081
540,540,2021-11-13 01:28:00,2021-11-13 04:45:00,Beat-1,12.995622,77.486578
541,541,2024-12-12 11:28:00,2024-12-12 13:04:00,Beat-2,15.382236,74.952027
542,542,2025-04-22 03:07:00,2025-04-22 05:42:00,Beat-3,12.398653,76.630747
543,543,2023-05-23 05:36:00,2023-05-23 07:33:00,Beat-4,17.30377,76.79364
544,544,2020-07-07 20:08:00,2020-07-07 21:48:00,Beat-5,13.139083,77.52136
545,545,2020-07-31 23:52:00,2020-08-01 03:11:00,Beat-6,12.319207,76.689289
546,546,2025-02-18 19:44:00,2025-02-18 21:48:00,Beat-7,15.070424,76.974028
547,547,2022-10-26 22:32:00,2022-10-26 23:23:00,Beat-8,12.898722,77.543422
548,548,2024-09-05 21:26:00,2024-09-06 00:15:00,Beat-9,13.27073,77.068147
549,549,2019-12-29 00:17:00,2019-12-29 01:41:00,Beat-10,13.249467,74.735177
550,550,2021-05-20 10:42:00,2021-05-20 11:27:00,Beat-11,13.386731,77.111133
551,551,2021-02-01 02:32:00,2021-02-01 05:54:00,Beat-12,15.188813,76.913369
552,552,2020-06-17 11:12:00,2020-06-17 13:53:00,Beat-13,13.11501,77.555005
553,553,2025-02-06 21:02:00,2025-02-06 22:42:00,Beat-14,12.864979,74.926493
554,554,2025-09-25 20:36:00,2025-09-26 00:23:00,Beat-15,13.360635,74.763312
555,555,2023-02-13 17:46:00,2023-02-13 20:09:00,Beat-16,12.748669,74.950869
556,556,2023-07-02 10:04:00,2023-07-02 13:54:00,Beat-17,12.40042,76.729882
557,557,2023-07-24 10:08:00,2023-07-24 13:49:00,Beat-18,17.404112,76.860252
558,558,2021-10-26 23:09:00,2021-10-26 23:51:00,Beat-1,13.328313,77.114895
559,559,2021-09-29 04:26:00,2021-09-29 05:58:00,Beat-2,12.285626,76.711798
560,560,2022-02-23 01:45:00,2022-02-23 05:33:00,Beat-3,13.297478,77.103121
561,561,2025-02-04 03:24:00,2025-02-04 03:41:00,Beat-4,13.340462,77.137103
562,562,2023-01-20 14:47:00,2023-01-20 17:11:00,Beat-5,12.936133,77.616044
563,563,2020-05-02 16:58:00,2020-05-02 18:43:00,Beat-6,13.04338,77.57488
564,564,2025-11-15 00:29:00,2025-11-15 03:13:00,Beat-7,13.060331,76.160773
565,565,2022-11-08 21:55:00,2022-11-08 23:51:00,Beat-8,13.004382,76.09219
566,566,2025-08-15 20:55:00,2025-08-15 23:38:00,Beat-9,13.000128,77.542672
567,567,2022-05-05 14:22:00,2022-05-05 18:18:00,Beat-10,15.373268,74.97264
568,568,2024-06-14 22:39:00,2024-06-14 23:44:00,Beat-11,15.935147,74.469334
569,569,2025-09-26 08:38:00,2025-09-26 11:05:00,Beat-12,12.785648,74.964385
570,570,2021-08-06 09:08:00,2021-08-06 11:55:00,Beat-13,12.921792,77.609915
571,571,2023-08-01 06:00:00,2023-08-01 08:03:00,Beat-14,15.750079,74.480699
572,572,2020-10-14 01:33:00,2020-10-14 02:58:00,Beat-15,15.048806,76.938595
573,573,2024-12-15 17:55:00,2024-12-15 20:04:00,Beat-16,12.280432,76.688725
574,574,2022-10-21 00:52:00,2022-10-21 02:49:00,Beat-17,17.293427,76.816038
575,575,2022-11-25 10:57:00,2022-11-25 12:43:00,Beat-18,13.210981,77.48594
576,576,2021-07-31 23:21:00,2021-08-01 01:25:00,Beat-1,15.34548,74.994143
577,577,2024-06-14 04:21:00,2024-06-14 06:53:00,Beat-2,15.556064,75.064402
578,578,2020-05-23 05:08:00,2020-05-23 08:06:00,Beat-3,12.877786,74.971808
579,579,2021-06-19 15:15:00,2021-06-19 18:23:00,Beat-4,13.229651,77.496872
580,580,2023-03-25 22:23:00,2023-03-26 02:12:00,Beat-5,15.366068,74.93589
581,581,2025-10-12 13:18:00,2025-10-12 15:53:00,Beat-6,12.971021,76.188761
582,582,2023-07-13 07:37:00,2023-07-13 09:48:00,Beat-7,17.294993,76.744687
583,583,2022-09-25 09:48:00,2022-09-25 11:28:00,Beat-8,15.37924,74.954846
584,584,2020-07-14 13:51:00,2020-07-14 16:54:00,Beat-9,12.944092,77.551851
585,585,2022-04-21 01:25:00,2022-04-21 03:49:00,Beat-10,15.775052,74.491379
586,586,2025-05-19 05:50:00,2025-05-19 07:34:00,Beat-11,15.916473,74.563548
587,587,2021-12-13 09:48:00,2021-12-13 13:11:00,Beat-12,15.942574,74.558957
588,588,2024-03-06 09:24:00,2024-03-06 09:43:00,Beat-13,15.807715,74.456369
589,589,2022-07-05 02:07:00,2022-07-05 03:04:00,Beat-14,12.404652,76.627393
590,590,2022-06-10 07:56:00,2022-06-10 10:32:00,Beat-15,12.300154,76.711965
591,591,2022-10-18 22:01:00,2022-10-19 00:54:00,Beat-16,13.000909,77.621212
592,592,2025-10-29 11:12:00,2025-10-29 15:07:00,Beat-17,13.403682,74.839398
593,593,2024-09-01 05:10:00,2024-09-01 06:51:00,Beat-18,13.070039,76.167342
594,594,2020-09-02 04:36:00,2020-09-02 06:42:00,Beat-1,13.016045,76.040656
595,595,2023-01-24 05:47:00,2023-01-24 08:10:00,Beat-2,13.004167,76.053653
596,596,2020-01-12 20:19:00,2020-01-12 21:20:00,Beat-3,12.32732,76.65407
597,597,2020-12-24 11:17:00,2020-12-24 15:00:00,Beat-4,12.946211,76.180075
598,598,2023-04-03 09:40:00,2023-04-03 12:51:00,Beat-5,13.999403,75.58059
599,599,2024-09-17 23:18:00,2024-09-18 00:25:00,Beat-6,15.797845,74.455828
600,600,2022-05-12 15:32:00,2022-05-12 17:47:00,Beat-7,12.946908,74.93943
601,601,2021-10-29 23:19:00,2021-10-30 00:53:00,Beat-8,13.301159,74.761954
602,602,2024-05-23 06:05:00,2024-05-23 08:45:00,Beat-9,15.397914,75.029907
603,603,2021-06-19 09:28:00,2021-06-19 12:23:00,Beat-10,15.889044,74.514382
604,604,2024-01-29 17:00:00,2024-01-29 19:55:00,Beat-11,15.767954,74.434716
605,605,2025-02-01 06:51:00,2025-02-01 09:09:00,Beat-12,13.26813,77.524231
