VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
808,630,VIC-AEB,69,2,0
809,631,VIC-AEC,27,2,0
810,632,VIC-AED,69,2,0
811,633,VIC-AEE,79,2,0
812,634,VIC-AEF,37,1,0
813,635,VIC-AEG,44,3,0
814,636,VIC-AEH,31,3,0
815,637,VIC-AEI,20,2,0
816,638,VIC-AEJ,9,2,0
817,639,VIC-AEK,8,3,0
818,640,VIC-AEL,56,1,0
819,640,VIC-AEM,26,2,0
820,641,VIC-AEN,33,1,1
821,641,VIC-AEO,35,2,0
822,642,VIC-AEP,65,1,0
823,643,VIC-AEQ,29,3,0
824,644,VIC-AER,69,1,0
825,645,VIC-AES,60,3,0
826,646,VIC-AET,68,1,0
827,647,VIC-AEU,15,3,0
828,648,VIC-AEV,12,3,0
829,649,VIC-AEW,63,2,0
830,650,VIC-AEX,82,2,0
831,651,VIC-AEY,69,1,0
832,652,VIC-AEZ,57,1,0
833,653,VIC-AFA,78,3,0
834,654,VIC-AFB,68,1,0
835,655,VIC-AFC,74,1,0
836,656,VIC-AFD,66,2,0
837,657,VIC-AFE,6,2,1
838,657,VIC-AFF,57,1,1
839,658,VIC-AFG,17,1,0
840,658,VIC-AFH,48,1,0
841,658,VIC-AFI,13,2,0
842,659,VIC-AFJ,38,3,0
843,660,VIC-AFK,67,1,0
844,661,VIC-AFL,39,1,0
845,661,VIC-AFM,8,3,0
846,661,VIC-AFN,16,1,0
847,662,VIC-AFO,55,3,0
848,662,VIC-AFP,53,2,0
849,663,VIC-AFQ,82,3,0
850,664,VIC-AFR,41,1,0
851,665,VIC-AFS,10,1,0
852,666,VIC-AFT,35,3,0
853,667,VIC-AFU,34,3,0
854,667,VIC-AFV,34,2,0
855,667,VIC-AFW,33,3,0
856,668,VIC-AFX,64,3,0
857,669,VIC-AFY,67,3,0
858,670,VIC-AFZ,25,1,0
859,671,VIC-AGA,36,1,0
860,672,VIC-AGB,36,3,0
861,673,VIC-AGC,78,1,0
862,674,VIC-AGD,81,3,0
863,675,VIC-AGE,38,2,0
864,676,VIC-AGF,49,3,0
865,677,VIC-AGG,39,2,0
866,678,VIC-AGH,36,3,0
867,679,VIC-AGI,25,1,0
868,680,VIC-AGJ,55,3,0
869,681,VIC-AGK,34,1,0
870,682,VIC-AGL,48,2,0
871,683,VIC-AGM,30,3,0
872,684,VIC-AGN,35,3,0
873,685,VIC-AGO,34,3,0
874,685,VIC-AGP,6,3,0
875,686,VIC-AGQ,65,3,0
876,686,VIC-AGR,27,1,0
877,686,VIC-AGS,12,1,0
878,687,VIC-AGT,20,1,0
879,688,VIC-AGU,71,2,1
880,689,VIC-AGV,20,1,0
881,690,VIC-AGW,22,2,0
882,691,VIC-AGX,73,3,0
883,691,VIC-AGY,25,1,0
884,692,VIC-AGZ,48,3,0
885,693,VIC-AHA,18,3,0
886,694,VIC-AHB,27,3,0
887,695,VIC-AHC,31,2,0
888,695,VIC-AHD,81,2,0
889,696,VIC-AHE,28,3,0
890,696,VIC-AHF,76,1,0
891,697,VIC-AHG,27,2,1
892,698,VIC-AHH,50,3,0
893,699,VIC-AHI,26,2,0
894,699,VIC-AHJ,46,2,0
895,700,VIC-AHK,12,2,0
896,701,VIC-AHL,16,2,0
897,702,VIC-AHM,25,3,0
898,703,VIC-AHN,19,3,0
899,704,VIC-AHO,72,3,0
900,704,VIC-AHP,70,3,0
901,705,VIC-AHQ,55,1,0
902,706,VIC-AHR,77,1,0
903,707,VIC-AHS,25,2,0
904,708,VIC-AHT,41,2,0
905,709,VIC-AHU,11,1,0
906,709,VIC-AHV,79,3,0
907,709,VIC-AHW,82,1,0
908,710,VIC-AHX,38,1,0
909,711,VIC-AHY,11,3,0
910,712,VIC-AHZ,71,3,0
911,713,VIC-AIA,32,2,0
912,714,VIC-AIB,80,2,0
913,715,VIC-AIC,51,1,0
914,716,VIC-AID,66,2,0
915,717,VIC-AIE,46,3,0
916,717,VIC-AIF,38,3,0
917,718,VIC-AIG,65,2,0
918,719,VIC-AIH,26,2,0
919,720,VIC-AII,17,2,0
920,721,VIC-AIJ,75,3,0
921,722,VIC-AIK,63,3,0
922,723,VIC-AIL,46,2,0
923,724,VIC-AIM,23,3,0
924,725,VIC-AIN,80,2,0
925,726,VIC-AIO,46,3,0
926,727,VIC-AIP,6,1,0
927,728,VIC-AIQ,61,1,0
928,729,VIC-AIR,12,3,0
929,729,VIC-AIS,67,3,0
930,730,VIC-AIT,77,1,0
931,731,VIC-AIU,24,1,0
932,732,VIC-AIV,42,1,0
933,733,VIC-AIW,7,2,0
934,734,VIC-AIX,72,3,0
935,735,VIC-AIY,69,2,0
936,736,VIC-AIZ,66,1,0
937,737,VIC-AJA,30,1,0
938,737,VIC-AJB,42,3,0
939,738,VIC-AJC,39,1,0
940,739,VIC-AJD,35,1,0
941,740,VIC-AJE,71,1,0
942,741,VIC-AJF,38,2,0
943,742,VIC-AJG,36,2,0
944,743,VIC-AJH,59,3,0
945,744,VIC-AJI,16,3,0
946,745,VIC-AJJ,18,1,0
947,745,VIC-AJK,24,1,0
948,746,VIC-AJL,79,2,1
949,747,VIC-AJM,69,1,0
950,748,VIC-AJN,69,3,0
951,749,VIC-AJO,68,2,0
952,750,VIC-AJP,67,2,0
953,751,VIC-AJQ,62,3,0
954,752,VIC-AJR,36,3,0
955,753,VIC-AJS,63,2,0
956,753,VIC-AJT,73,2,0
957,754,VIC-AJU,34,1,0
958,754,VIC-AJV,69,2,0
959,754,VIC-AJW,21,1,0
960,755,VIC-AJX,56,2,0
961,756,VIC-AJY,58,3,0
962,757,VIC-AJZ,57,3,0
963,757,VIC-AKA,82,3,0
964,758,VIC-AKB,38,2,0
965,759,VIC-AKC,37,3,0
966,760,VIC-AKD,66,1,0
967,761,VIC-AKE,27,2,1
968,762,VIC-AKF,30,3,0
969,763,VIC-AKG,77,3,1
970,764,VIC-AKH,12,1,0
971,765,VIC-AKI,17,3,0
972,766,VIC-AKJ,19,3,0
973,767,VIC-AKK,21,1,0
974,768,VIC-AKL,15,1,0
975,768,VIC-AKM,38,1,0
976,769,VIC-AKN,26,1,0
977,769,VIC-AKO,13,3,0
978,769,VIC-AKP,9,2,1
979,770,VIC-AKQ,28,2,0
980,771,VIC-AKR,59,1,0
981,772,VIC-AKS,28,3,0
982,773,VIC-AKT,80,3,0
983,774,VIC-AKU,67,1,0
984,775,VIC-AKV,77,3,0
985,775,VIC-AKW,39,1,0
986,776,VIC-AKX,45,3,0
987,776,VIC-AKY,8,1,0
988,777,VIC-AKZ,22,1,0
989,778,VIC-ALA,79,3,0
990,779,VIC-ALB,16,2,0
991,780,VIC-ALC,67,1,0
992,781,VIC-ALD,17,2,0
993,782,VIC-ALE,80,2,0
994,783,VIC-ALF,51,1,0
995,784,VIC-ALG,31,2,0
996,785,VIC-ALH,72,2,0
997,786,VIC-ALI,27,2,0
998,786,VIC-ALJ,18,3,0
999,787,VIC-ALK,79,1,0
1000,788,VIC-ALL,52,2,0
1001,789,VIC-ALM,56,1,0
1002,790,VIC-ALN,10,2,0
1003,791,VIC-ALO,55,2,0
1004,792,VIC-ALP,16,3,0
1005,793,VIC-ALQ,68,2,0
1006,794,VIC-ALR,23,3,0
1007,795,VIC-ALS,23,2,0
1008,796,VIC-ALT,54,1,0
1009,797,VIC-ALU,79,1,0
1010,798,VIC-ALV,15,2,0
1011,799,VIC-ALW,49,2,0
1012,800,VIC-ALX,13,1,0
1013,800,VIC-ALY,70,3,0
1014,801,VIC-ALZ,11,2,0
1015,801,VIC-AMA,26,1,0
1016,802,VIC-AMB,14,1,0
1017,803,VIC-AMC,16,1,0
1018,804,VIC-AMD,30,1,0
1019,805,VIC-AME,11,2,0
1020,806,VIC-AMF,60,1,0
1021,807,VIC-AMG,46,3,0
1022,808,VIC-AMH,69,2,0
1023,809,VIC-AMI,78,1,0
1024,810,VIC-AMJ,40,3,0
1025,811,VIC-AMK,70,3,0
1026,812,VIC-AML,70,2,0
1027,813,VIC-AMM,7,3,0
1028,814,VIC-AMN,6,1,0
1029,815,VIC-AMO,28,3,0
1030,815,VIC-AMP,52,1,0
1031,816,VIC-AMQ,73,3,0
1032,817,VIC-AMR,10,3,0
1033,818,VIC-AMS,42,2,0
1034,819,VIC-AMT,11,2,0
1035,820,VIC-AMU,29,3,0
1036,820,VIC-AMV,56,1,0
1037,820,VIC-AMW,31,3,0
1038,821,VIC-AMX,65,2,1
1039,822,VIC-AMY,49,1,0
1040,823,VIC-AMZ,37,1,0
1041,824,VIC-ANA,66,1,0
1042,824,VIC-ANB,52,1,0
1043,825,VIC-ANC,63,3,0
1044,826,VIC-AND,50,1,0
1045,826,VIC-ANE,38,3,0
1046,827,VIC-ANF,24,2,0
1047,827,VIC-ANG,82,1,0
1048,828,VIC-ANH,50,3,0
1049,828,VIC-ANI,65,3,0
1050,829,VIC-ANJ,36,2,0
1051,830,VIC-ANK,65,3,0
1052,831,VIC-ANL,70,3,0
1053,831,VIC-ANM,37,2,0
1054,831,VIC-ANN,46,1,0
1055,832,VIC-ANO,52,1,0
1056,833,VIC-ANP,46,1,0
1057,834,VIC-ANQ,41,3,0
1058,834,VIC-ANR,48,3,0
1059,835,VIC-ANS,33,3,0
1060,836,VIC-ANT,28,3,0
1061,837,VIC-ANU,55,1,0
1062,837,VIC-ANV,8,3,0
1063,838,VIC-ANW,51,3,0
1064,839,VIC-ANX,20,2,0
1065,840,VIC-ANY,17,2,0
1066,840,VIC-ANZ,34,1,0
1067,841,VIC-AOA,33,3,0
1068,841,VIC-AOB,31,2,0
1069,841,VIC-AOC,41,2,0
1070,842,VIC-AOD,44,3,0
1071,843,VIC-AOE,65,1,0
1072,844,VIC-AOF,25,3,0
1073,845,VIC-AOG,54,3,0
1074,846,VIC-AOH,51,1,0
1075,847,VIC-AOI,10,3,0
1076,847,VIC-AOJ,63,1,0
1077,848,VIC-AOK,6,2,0
1078,848,VIC-AOL,60,2,0
1079,849,VIC-AOM,18,1,0
1080,850,VIC-AON,28,1,0
1081,851,VIC-AOO,32,1,0
1082,851,VIC-AOP,50,3,0
1083,852,VIC-AOQ,57,1,0
1084,853,VIC-AOR,57,1,0
1085,854,VIC-AOS,24,3,0
1086,854,VIC-AOT,25,3,0
1087,855,VIC-AOU,50,1,0
1088,855,VIC-AOV,15,3,0
1089,856,VIC-AOW,33,3,0
1090,856,VIC-AOX,82,2,0
1091,856,VIC-AOY,80,3,0
1092,857,VIC-AOZ,8,3,0
1093,858,VIC-APA,40,2,0
1094,858,VIC-APB,19,3,0
1095,859,VIC-APC,10,1,0
1096,860,VIC-APD,14,2,0
1097,861,VIC-APE,28,1,0
1098,861,VIC-APF,41,2,0
1099,862,VIC-APG,52,3,0
1100,862,VIC-APH,73,2,0
1101,863,VIC-API,18,3,0
1102,864,VIC-APJ,54,3,0
1103,864,VIC-APK,24,2,0
1104,864,VIC-APL,20,3,0
1105,865,VIC-APM,18,2,0
1106,866,VIC-APN,78,3,0
1107,866,VIC-APO,45,3,0
1108,867,VIC-APP,34,3,0
1109,868,VIC-APQ,29,3,0
1110,869,VIC-APR,80,2,0
1111,870,VIC-APS,39,2,0
1112,870,VIC-APT,82,1,0
1113,871,VIC-APU,11,3,0
1114,872,VIC-APV,42,3,0
1115,873,VIC-APW,36,3,0
1116,874,VIC-APX,42,1,0
1117,875,VIC-APY,51,2,0
1118,876,VIC-APZ,32,3,0
1119,877,VIC-AQA,15,2,1
1120,878,VIC-AQB,76,3,0
1121,879,VIC-AQC,12,2,0
1122,880,VIC-AQD,78,3,0
1123,881,VIC-AQE,72,1,0
1124,882,VIC-AQF,77,2,0
1125,882,VIC-AQG,79,3,0
1126,883,VIC-AQH,27,1,0
1127,884,VIC-AQI,61,3,0
1128,885,VIC-AQJ,45,1,0
1129,886,VIC-AQK,60,2,0
1130,887,VIC-AQL,55,3,0
1131,888,VIC-AQM,46,1,0
1132,889,VIC-AQN,47,2,0
1133,890,VIC-AQO,27,1,0
1134,891,VIC-AQP,73,1,0
1135,892,VIC-AQQ,10,3,0
1136,893,VIC-AQR,62,2,1
1137,894,VIC-AQS,78,1,0
1138,895,VIC-AQT,61,2,0
1139,895,VIC-AQU,72,2,0
1140,896,VIC-AQV,27,1,0
1141,897,VIC-AQW,76,3,0
1142,898,VIC-AQX,19,3,0
1143,899,VIC-AQY,47,1,0
1144,900,VIC-AQZ,60,2,0
1145,900,VIC-ARA,75,3,0
