ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
472,776,2,2023-08-25,2,7,32,70,7,1268,1,0
473,777,1,2023-08-31,1,6,28,63,6,1269,1,0
474,779,2,2020-08-15,1,5,25,55,5,1273,1,0
475,780,1,2021-05-22,1,12,53,118,12,1274,1,0
476,781,2,2023-03-10,1,1,8,17,1,1277,1,0
477,782,1,2026-04-14,1,9,41,91,9,1278,1,0
478,783,2,2025-03-13,1,6,29,64,6,1279,1,0
479,784,1,2023-07-30,1,4,21,47,4,1280,1,0
480,785,1,2020-02-09,1,9,41,92,9,1281,1,0
481,786,2,2022-10-22,1,4,21,48,4,1282,1,0
482,787,1,2021-03-30,1,1,4,5,1,1283,1,0
483,788,1,2022-02-06,1,10,46,103,10,1284,1,0
484,789,2,2021-04-04,1,4,19,41,4,1285,1,0
485,790,1,2022-11-08,1,7,32,72,7,1286,1,0
486,791,2,2025-07-07,1,1,8,18,1,1287,1,0
487,792,2,2020-03-10,1,1,5,9,1,1289,1,0
488,794,2,2026-01-13,1,7,32,71,7,1291,1,0
489,795,1,2024-03-17,1,9,40,88,9,1292,1,0
490,797,2,2025-06-25,1,1,5,9,1,1294,1,0
491,800,1,2025-08-06,1,5,25,56,5,1300,1,0
492,801,2,2023-07-18,1,6,30,68,6,1303,1,0
493,802,1,2023-11-04,1,4,20,45,4,1304,1,0
494,803,2,2021-10-15,1,1,5,7,1,1307,1,0
495,805,1,2023-04-06,1,11,48,108,11,1309,1,1
496,806,2,2024-01-17,1,6,27,60,6,1312,1,0
497,807,2,2021-12-30,1,5,25,55,5,1313,1,0
498,808,1,2025-10-03,1,3,15,32,3,1317,1,0
499,809,1,2022-07-13,1,2,11,23,2,1320,1,0
500,811,2,2024-02-16,2,10,45,100,10,1326,1,0
501,812,1,2024-09-17,1,2,12,26,2,1328,1,0
502,813,1,2025-07-16,1,1,4,6,1,1330,1,0
503,814,1,2023-11-21,1,8,37,82,8,1333,1,0
504,817,2,2023-11-22,1,6,28,61,6,1337,1,0
505,818,1,2021-10-14,1,12,53,119,12,1340,1,0
506,819,1,2021-05-20,1,8,37,84,8,1343,1,0
507,821,1,2025-04-27,1,1,3,1,1,1346,1,0
508,823,1,2024-05-21,1,3,15,32,3,1350,1,0
509,824,2,2020-10-04,2,3,16,34,3,1351,1,0
510,825,2,2021-02-24,1,5,25,57,5,1352,1,0
511,826,2,2025-01-18,1,3,17,38,3,1353,1,0
512,828,1,2023-08-23,1,1,6,11,1,1356,1,0
513,833,2,2023-02-11,1,1,6,11,1,1366,1,0
514,835,1,2020-12-07,1,1,4,6,1,1369,1,0
515,837,2,2020-11-26,1,7,33,74,7,1372,1,0
516,838,2,2020-06-11,1,2,11,23,2,1373,1,0
517,840,1,2023-06-08,1,11,48,107,11,1375,1,0
518,841,2,2023-07-04,1,6,29,66,6,1376,1,0
519,843,2,2022-05-18,1,4,19,42,4,1379,1,0
520,844,2,2024-11-18,1,11,50,114,11,1380,1,0
521,845,1,2024-08-10,1,1,4,5,1,1381,1,0
522,846,1,2024-08-31,1,11,49,111,11,1383,1,0
523,847,1,2023-03-25,1,6,29,64,6,1384,1,0
524,849,1,2020-03-24,1,5,24,54,5,1386,1,0
525,850,2,2024-02-19,1,8,36,80,8,1388,1,0
526,853,1,2023-06-07,2,1,4,6,1,1391,1,0
527,854,1,2022-07-19,1,9,40,89,9,1392,1,0
528,855,1,2024-06-23,1,1,3,1,1,1393,1,0
529,857,1,2021-05-21,1,4,19,40,4,1396,1,0
530,858,2,2023-05-27,1,5,25,55,5,1397,1,0
531,860,1,2023-04-26,1,10,46,105,10,1400,1,0
532,861,1,2024-08-20,1,4,21,47,4,1401,1,0
533,863,1,2023-04-15,1,6,29,64,6,1406,1,0
534,867,1,2020-07-05,1,1,8,17,1,1412,1,0
535,870,2,2022-12-13,4,1,4,6,1,1417,1,0
536,871,2,2022-10-15,1,1,4,5,1,1418,1,0
537,872,2,2022-08-08,1,10,44,98,10,1419,1,0
538,874,2,2022-09-26,1,3,14,28,3,1421,1,0
539,876,2,2021-02-26,1,9,42,96,9,1423,1,0
540,879,2,2024-11-27,1,9,41,93,9,1427,1,0
541,880,2,2022-03-12,1,1,4,6,1,1428,1,0
542,881,1,2021-02-07,1,10,45,102,10,1431,1,0
543,882,1,2023-11-10,1,3,17,39,3,1434,1,0
544,883,1,2021-09-03,1,12,52,115,12,1435,1,1
545,884,2,2020-07-21,1,1,8,17,1,1436,1,0
546,885,1,2021-06-19,1,9,42,94,9,1437,1,0
547,886,1,2020-05-11,1,4,20,43,4,1438,1,0
548,887,1,2025-12-19,1,7,34,77,7,1440,1,0
549,888,1,2023-02-17,1,5,24,54,5,1442,1,0
550,890,2,2025-11-21,1,8,37,82,8,1446,1,0
551,891,1,2022-12-14,1,6,30,68,6,1449,1,0
552,892,2,2024-07-01,1,1,8,17,1,1450,1,0
553,893,2,2020-07-06,3,2,10,19,2,1452,1,0
554,894,1,2021-06-14,1,6,28,63,6,1454,1,0
555,895,1,2021-01-22,1,3,16,35,3,1456,1,0
556,897,2,2023-11-05,1,12,53,118,12,1458,1,0
557,898,1,2025-07-12,1,8,37,82,8,1459,1,0
558,900,1,2020-07-27,1,8,36,79,8,1462,1,0
