ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
660,613,CMP-YJ,64,6,3,3,3
661,614,CMP-YK,50,5,5,1,2
662,615,CMP-YL,45,3,2,4,1
663,616,CMP-YM,78,1,1,4,3
664,617,CMP-YN,18,1,4,1,2
665,618,CMP-YO,28,1,3,5,1
666,619,CMP-YP,59,4,4,1,3
667,620,CMP-YQ,53,4,2,2,2
668,621,CMP-YR,73,3,4,3,1
669,622,CMP-YS,68,4,3,3,1
670,623,CMP-YT,44,4,3,5,3
671,624,CMP-YU,73,7,5,3,2
672,624,CMP-YV,78,1,4,3,1
673,625,CMP-YW,40,2,1,3,1
674,626,CMP-YX,23,1,4,2,1
675,627,CMP-YY,51,2,3,2,2
676,628,CMP-YZ,63,1,3,2,3
677,629,CMP-ZA,69,1,4,5,3
678,630,CMP-ZB,72,8,1,1,3
679,631,CMP-ZC,51,6,3,4,2
680,632,CMP-ZD,21,7,3,4,2
681,633,CMP-ZE,51,7,1,2,2
682,634,CMP-ZF,77,6,5,4,2
683,635,CMP-ZG,57,4,1,5,1
684,636,CMP-ZH,36,7,3,4,2
685,637,CMP-ZI,71,5,1,3,2
686,638,CMP-ZJ,34,7,4,3,2
687,639,CMP-ZK,67,1,4,3,1
688,640,CMP-ZL,22,8,3,4,3
689,641,CMP-ZM,71,4,3,1,2
690,642,CMP-ZN,42,7,4,2,2
691,643,CMP-ZO,48,7,5,4,3
692,644,CMP-ZP,20,2,5,3,1
693,645,CMP-ZQ,26,4,1,5,3
694,646,CMP-ZR,39,6,5,4,3
695,646,CMP-ZS,73,1,5,5,2
696,647,CMP-ZT,19,7,3,3,3
697,648,CMP-ZU,77,6,4,3,1
698,649,CMP-ZV,38,7,1,1,2
699,650,CMP-ZW,41,6,1,5,1
700,651,CMP-ZX,41,2,2,5,1
701,652,CMP-ZY,24,4,5,4,1
702,653,CMP-ZZ,50,5,1,3,3
703,654,CMP-AAA,35,8,1,5,2
704,655,CMP-AAB,45,2,3,4,2
705,656,CMP-AAC,31,7,2,5,2
706,657,CMP-AAD,33,5,2,4,3
707,658,CMP-AAE,31,8,5,3,2
708,659,CMP-AAF,68,4,4,2,1
709,660,CMP-AAG,75,1,2,5,1
710,661,CMP-AAH,78,2,5,5,2
711,662,CMP-AAI,19,8,5,1,3
712,662,CMP-AAJ,35,4,4,1,3
713,663,CMP-AAK,58,8,3,4,2
714,664,CMP-AAL,67,2,1,5,2
715,665,CMP-AAM,68,6,4,2,2
716,666,CMP-AAN,47,5,5,5,1
717,667,CMP-AAO,27,2,5,1,1
718,668,CMP-AAP,27,5,2,5,2
719,669,CMP-AAQ,63,7,3,1,2
720,670,CMP-AAR,63,7,5,2,2
721,671,CMP-AAS,44,4,2,2,2
722,672,CMP-AAT,62,2,2,3,3
723,673,CMP-AAU,48,6,2,1,2
724,674,CMP-AAV,42,1,1,4,3
725,675,CMP-AAW,31,6,2,3,3
726,676,CMP-AAX,46,7,5,2,3
727,677,CMP-AAY,33,1,2,5,1
728,678,CMP-AAZ,51,5,5,5,1
729,679,CMP-ABA,39,1,4,4,3
730,680,CMP-ABB,48,1,1,5,3
731,681,CMP-ABC,50,7,2,4,2
732,682,CMP-ABD,54,8,3,2,1
733,683,CMP-ABE,71,4,4,2,2
734,684,CMP-ABF,41,3,5,1,2
735,685,CMP-ABG,46,6,4,5,3
736,686,CMP-ABH,27,1,3,1,3
737,687,CMP-ABI,40,7,1,5,3
738,688,CMP-ABJ,68,3,5,3,2
739,689,CMP-ABK,41,1,2,5,1
740,690,CMP-ABL,72,3,3,3,2
741,691,CMP-ABM,69,6,2,5,2
742,692,CMP-ABN,38,1,1,5,1
743,693,CMP-ABO,64,6,2,5,1
744,694,CMP-ABP,73,1,2,1,3
745,695,CMP-ABQ,72,3,4,1,1
746,696,CMP-ABR,45,5,3,5,1
747,697,CMP-ABS,36,1,3,5,2
748,698,CMP-ABT,75,7,1,1,1
749,698,CMP-ABU,44,1,5,5,2
750,699,CMP-ABV,28,7,4,3,1
751,700,CMP-ABW,20,7,1,4,1
752,701,CMP-ABX,53,3,2,3,1
753,702,CMP-ABY,68,5,5,5,3
754,703,CMP-ABZ,19,1,1,1,2
755,703,CMP-ACA,21,7,1,5,1
756,704,CMP-ACB,42,4,3,4,1
757,705,CMP-ACC,72,7,2,4,1
758,706,CMP-ACD,58,7,1,2,1
759,707,CMP-ACE,56,2,5,2,2
760,708,CMP-ACF,41,8,4,4,2
761,709,CMP-ACG,68,1,1,1,2
762,709,CMP-ACH,53,7,4,3,3
763,710,CMP-ACI,36,5,3,5,3
764,711,CMP-ACJ,60,1,1,3,1
765,712,CMP-ACK,49,3,1,1,1
766,713,CMP-ACL,50,6,1,3,2
767,714,CMP-ACM,65,7,5,1,2
768,715,CMP-ACN,48,3,1,3,1
769,716,CMP-ACO,42,7,1,1,3
770,717,CMP-ACP,67,2,2,2,3
771,718,CMP-ACQ,23,7,5,5,1
772,719,CMP-ACR,64,5,5,4,2
773,720,CMP-ACS,51,6,2,2,1
774,721,CMP-ACT,63,6,5,5,2
775,722,CMP-ACU,74,7,4,3,3
776,723,CMP-ACV,24,3,2,4,1
777,724,CMP-ACW,66,7,1,4,2
778,725,CMP-ACX,71,6,4,2,2
779,726,CMP-ACY,70,8,3,2,2
780,727,CMP-ACZ,29,1,4,2,3
781,727,CMP-ADA,66,5,4,1,2
782,728,CMP-ADB,35,5,1,2,2
783,728,CMP-ADC,45,8,5,1,1
784,729,CMP-ADD,20,7,5,4,3
785,730,CMP-ADE,39,1,3,5,3
786,731,CMP-ADF,28,6,5,3,1
787,732,CMP-ADG,58,2,1,3,1
788,732,CMP-ADH,34,1,4,2,2
789,733,CMP-ADI,40,6,5,4,3
790,734,CMP-ADJ,27,3,1,4,3
791,735,CMP-ADK,37,8,2,1,1
792,736,CMP-ADL,26,7,5,5,3
793,737,CMP-ADM,59,1,4,2,3
794,738,CMP-ADN,21,2,3,1,1
795,739,CMP-ADO,72,5,2,4,1
796,740,CMP-ADP,57,7,1,3,2
797,741,CMP-ADQ,29,8,2,3,1
798,742,CMP-ADR,46,6,4,2,2
799,743,CMP-ADS,24,6,1,1,3
800,744,CMP-ADT,47,5,3,2,1
801,745,CMP-ADU,26,4,1,3,2
802,746,CMP-ADV,59,5,5,4,1
803,747,CMP-ADW,22,1,2,1,1
804,748,CMP-ADX,34,6,2,2,2
805,749,CMP-ADY,77,8,1,4,1
806,750,CMP-ADZ,57,5,5,5,3
807,750,CMP-AEA,23,8,3,1,1
808,751,CMP-AEB,62,6,3,2,3
809,752,CMP-AEC,63,4,2,2,1
810,753,CMP-AED,35,5,3,3,1
811,754,CMP-AEE,40,7,3,5,1
812,755,CMP-AEF,58,6,5,4,3
813,756,CMP-AEG,59,8,1,3,3
814,757,CMP-AEH,49,7,5,2,1
815,758,CMP-AEI,19,5,1,3,1
816,759,CMP-AEJ,30,5,2,2,3
817,760,CMP-AEK,29,5,2,5,1
818,761,CMP-AEL,37,6,3,3,1
819,762,CMP-AEM,67,7,3,5,3
820,763,CMP-AEN,48,7,2,2,3
821,764,CMP-AEO,76,2,5,1,1
822,765,CMP-AEP,34,4,4,4,3
823,766,CMP-AEQ,48,7,4,2,2
824,767,CMP-AER,32,2,3,1,2
825,768,CMP-AES,68,8,2,3,1
826,769,CMP-AET,53,8,4,2,2
827,770,CMP-AEU,76,8,2,4,3
828,771,CMP-AEV,77,7,4,4,3
829,772,CMP-AEW,61,6,1,1,3
830,773,CMP-AEX,70,8,1,1,3
831,773,CMP-AEY,56,2,3,4,1
832,774,CMP-AEZ,36,6,3,5,3
833,775,CMP-AFA,33,1,1,1,3
834,776,CMP-AFB,53,7,3,4,3
835,777,CMP-AFC,46,5,2,1,3
836,778,CMP-AFD,42,3,3,2,3
837,779,CMP-AFE,28,3,1,3,2
838,780,CMP-AFF,56,4,5,3,2
839,781,CMP-AFG,43,2,3,4,1
840,782,CMP-AFH,20,6,1,1,2
841,783,CMP-AFI,68,6,4,3,3
842,784,CMP-AFJ,25,2,2,1,2
843,785,CMP-AFK,20,2,4,2,2
844,786,CMP-AFL,24,8,5,3,3
845,787,CMP-AFM,56,8,1,1,1
846,788,CMP-AFN,33,3,5,3,2
847,789,CMP-AFO,42,5,2,4,1
848,790,CMP-AFP,54,4,5,5,3
849,791,CMP-AFQ,36,7,1,1,1
850,791,CMP-AFR,64,6,5,4,1
851,792,CMP-AFS,30,4,3,5,3
852,793,CMP-AFT,62,6,4,2,1
853,794,CMP-AFU,29,3,3,1,2
854,795,CMP-AFV,66,8,4,4,1
855,796,CMP-AFW,56,3,4,2,2
856,796,CMP-AFX,66,4,3,4,1
857,797,CMP-AFY,47,4,2,3,2
858,798,CMP-AFZ,69,4,5,3,3
859,799,CMP-AGA,75,8,2,5,2
860,800,CMP-AGB,32,7,1,4,1
861,801,CMP-AGC,60,2,4,1,3
862,802,CMP-AGD,41,6,1,5,3
863,803,CMP-AGE,71,3,4,1,1
864,804,CMP-AGF,35,3,2,4,2
865,805,CMP-AGG,39,8,2,4,2
866,806,CMP-AGH,62,3,2,1,3
867,807,CMP-AGI,78,7,2,4,1
868,808,CMP-AGJ,19,3,4,4,3
869,809,CMP-AGK,55,8,5,5,2
870,810,CMP-AGL,78,8,4,3,1
871,811,CMP-AGM,73,8,3,3,3
872,812,CMP-AGN,61,3,5,3,2
873,813,CMP-AGO,28,1,1,2,1
874,814,CMP-AGP,37,8,2,4,1
875,815,CMP-AGQ,56,8,2,2,3
876,816,CMP-AGR,44,6,4,5,2
877,817,CMP-AGS,24,1,2,1,2
878,818,CMP-AGT,38,6,1,1,2
879,819,CMP-AGU,33,1,5,1,1
880,820,CMP-AGV,25,8,5,2,1
881,821,CMP-AGW,37,3,3,3,3
882,822,CMP-AGX,34,5,5,5,2
883,823,CMP-AGY,64,5,4,3,2
884,823,CMP-AGZ,47,1,4,1,2
885,824,CMP-AHA,39,3,2,1,2
886,825,CMP-AHB,57,2,3,1,2
887,826,CMP-AHC,20,6,1,5,1
888,827,CMP-AHD,28,5,5,1,1
889,828,CMP-AHE,76,5,2,5,3
890,829,CMP-AHF,29,2,3,5,2
891,830,CMP-AHG,54,1,4,2,2
892,831,CMP-AHH,64,1,3,3,2
893,832,CMP-AHI,54,8,3,1,1
894,833,CMP-AHJ,44,5,5,3,2
895,834,CMP-AHK,41,3,2,2,1
896,835,CMP-AHL,77,3,4,5,3
897,836,CMP-AHM,62,2,3,3,1
898,837,CMP-AHN,71,4,1,3,2
899,838,CMP-AHO,64,3,2,5,2
900,839,CMP-AHP,25,8,4,1,2
901,840,CMP-AHQ,44,5,3,4,3
902,841,CMP-AHR,48,8,2,2,1
903,842,CMP-AHS,77,4,4,5,2
904,843,CMP-AHT,43,1,1,4,1
905,844,CMP-AHU,49,6,2,5,1
906,844,CMP-AHV,56,1,4,5,3
907,845,CMP-AHW,42,6,4,1,1
908,846,CMP-AHX,43,6,3,5,1
909,846,CMP-AHY,60,2,3,1,2
910,847,CMP-AHZ,23,1,2,3,2
911,847,CMP-AIA,34,2,4,3,1
912,848,CMP-AIB,22,5,4,2,1
913,849,CMP-AIC,23,6,4,4,1
914,850,CMP-AID,25,6,5,2,2
915,851,CMP-AIE,77,6,4,5,1
916,852,CMP-AIF,69,5,5,2,3
917,853,CMP-AIG,27,1,5,2,1
918,854,CMP-AIH,65,8,3,2,3
919,855,CMP-AII,25,8,3,2,1
920,856,CMP-AIJ,38,2,3,2,1
921,857,CMP-AIK,29,1,3,3,2
922,858,CMP-AIL,63,6,1,5,3
923,859,CMP-AIM,41,8,5,2,2
924,860,CMP-AIN,68,4,5,4,1
925,861,CMP-AIO,69,5,4,3,1
926,862,CMP-AIP,66,8,3,2,1
927,863,CMP-AIQ,44,4,5,4,2
928,864,CMP-AIR,26,2,5,3,1
929,865,CMP-AIS,77,2,3,4,1
930,866,CMP-AIT,77,1,1,2,1
931,867,CMP-AIU,30,8,5,2,3
932,868,CMP-AIV,30,7,4,5,1
933,869,CMP-AIW,35,1,2,5,1
934,869,CMP-AIX,58,8,4,3,3
935,870,CMP-AIY,72,3,3,3,1
936,871,CMP-AIZ,33,8,3,1,2
937,872,CMP-AJA,52,1,3,2,1
938,873,CMP-AJB,58,7,3,3,3
939,874,CMP-AJC,19,3,4,4,3
940,875,CMP-AJD,56,3,5,4,1
941,876,CMP-AJE,68,1,1,3,1
942,877,CMP-AJF,67,7,1,5,3
943,878,CMP-AJG,26,3,2,2,3
944,879,CMP-AJH,49,8,1,1,2
945,880,CMP-AJI,78,7,4,3,2
946,881,CMP-AJJ,42,8,4,2,3
947,882,CMP-AJK,29,7,3,4,1
948,883,CMP-AJL,35,5,5,1,3
949,884,CMP-AJM,33,7,5,1,2
950,885,CMP-AJN,47,8,4,1,1
951,886,CMP-AJO,70,4,5,2,2
952,887,CMP-AJP,47,5,4,4,1
953,888,CMP-AJQ,40,2,5,3,3
954,889,CMP-AJR,64,8,1,5,1
955,890,CMP-AJS,60,3,2,1,3
956,891,CMP-AJT,63,4,5,1,2
957,892,CMP-AJU,23,6,5,1,2
958,893,CMP-AJV,44,6,1,3,3
959,893,CMP-AJW,19,3,1,2,1
960,894,CMP-AJX,64,2,4,1,2
961,895,CMP-AJY,49,1,1,2,1
962,896,CMP-AJZ,55,8,1,4,1
963,897,CMP-AKA,71,3,2,4,3
964,898,CMP-AKB,63,5,4,5,3
965,899,CMP-AKC,52,2,2,3,1
966,900,CMP-AKD,40,5,5,1,1
