AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
766,466,ACC-ACL,51,1,A1
767,466,ACC-ACM,43,2,A2
768,467,ACC-ACN,69,2,A1
769,467,ACC-ACO,37,2,A2
770,468,ACC-ACP,52,2,A1
771,469,ACC-ACQ,20,3,A1
772,470,ACC-ACR,39,3,A1
773,471,ACC-ACS,25,3,A1
774,472,ACC-ACT,17,2,A1
775,473,ACC-ACU,37,2,A1
776,473,ACC-ACV,46,1,A2
777,474,ACC-ACW,13,3,A1
778,475,ACC-ACX,41,2,A1
779,476,ACC-ACY,60,2,A1
780,477,ACC-ACZ,12,1,A1
781,477,ACC-ADA,57,1,A2
782,478,ACC-ADB,26,3,A1
783,479,ACC-ADC,40,2,A1
784,480,ACC-ADD,24,1,A1
785,481,ACC-ADE,15,2,A1
786,482,ACC-ADF,41,1,A1
787,482,ACC-ADG,73,3,A2
788,483,ACC-ADH,34,1,A1
789,484,ACC-ADI,35,1,A1
790,485,ACC-ADJ,21,2,A1
791,486,ACC-ADK,65,3,A1
792,486,ACC-ADL,74,1,A2
793,487,ACC-ADM,31,2,A1
794,488,ACC-ADN,73,2,A1
795,489,ACC-ADO,51,1,A1
796,490,ACC-ADP,18,2,A1
797,490,ACC-ADQ,40,1,A2
798,491,ACC-ADR,43,2,A1
799,492,ACC-ADS,17,3,A1
800,493,ACC-ADT,69,1,A1
801,493,ACC-ADU,20,3,A2
802,494,ACC-ADV,33,2,A1
803,494,ACC-ADW,40,1,A2
804,494,ACC-ADX,20,2,A3
805,495,ACC-ADY,20,2,A1
806,496,ACC-ADZ,27,3,A1
807,497,ACC-AEA,38,1,A1
808,498,ACC-AEB,73,2,A1
809,498,ACC-AEC,14,1,A2
810,498,ACC-AED,21,2,A3
811,499,ACC-AEE,72,3,A1
812,499,ACC-AEF,19,1,A2
813,499,ACC-AEG,29,2,A3
814,500,ACC-AEH,25,3,A1
815,500,ACC-AEI,40,2,A2
816,501,ACC-AEJ,28,3,A1
817,502,ACC-AEK,48,3,A1
818,502,ACC-AEL,66,1,A2
819,503,ACC-AEM,37,3,A1
820,504,ACC-AEN,55,3,A1
821,505,ACC-AEO,65,3,A1
822,506,ACC-AEP,48,2,A1
823,507,ACC-AEQ,53,3,A1
824,507,ACC-AER,22,1,A2
825,507,ACC-AES,30,3,A3
826,507,ACC-AET,45,3,A4
827,508,ACC-AEU,33,2,A1
828,508,ACC-AEV,29,3,A2
829,508,ACC-AEW,55,3,A3
830,509,ACC-AEX,39,2,A1
831,510,ACC-AEY,73,3,A1
832,511,ACC-AEZ,46,2,A1
833,511,ACC-AFA,52,3,A2
834,512,ACC-AFB,19,1,A1
835,513,ACC-AFC,16,1,A1
836,513,ACC-AFD,21,3,A2
837,513,ACC-AFE,26,1,A3
838,514,ACC-AFF,45,3,A1
839,515,ACC-AFG,35,2,A1
840,515,ACC-AFH,25,2,A2
841,516,ACC-AFI,75,2,A1
842,516,ACC-AFJ,16,1,A2
843,517,ACC-AFK,21,2,A1
844,518,ACC-AFL,31,2,A1
845,519,ACC-AFM,52,3,A1
846,519,ACC-AFN,65,3,A2
847,520,ACC-AFO,72,2,A1
848,520,ACC-AFP,15,3,A2
849,521,ACC-AFQ,42,2,A1
850,522,ACC-AFR,68,1,A1
851,522,ACC-AFS,58,3,A2
852,522,ACC-AFT,45,2,A3
853,522,ACC-AFU,18,2,A4
854,523,ACC-AFV,39,1,A1
855,524,ACC-AFW,48,1,A1
856,525,ACC-AFX,37,2,A1
857,525,ACC-AFY,75,1,A2
858,526,ACC-AFZ,30,2,A1
859,526,ACC-AGA,32,3,A2
860,527,ACC-AGB,19,1,A1
861,528,ACC-AGC,68,3,A1
862,529,ACC-AGD,35,3,A1
863,529,ACC-AGE,53,1,A2
864,529,ACC-AGF,56,3,A3
865,530,ACC-AGG,41,3,A1
866,530,ACC-AGH,57,3,A2
867,531,ACC-AGI,45,2,A1
868,531,ACC-AGJ,21,3,A2
869,532,ACC-AGK,48,2,A1
870,532,ACC-AGL,49,3,A2
871,533,ACC-AGM,59,1,A1
872,534,ACC-AGN,28,3,A1
873,534,ACC-AGO,56,2,A2
874,535,ACC-AGP,70,1,A1
875,536,ACC-AGQ,24,1,A1
876,537,ACC-AGR,12,1,A1
877,538,ACC-AGS,67,1,A1
878,538,ACC-AGT,61,3,A2
879,538,ACC-AGU,73,3,A3
880,538,ACC-AGV,32,2,A4
881,539,ACC-AGW,25,1,A1
882,540,ACC-AGX,25,3,A1
883,541,ACC-AGY,43,1,A1
884,542,ACC-AGZ,14,1,A1
885,542,ACC-AHA,36,1,A2
886,542,ACC-AHB,23,1,A3
887,542,ACC-AHC,59,1,A4
888,543,ACC-AHD,60,1,A1
889,543,ACC-AHE,14,2,A2
890,544,ACC-AHF,63,2,A1
891,544,ACC-AHG,51,1,A2
892,545,ACC-AHH,14,3,A1
893,546,ACC-AHI,27,1,A1
894,546,ACC-AHJ,71,1,A2
895,547,ACC-AHK,54,2,A1
896,548,ACC-AHL,46,3,A1
897,549,ACC-AHM,66,1,A1
898,549,ACC-AHN,32,3,A2
899,550,ACC-AHO,47,1,A1
900,551,ACC-AHP,50,1,A1
901,551,ACC-AHQ,49,3,A2
902,551,ACC-AHR,73,1,A3
903,552,ACC-AHS,25,1,A1
904,552,ACC-AHT,23,1,A2
905,553,ACC-AHU,28,3,A1
906,554,ACC-AHV,69,1,A1
907,554,ACC-AHW,30,2,A2
908,555,ACC-AHX,42,2,A1
909,555,ACC-AHY,66,2,A2
910,556,ACC-AHZ,37,2,A1
911,557,ACC-AIA,40,3,A1
912,557,ACC-AIB,25,1,A2
913,558,ACC-AIC,30,3,A1
914,558,ACC-AID,43,3,A2
915,559,ACC-AIE,70,1,A1
916,559,ACC-AIF,56,2,A2
917,559,ACC-AIG,25,2,A3
918,560,ACC-AIH,14,3,A1
919,561,ACC-AII,19,1,A1
920,562,ACC-AIJ,42,3,A1
921,562,ACC-AIK,39,3,A2
922,563,ACC-AIL,21,3,A1
923,564,ACC-AIM,37,3,A1
924,565,ACC-AIN,55,2,A1
925,565,ACC-AIO,47,1,A2
926,566,ACC-AIP,12,2,A1
927,567,ACC-AIQ,63,1,A1
928,567,ACC-AIR,41,2,A2
929,568,ACC-AIS,36,3,A1
930,569,ACC-AIT,18,2,A1
931,569,ACC-AIU,67,1,A2
932,570,ACC-AIV,71,1,A1
933,570,ACC-AIW,23,1,A2
934,571,ACC-AIX,48,1,A1
935,572,ACC-AIY,21,3,A1
936,573,ACC-AIZ,72,3,A1
937,574,ACC-AJA,68,2,A1
938,574,ACC-AJB,37,2,A2
939,575,ACC-AJC,44,2,A1
940,575,ACC-AJD,38,1,A2
941,576,ACC-AJE,65,3,A1
942,577,ACC-AJF,51,2,A1
943,578,ACC-AJG,58,2,A1
944,578,ACC-AJH,13,1,A2
945,578,ACC-AJI,47,2,A3
946,579,ACC-AJJ,52,1,A1
947,579,ACC-AJK,21,1,A2
948,579,ACC-AJL,66,3,A3
949,580,ACC-AJM,14,1,A1
950,581,ACC-AJN,38,2,A1
951,581,ACC-AJO,64,1,A2
952,582,ACC-AJP,56,1,A1
953,582,ACC-AJQ,13,2,A2
954,583,ACC-AJR,48,1,A1
955,584,ACC-AJS,29,1,A1
956,584,ACC-AJT,57,3,A2
957,585,ACC-AJU,17,3,A1
958,586,ACC-AJV,36,2,A1
959,587,ACC-AJW,58,2,A1
960,587,ACC-AJX,67,3,A2
961,587,ACC-AJY,22,3,A3
962,588,ACC-AJZ,28,2,A1
963,589,ACC-AKA,32,1,A1
964,589,ACC-AKB,57,3,A2
965,590,ACC-AKC,19,1,A1
966,591,ACC-AKD,44,3,A1
967,592,ACC-AKE,67,1,A1
968,593,ACC-AKF,41,2,A1
969,594,ACC-AKG,60,1,A1
970,595,ACC-AKH,25,3,A1
971,595,ACC-AKI,54,3,A2
972,595,ACC-AKJ,28,3,A3
973,596,ACC-AKK,56,2,A1
974,596,ACC-AKL,46,3,A2
975,596,ACC-AKM,55,1,A3
976,597,ACC-AKN,63,1,A1
977,597,ACC-AKO,59,3,A2
978,598,ACC-AKP,19,2,A1
979,599,ACC-AKQ,54,3,A1
980,600,ACC-AKR,53,1,A1
981,601,ACC-AKS,16,1,A1
982,601,ACC-AKT,70,2,A2
983,602,ACC-AKU,74,1,A1
984,602,ACC-AKV,24,1,A2
985,603,ACC-AKW,66,2,A1
986,604,ACC-AKX,42,1,A1
987,604,ACC-AKY,41,1,A2
988,605,ACC-AKZ,24,3,A1
989,605,ACC-ALA,49,1,A2
990,606,ACC-ALB,61,2,A1
991,607,ACC-ALC,54,1,A1
992,608,ACC-ALD,29,3,A1
993,608,ACC-ALE,49,1,A2
994,609,ACC-ALF,38,3,A1
995,610,ACC-ALG,52,3,A1
996,610,ACC-ALH,38,2,A2
997,611,ACC-ALI,59,3,A1
998,611,ACC-ALJ,31,2,A2
999,611,ACC-ALK,18,2,A3
1000,612,ACC-ALL,30,2,A1
1001,612,ACC-ALM,65,2,A2
1002,613,ACC-ALN,25,2,A1
1003,614,ACC-ALO,24,1,A1
1004,614,ACC-ALP,46,3,A2
1005,614,ACC-ALQ,34,2,A3
1006,615,ACC-ALR,40,1,A1
1007,616,ACC-ALS,55,3,A1
1008,617,ACC-ALT,60,2,A1
1009,618,ACC-ALU,14,3,A1
1010,618,ACC-ALV,34,3,A2
1011,619,ACC-ALW,41,1,A1
1012,620,ACC-ALX,28,3,A1
1013,620,ACC-ALY,62,2,A2
1014,621,ACC-ALZ,51,1,A1
1015,622,ACC-AMA,51,2,A1
1016,623,ACC-AMB,75,2,A1
1017,624,ACC-AMC,12,2,A1
1018,625,ACC-AMD,65,3,A1
1019,626,ACC-AME,51,1,A1
1020,626,ACC-AMF,61,3,A2
1021,627,ACC-AMG,22,2,A1
1022,627,ACC-AMH,40,3,A2
1023,628,ACC-AMI,30,3,A1
1024,629,ACC-AMJ,42,3,A1
1025,630,ACC-AMK,44,1,A1
1026,631,ACC-AML,21,2,A1
1027,632,ACC-AMM,40,3,A1
1028,632,ACC-AMN,54,2,A2
1029,632,ACC-AMO,70,1,A3
1030,633,ACC-AMP,27,1,A1
1031,633,ACC-AMQ,33,3,A2
1032,634,ACC-AMR,47,1,A1
1033,634,ACC-AMS,19,1,A2
1034,634,ACC-AMT,36,3,A3
1035,634,ACC-AMU,18,2,A4
1036,635,ACC-AMV,22,3,A1
1037,635,ACC-AMW,33,1,A2
1038,635,ACC-AMX,56,1,A3
1039,636,ACC-AMY,48,3,A1
1040,637,ACC-AMZ,12,1,A1
1041,638,ACC-ANA,27,1,A1
1042,638,ACC-ANB,48,2,A2
1043,638,ACC-ANC,56,3,A3
1044,639,ACC-AND,47,3,A1
1045,640,ACC-ANE,65,1,A1
1046,640,ACC-ANF,20,2,A2
1047,641,ACC-ANG,32,1,A1
1048,642,ACC-ANH,24,1,A1
1049,642,ACC-ANI,43,2,A2
1050,643,ACC-ANJ,61,2,A1
1051,644,ACC-ANK,69,1,A1
1052,645,ACC-ANL,74,3,A1
1053,646,ACC-ANM,34,3,A1
1054,646,ACC-ANN,50,3,A2
1055,647,ACC-ANO,73,2,A1
1056,648,ACC-ANP,71,2,A1
1057,649,ACC-ANQ,42,3,A1
1058,649,ACC-ANR,38,1,A2
1059,649,ACC-ANS,42,3,A3
1060,650,ACC-ANT,66,3,A1
1061,650,ACC-ANU,16,2,A2
1062,650,ACC-ANV,26,2,A3
1063,651,ACC-ANW,15,1,A1
1064,652,ACC-ANX,28,2,A1
1065,653,ACC-ANY,20,2,A1
1066,653,ACC-ANZ,71,3,A2
1067,653,ACC-AOA,30,3,A3
1068,654,ACC-AOB,69,3,A1
1069,655,ACC-AOC,37,3,A1
1070,655,ACC-AOD,38,3,A2
1071,656,ACC-AOE,52,3,A1
1072,657,ACC-AOF,32,2,A1
1073,658,ACC-AOG,49,2,A1
1074,658,ACC-AOH,21,1,A2
1075,658,ACC-AOI,18,3,A3
1076,659,ACC-AOJ,50,2,A1
1077,660,ACC-AOK,25,3,A1
1078,661,ACC-AOL,59,3,A1
1079,662,ACC-AOM,19,1,A1
1080,663,ACC-AON,13,2,A1
1081,664,ACC-AOO,68,1,A1
1082,665,ACC-AOP,25,1,A1
1083,666,ACC-AOQ,56,1,A1
1084,666,ACC-AOR,51,1,A2
1085,667,ACC-AOS,15,1,A1
1086,668,ACC-AOT,15,2,A1
1087,669,ACC-AOU,52,3,A1
1088,670,ACC-AOV,17,1,A1
1089,670,ACC-AOW,19,3,A2
1090,671,ACC-AOX,66,1,A1
1091,672,ACC-AOY,36,3,A1
1092,673,ACC-AOZ,43,3,A1
1093,673,ACC-APA,37,2,A2
1094,674,ACC-APB,32,3,A1
1095,674,ACC-APC,71,3,A2
1096,674,ACC-APD,41,1,A3
1097,674,ACC-APE,19,1,A4
1098,675,ACC-APF,56,1,A1
1099,675,ACC-APG,36,3,A2
1100,676,ACC-APH,39,2,A1
1101,677,ACC-API,15,2,A1
1102,677,ACC-APJ,45,1,A2
1103,678,ACC-APK,38,2,A1
1104,679,ACC-APL,30,3,A1
1105,680,ACC-APM,16,3,A1
1106,680,ACC-APN,57,3,A2
1107,681,ACC-APO,19,2,A1
1108,682,ACC-APP,60,3,A1
1109,683,ACC-APQ,31,1,A1
1110,684,ACC-APR,68,2,A1
1111,685,ACC-APS,54,1,A1
1112,686,ACC-APT,12,2,A1
1113,687,ACC-APU,60,2,A1
1114,688,ACC-APV,12,3,A1
1115,689,ACC-APW,34,2,A1
1116,689,ACC-APX,40,1,A2
1117,690,ACC-APY,13,3,A1
1118,690,ACC-APZ,63,3,A2
1119,690,ACC-AQA,38,1,A3
1120,691,ACC-AQB,15,3,A1
1121,692,ACC-AQC,19,2,A1
1122,692,ACC-AQD,33,2,A2
1123,692,ACC-AQE,46,2,A3
1124,693,ACC-AQF,33,1,A1
1125,693,ACC-AQG,21,3,A2
1126,694,ACC-AQH,46,2,A1
1127,694,ACC-AQI,48,2,A2
1128,694,ACC-AQJ,47,3,A3
1129,695,ACC-AQK,53,3,A1
1130,696,ACC-AQL,75,2,A1
1131,697,ACC-AQM,33,2,A1
1132,697,ACC-AQN,51,1,A2
1133,698,ACC-AQO,23,2,A1
1134,699,ACC-AQP,27,2,A1
1135,700,ACC-AQQ,18,3,A1
1136,701,ACC-AQR,53,2,A1
1137,702,ACC-AQS,70,3,A1
1138,702,ACC-AQT,12,1,A2
1139,703,ACC-AQU,58,1,A1
1140,704,ACC-AQV,26,1,A1
1141,705,ACC-AQW,68,1,A1
1142,706,ACC-AQX,44,2,A1
1143,706,ACC-AQY,40,1,A2
1144,707,ACC-AQZ,65,3,A1
1145,708,ACC-ARA,37,3,A1
1146,708,ACC-ARB,64,2,A2
1147,709,ACC-ARC,22,2,A1
1148,710,ACC-ARD,18,1,A1
1149,710,ACC-ARE,50,3,A2
1150,710,ACC-ARF,59,1,A3
1151,711,ACC-ARG,42,3,A1
1152,711,ACC-ARH,68,1,A2
1153,711,ACC-ARI,55,2,A3
1154,712,ACC-ARJ,67,1,A1
1155,713,ACC-ARK,28,1,A1
1156,714,ACC-ARL,26,3,A1
1157,714,ACC-ARM,34,2,A2
1158,715,ACC-ARN,68,3,A1
1159,716,ACC-ARO,22,2,A1
1160,717,ACC-ARP,19,2,A1
1161,717,ACC-ARQ,46,3,A2
1162,717,ACC-ARR,48,2,A3
1163,718,ACC-ARS,71,2,A1
1164,718,ACC-ART,70,3,A2
1165,718,ACC-ARU,40,3,A3
1166,718,ACC-ARV,48,3,A4
1167,719,ACC-ARW,20,1,A1
1168,720,ACC-ARX,57,2,A1
1169,721,ACC-ARY,40,1,A1
1170,722,ACC-ARZ,62,1,A1
1171,722,ACC-ASA,63,3,A2
1172,722,ACC-ASB,36,2,A3
1173,723,ACC-ASC,40,1,A1
1174,724,ACC-ASD,32,1,A1
1175,724,ACC-ASE,43,1,A2
1176,724,ACC-ASF,20,2,A3
1177,724,ACC-ASG,34,2,A4
1178,725,ACC-ASH,69,1,A1
1179,725,ACC-ASI,55,2,A2
1180,725,ACC-ASJ,47,3,A3
1181,726,ACC-ASK,41,3,A1
1182,727,ACC-ASL,72,3,A1
1183,728,ACC-ASM,39,1,A1
1184,729,ACC-ASN,48,3,A1
1185,729,ACC-ASO,36,1,A2
1186,729,ACC-ASP,43,1,A3
1187,730,ACC-ASQ,65,3,A1
1188,731,ACC-ASR,38,3,A1
1189,731,ACC-ASS,48,3,A2
1190,732,ACC-AST,68,2,A1
1191,732,ACC-ASU,67,1,A2
1192,732,ACC-ASV,47,2,A3
1193,733,ACC-ASW,25,3,A1
1194,733,ACC-ASX,29,1,A2
1195,733,ACC-ASY,29,2,A3
1196,733,ACC-ASZ,39,1,A4
1197,734,ACC-ATA,73,2,A1
1198,735,ACC-ATB,14,2,A1
1199,735,ACC-ATC,24,1,A2
1200,735,ACC-ATD,58,3,A3
1201,736,ACC-ATE,30,2,A1
1202,736,ACC-ATF,60,3,A2
1203,737,ACC-ATG,55,2,A1
1204,738,ACC-ATH,49,1,A1
1205,738,ACC-ATI,33,1,A2
1206,739,ACC-ATJ,65,2,A1
1207,739,ACC-ATK,35,2,A2
1208,740,ACC-ATL,59,1,A1
1209,740,ACC-ATM,31,3,A2
1210,740,ACC-ATN,19,3,A3
1211,741,ACC-ATO,36,3,A1
1212,741,ACC-ATP,15,3,A2
1213,742,ACC-ATQ,27,2,A1
1214,743,ACC-ATR,63,1,A1
1215,743,ACC-ATS,45,1,A2
1216,743,ACC-ATT,19,1,A3
1217,743,ACC-ATU,24,2,A4
1218,744,ACC-ATV,17,2,A1
1219,745,ACC-ATW,48,3,A1
1220,746,ACC-ATX,55,1,A1
1221,747,ACC-ATY,63,1,A1
1222,747,ACC-ATZ,69,1,A2
1223,748,ACC-AUA,63,1,A1
1224,749,ACC-AUB,37,2,A1
1225,750,ACC-AUC,43,2,A1
1226,750,ACC-AUD,33,2,A2
1227,751,ACC-AUE,34,1,A1
1228,752,ACC-AUF,14,1,A1
1229,752,ACC-AUG,38,2,A2
1230,753,ACC-AUH,64,3,A1
1231,753,ACC-AUI,66,3,A2
1232,753,ACC-AUJ,49,3,A3
1233,753,ACC-AUK,35,1,A4
1234,754,ACC-AUL,57,1,A1
1235,755,ACC-AUM,43,1,A1
1236,756,ACC-AUN,50,3,A1
1237,756,ACC-AUO,18,2,A2
1238,756,ACC-AUP,37,3,A3
1239,757,ACC-AUQ,24,3,A1
1240,757,ACC-AUR,14,2,A2
1241,758,ACC-AUS,44,1,A1
1242,759,ACC-AUT,70,1,A1
1243,760,ACC-AUU,64,3,A1
1244,761,ACC-AUV,68,1,A1
1245,761,ACC-AUW,73,2,A2
1246,761,ACC-AUX,65,2,A3
1247,761,ACC-AUY,75,2,A4
1248,762,ACC-AUZ,59,2,A1
1249,762,ACC-AVA,25,2,A2
1250,763,ACC-AVB,46,2,A1
1251,764,ACC-AVC,18,2,A1
1252,764,ACC-AVD,26,3,A2
1253,764,ACC-AVE,26,1,A3
1254,765,ACC-AVF,14,2,A1
1255,765,ACC-AVG,12,1,A2
1256,765,ACC-AVH,64,1,A3
1257,766,ACC-AVI,57,3,A1
1258,767,ACC-AVJ,53,1,A1
1259,768,ACC-AVK,50,3,A1
1260,769,ACC-AVL,38,1,A1
1261,770,ACC-AVM,38,3,A1
1262,771,ACC-AVN,54,1,A1
1263,771,ACC-AVO,15,2,A2
1264,772,ACC-AVP,25,1,A1
1265,773,ACC-AVQ,15,2,A1
1266,774,ACC-AVR,50,2,A1
1267,775,ACC-AVS,28,3,A1
1268,776,ACC-AVT,39,1,A1
1269,777,ACC-AVU,38,2,A1
1270,777,ACC-AVV,31,2,A2
1271,778,ACC-AVW,51,2,A1
1272,778,ACC-AVX,59,1,A2
1273,779,ACC-AVY,61,3,A1
1274,780,ACC-AVZ,53,2,A1
1275,780,ACC-AWA,61,3,A2
1276,780,ACC-AWB,35,2,A3
1277,781,ACC-AWC,58,2,A1
1278,782,ACC-AWD,68,3,A1
1279,783,ACC-AWE,38,3,A1
1280,784,ACC-AWF,37,3,A1
1281,785,ACC-AWG,29,1,A1
1282,786,ACC-AWH,67,1,A1
1283,787,ACC-AWI,33,3,A1
1284,788,ACC-AWJ,54,1,A1
1285,789,ACC-AWK,49,1,A1
1286,790,ACC-AWL,20,2,A1
1287,791,ACC-AWM,38,3,A1
1288,791,ACC-AWN,22,3,A2
1289,792,ACC-AWO,22,3,A1
1290,793,ACC-AWP,24,2,A1
1291,794,ACC-AWQ,45,3,A1
1292,795,ACC-AWR,74,1,A1
1293,796,ACC-AWS,49,3,A1
1294,797,ACC-AWT,40,2,A1
1295,798,ACC-AWU,32,3,A1
1296,798,ACC-AWV,53,1,A2
1297,798,ACC-AWW,38,3,A3
1298,799,ACC-AWX,61,2,A1
1299,799,ACC-AWY,47,3,A2
1300,800,ACC-AWZ,14,2,A1
1301,800,ACC-AXA,24,1,A2
1302,800,ACC-AXB,14,2,A3
1303,801,ACC-AXC,36,1,A1
1304,802,ACC-AXD,13,1,A1
1305,802,ACC-AXE,65,3,A2
1306,802,ACC-AXF,40,3,A3
1307,803,ACC-AXG,33,1,A1
1308,804,ACC-AXH,55,1,A1
1309,805,ACC-AXI,59,3,A1
1310,805,ACC-AXJ,20,2,A2
1311,805,ACC-AXK,35,1,A3
1312,806,ACC-AXL,54,3,A1
1313,807,ACC-AXM,66,2,A1
1314,807,ACC-AXN,50,1,A2
1315,807,ACC-AXO,19,3,A3
1316,807,ACC-AXP,40,2,A4
1317,808,ACC-AXQ,72,2,A1
1318,808,ACC-AXR,48,1,A2
1319,808,ACC-AXS,18,1,A3
1320,809,ACC-AXT,58,1,A1
1321,809,ACC-AXU,22,2,A2
1322,809,ACC-AXV,29,3,A3
1323,810,ACC-AXW,42,3,A1
1324,810,ACC-AXX,26,1,A2
1325,810,ACC-AXY,67,1,A3
1326,811,ACC-AXZ,32,3,A1
1327,811,ACC-AYA,42,3,A2
1328,812,ACC-AYB,35,1,A1
1329,812,ACC-AYC,40,3,A2
1330,813,ACC-AYD,38,3,A1
1331,813,ACC-AYE,42,2,A2
1332,813,ACC-AYF,44,3,A3
1333,814,ACC-AYG,19,3,A1
1334,815,ACC-AYH,74,2,A1
1335,816,ACC-AYI,15,3,A1
1336,816,ACC-AYJ,55,1,A2
1337,817,ACC-AYK,26,2,A1
1338,817,ACC-AYL,52,1,A2
1339,817,ACC-AYM,70,3,A3
1340,818,ACC-AYN,35,2,A1
1341,818,ACC-AYO,63,1,A2
1342,818,ACC-AYP,13,3,A3
1343,819,ACC-AYQ,43,2,A1
1344,819,ACC-AYR,43,3,A2
1345,820,ACC-AYS,18,3,A1
1346,821,ACC-AYT,22,3,A1
1347,821,ACC-AYU,67,3,A2
1348,821,ACC-AYV,68,3,A3
1349,822,ACC-AYW,39,2,A1
1350,823,ACC-AYX,17,1,A1
1351,824,ACC-AYY,36,1,A1
1352,825,ACC-AYZ,18,3,A1
1353,826,ACC-AZA,18,3,A1
1354,826,ACC-AZB,55,1,A2
1355,827,ACC-AZC,57,2,A1
1356,828,ACC-AZD,69,2,A1
1357,828,ACC-AZE,33,2,A2
1358,829,ACC-AZF,56,1,A1
1359,830,ACC-AZG,75,3,A1
1360,830,ACC-AZH,73,1,A2
1361,830,ACC-AZI,36,3,A3
1362,831,ACC-AZJ,28,1,A1
1363,832,ACC-AZK,69,2,A1
1364,832,ACC-AZL,63,1,A2
1365,832,ACC-AZM,24,1,A3
1366,833,ACC-AZN,25,3,A1
1367,834,ACC-AZO,72,3,A1
1368,834,ACC-AZP,36,2,A2
1369,835,ACC-AZQ,72,1,A1
1370,836,ACC-AZR,27,3,A1
1371,836,ACC-AZS,59,1,A2
1372,837,ACC-AZT,57,3,A1
1373,838,ACC-AZU,54,2,A1
1374,839,ACC-AZV,36,1,A1
1375,840,ACC-AZW,48,1,A1
1376,841,ACC-AZX,68,3,A1
1377,842,ACC-AZY,66,1,A1
1378,842,ACC-AZZ,25,1,A2
1379,843,ACC-BAA,57,3,A1
1380,844,ACC-BAB,33,1,A1
1381,845,ACC-BAC,38,2,A1
1382,845,ACC-BAD,65,3,A2
1383,846,ACC-BAE,15,3,A1
1384,847,ACC-BAF,62,3,A1
1385,848,ACC-BAG,50,3,A1
1386,849,ACC-BAH,15,2,A1
1387,849,ACC-BAI,26,3,A2
1388,850,ACC-BAJ,59,2,A1
1389,851,ACC-BAK,55,1,A1
1390,852,ACC-BAL,43,2,A1
1391,853,ACC-BAM,65,1,A1
1392,854,ACC-BAN,16,3,A1
1393,855,ACC-BAO,32,1,A1
1394,856,ACC-BAP,21,1,A1
1395,856,ACC-BAQ,61,3,A2
1396,857,ACC-BAR,45,3,A1
1397,858,ACC-BAS,46,1,A1
1398,858,ACC-BAT,72,2,A2
1399,859,ACC-BAU,45,2,A1
1400,860,ACC-BAV,71,3,A1
1401,861,ACC-BAW,45,3,A1
1402,862,ACC-BAX,34,1,A1
1403,862,ACC-BAY,39,2,A2
1404,862,ACC-BAZ,38,2,A3
1405,862,ACC-BBA,71,1,A4
1406,863,ACC-BBB,62,2,A1
1407,863,ACC-BBC,33,3,A2
1408,864,ACC-BBD,62,3,A1
1409,865,ACC-BBE,64,2,A1
1410,865,ACC-BBF,27,3,A2
1411,866,ACC-BBG,39,1,A1
1412,867,ACC-BBH,22,1,A1
1413,868,ACC-BBI,54,1,A1
1414,868,ACC-BBJ,26,1,A2
1415,868,ACC-BBK,50,3,A3
1416,869,ACC-BBL,53,2,A1
1417,870,ACC-BBM,46,3,A1
1418,871,ACC-BBN,31,1,A1
1419,872,ACC-BBO,68,3,A1
1420,873,ACC-BBP,31,2,A1
1421,874,ACC-BBQ,40,3,A1
1422,875,ACC-BBR,74,2,A1
1423,876,ACC-BBS,57,3,A1
1424,877,ACC-BBT,59,2,A1
1425,877,ACC-BBU,62,1,A2
1426,878,ACC-BBV,50,2,A1
1427,879,ACC-BBW,32,2,A1
1428,880,ACC-BBX,36,3,A1
1429,880,ACC-BBY,24,3,A2
1430,880,ACC-BBZ,28,2,A3
1431,881,ACC-BCA,31,2,A1
1432,881,ACC-BCB,54,3,A2
1433,881,ACC-BCC,32,2,A3
1434,882,ACC-BCD,36,2,A1
1435,883,ACC-BCE,55,1,A1
1436,884,ACC-BCF,68,3,A1
1437,885,ACC-BCG,41,3,A1
1438,886,ACC-BCH,26,1,A1
1439,886,ACC-BCI,35,1,A2
1440,887,ACC-BCJ,38,3,A1
1441,887,ACC-BCK,68,2,A2
1442,888,ACC-BCL,19,1,A1
1443,888,ACC-BCM,57,3,A2
1444,889,ACC-BCN,22,3,A1
1445,889,ACC-BCO,51,3,A2
1446,890,ACC-BCP,74,3,A1
1447,890,ACC-BCQ,39,2,A2
1448,890,ACC-BCR,29,3,A3
1449,891,ACC-BCS,66,3,A1
1450,892,ACC-BCT,31,2,A1
1451,892,ACC-BCU,46,3,A2
1452,893,ACC-BCV,16,1,A1
1453,893,ACC-BCW,26,1,A2
1454,894,ACC-BCX,43,3,A1
1455,894,ACC-BCY,51,3,A2
1456,895,ACC-BCZ,39,1,A1
1457,896,ACC-BDA,34,1,A1
1458,897,ACC-BDB,71,2,A1
1459,898,ACC-BDC,22,2,A1
1460,898,ACC-BDD,55,3,A2
1461,899,ACC-BDE,52,1,A1
1462,900,ACC-BDF,33,2,A1
1463,900,ACC-BDG,32,2,A2
