CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
132,100040019202500001,202500001,2025-07-18,40,19,1,1,5,14,3,4,2025-07-14 11:27:00,2025-07-14 14:58:00,2025-07-14 17:33:00,13.301085,77.06878,Masked FIR summary for unlawful assembly case 0132.
133,100010003202300002,202300002,2023-03-18,1,3,1,1,2,5,5,1,2023-03-17 01:57:00,2023-03-17 02:22:00,2023-03-17 05:02:00,12.884412,77.524422,Masked FIR summary for theft case 0133.
134,100010007202300003,202300003,2023-09-22,13,7,1,2,4,13,2,1,2023-09-19 16:08:00,2023-09-19 18:32:00,2023-09-19 20:56:00,13.071308,77.486357,Masked FIR summary for drug trafficking case 0134.
135,400090040202100001,202100001,2021-08-21,88,40,4,2,1,3,1,9,2021-08-21 10:47:00,2021-08-21 11:27:00,2021-08-21 13:51:00,15.218379,76.966945,Masked FIR summary for kidnapping case 0135.
136,100010007202100001,202100001,2021-04-23,15,7,1,2,1,1,3,1,2021-04-22 14:17:00,2021-04-22 16:13:00,2021-04-22 17:58:00,13.025645,77.520368,Masked FIR summary for murder case 0136.
137,100040020202500001,202500001,2025-06-03,44,20,1,1,3,11,6,4,2025-05-30 06:04:00,2025-05-30 08:26:00,2025-05-30 09:31:00,13.381474,77.102103,Masked FIR summary for cheque fraud case 0137.
138,800110049202400001,202400001,2024-07-19,109,49,8,2,1,4,3,11,2024-07-15 09:29:00,2024-07-15 12:29:00,2024-07-15 13:16:00,13.922929,75.568675,Masked FIR summary for sexual assault case 0138.
139,100110050202100001,202100001,2021-06-25,112,50,1,2,1,1,3,11,2021-06-25 07:15:00,2021-06-25 10:21:00,2021-06-25 10:42:00,13.946085,75.609741,Masked FIR summary for murder case 0139.
140,100010008202500001,202500001,2025-09-29,16,8,1,1,5,14,5,1,2025-09-28 06:31:00,2025-09-28 07:15:00,2025-09-28 07:49:00,12.985544,77.613512,Masked FIR summary for unlawful assembly case 0140.
141,100030016202200001,202200001,2022-08-05,35,16,1,1,1,2,5,3,2022-08-01 19:11:00,2022-08-01 19:28:00,2022-08-01 22:21:00,12.304286,76.730171,Masked FIR summary for assault case 0141.
142,100110050202000001,202000001,2020-09-15,114,50,1,1,3,11,2,11,2020-09-14 23:14:00,2020-09-15 02:03:00,2020-09-15 03:33:00,13.994746,75.598623,Masked FIR summary for cheque fraud case 0142.
143,100060027202100001,202100001,2021-10-10,58,27,1,1,1,2,1,6,2021-10-06 20:46:00,2021-10-06 22:38:00,2021-10-06 23:37:00,15.794919,74.459025,Masked FIR summary for assault case 0143.
144,100010005202300001,202300001,2023-09-14,9,5,1,2,1,3,2,1,2023-09-13 11:00:00,2023-09-13 13:22:00,2023-09-13 13:33:00,12.883771,77.540607,Masked FIR summary for kidnapping case 0144.
145,100010008202500002,202500002,2025-10-31,17,8,1,1,3,9,3,1,2025-10-30 14:53:00,2025-10-30 15:47:00,2025-10-30 18:03:00,12.919743,77.569837,Masked FIR summary for fraud case 0145.
146,100100046202000002,202000002,2020-07-09,103,46,1,1,2,5,3,10,2020-07-08 00:33:00,2020-07-08 02:21:00,2020-07-08 03:47:00,13.004121,76.145884,Masked FIR summary for theft case 0146.
147,100120052202000001,202000001,2020-04-05,116,52,1,1,1,2,1,12,2020-04-01 05:12:00,2020-04-01 06:56:00,2020-04-01 09:19:00,13.301654,74.709354,Masked FIR summary for assault case 0147.
148,100120052202100002,202100002,2021-01-12,116,52,1,1,2,5,5,12,2021-01-11 07:53:00,2021-01-11 11:15:00,2021-01-11 11:46:00,13.338824,74.701353,Masked FIR summary for theft case 0148.
149,100110050202100002,202100002,2021-01-18,114,50,1,1,2,8,2,11,2021-01-15 17:53:00,2021-01-15 18:12:00,2021-01-15 19:44:00,13.951428,75.592171,Masked FIR summary for vandalism case 0149.
150,100110050202100003,202100003,2021-07-08,112,50,1,1,3,10,2,11,2021-07-07 19:57:00,2021-07-07 20:55:00,2021-07-07 23:44:00,13.95815,75.564715,Masked FIR summary for cyber fraud case 0150.
151,100050024202200002,202200002,2022-10-19,54,24,1,2,2,6,2,5,2022-10-18 03:26:00,2022-10-18 06:05:00,2022-10-18 08:10:00,12.871982,74.998859,Masked FIR summary for robbery case 0151.
152,100110048202200002,202200002,2022-04-08,107,48,1,2,1,4,1,11,2022-04-05 14:35:00,2022-04-05 17:14:00,2022-04-05 20:10:00,13.938793,75.555347,Masked FIR summary for sexual assault case 0152.
153,100020011202100001,202100001,2021-04-24,23,11,1,1,2,5,1,2,2021-04-21 04:47:00,2021-04-21 07:14:00,2021-04-21 08:52:00,13.211719,77.494635,Masked FIR summary for theft case 0153.
154,100070034202400001,202400001,2024-02-19,78,34,1,2,4,13,6,7,2024-02-15 19:49:00,2024-02-15 21:19:00,2024-02-15 22:49:00,17.262733,76.750225,Masked FIR summary for drug trafficking case 0154.
155,100010003202400001,202400001,2024-08-14,1,3,1,1,4,12,1,1,2024-08-14 04:18:00,2024-08-14 07:32:00,2024-08-14 10:05:00,12.87501,77.549468,Masked FIR summary for drug possession case 0155.
156,100080036202000003,202000003,2020-08-25,80,36,1,1,2,7,2,8,2020-08-24 06:02:00,2020-08-24 07:48:00,2020-08-24 08:20:00,15.578125,75.072593,Masked FIR summary for burglary case 0156.
157,100090040202200001,202200001,2022-04-08,90,40,1,2,1,3,4,9,2022-04-08 07:05:00,2022-04-08 07:38:00,2022-04-08 10:33:00,15.171287,76.946411,Masked FIR summary for kidnapping case 0157.
158,100010006202500001,202500001,2025-02-13,10,6,1,1,5,14,2,1,2025-02-12 20:20:00,2025-02-12 20:44:00,2025-02-12 22:42:00,12.999412,77.515897,Masked FIR summary for unlawful assembly case 0158.
159,100010006202400001,202400001,2024-01-27,10,6,1,1,3,10,4,1,2024-01-24 06:44:00,2024-01-24 09:32:00,2024-01-24 10:28:00,13.056345,77.527952,Masked FIR summary for cyber fraud case 0159.
160,100080036202000004,202000004,2020-11-07,81,36,1,1,2,7,4,8,2020-11-06 12:59:00,2020-11-06 13:43:00,2020-11-06 14:54:00,15.542864,75.061287,Masked FIR summary for burglary case 0160.
161,100110049202100002,202100002,2021-01-31,111,49,1,1,1,2,4,11,2021-01-29 17:39:00,2021-01-29 18:36:00,2021-01-29 19:55:00,13.953953,75.504017,Masked FIR summary for assault case 0161.
162,100090042202300001,202300001,2023-12-25,94,42,1,2,2,6,2,9,2023-12-23 16:56:00,2023-12-23 18:43:00,2023-12-23 21:43:00,15.023002,76.825372,Masked FIR summary for robbery case 0162.
163,100010008202400001,202400001,2024-10-29,18,8,1,2,1,3,5,1,2024-10-27 22:26:00,2024-10-27 23:01:00,2024-10-28 00:37:00,12.923663,77.608654,Masked FIR summary for kidnapping case 0163.
164,100010003202000002,202000002,2020-05-22,2,3,1,2,1,4,3,1,2020-05-21 04:09:00,2020-05-21 08:04:00,2020-05-21 08:44:00,12.935101,77.513922,Masked FIR summary for sexual assault case 0164.
165,100120054202000001,202000001,2020-09-08,123,54,1,1,5,15,2,12,2020-09-06 04:24:00,2020-09-06 05:09:00,2020-09-06 07:05:00,13.279886,74.765267,Masked FIR summary for rioting case 0165.
166,100090041202400001,202400001,2024-03-06,91,41,1,2,1,1,5,9,2024-03-05 02:59:00,2024-03-05 03:57:00,2024-03-05 05:38:00,15.113118,76.956219,Masked FIR summary for murder case 0166.
167,100110050202500002,202500002,2025-06-27,114,50,1,1,3,11,2,11,2025-06-25 17:00:00,2025-06-25 18:23:00,2025-06-25 18:47:00,13.952907,75.643966,Masked FIR summary for cheque fraud case 0167.
168,400110048202400001,202400001,2024-06-10,108,48,4,2,1,1,4,11,2024-06-07 08:56:00,2024-06-07 10:22:00,2024-06-07 10:27:00,13.941695,75.51247,Masked FIR summary for murder case 0168.
169,100010005202200002,202200002,2022-08-20,8,5,1,1,2,7,2,1,2022-08-20 08:38:00,2022-08-20 09:13:00,2022-08-20 09:46:00,12.969546,77.557884,Masked FIR summary for burglary case 0169.
170,100040019202500002,202500002,2025-04-26,40,19,1,1,2,5,3,4,2025-04-26 21:04:00,2025-04-26 21:35:00,2025-04-26 23:02:00,13.280176,77.100787,Masked FIR summary for theft case 0170.
171,100100044202500002,202500002,2025-03-11,98,44,1,2,1,1,3,10,2025-03-09 19:09:00,2025-03-09 22:45:00,2025-03-09 22:59:00,12.950797,76.057847,Masked FIR summary for murder case 0171.
172,100040021202500001,202500001,2025-01-12,46,21,1,2,1,1,2,4,2025-01-10 21:50:00,2025-01-11 00:09:00,2025-01-11 01:11:00,13.325471,77.053052,Masked FIR summary for murder case 0172.
173,400070033202200001,202200001,2022-09-05,75,33,4,2,1,4,3,7,2022-09-02 13:24:00,2022-09-02 14:24:00,2022-09-02 14:32:00,17.253122,76.792547,Masked FIR summary for sexual assault case 0173.
174,100060030202200003,202200003,2022-03-29,67,30,1,1,1,2,1,6,2022-03-25 18:12:00,2022-03-25 20:11:00,2022-03-25 20:25:00,15.764194,74.456299,Masked FIR summary for assault case 0174.
175,100040019202500003,202500003,2025-03-06,42,19,1,2,1,3,2,4,2025-03-03 15:30:00,2025-03-03 16:22:00,2025-03-03 17:30:00,13.339873,77.128377,Masked FIR summary for kidnapping case 0175.
176,100020012202300002,202300002,2023-05-16,25,12,1,1,2,5,4,2,2023-05-11 17:17:00,2023-05-11 18:25:00,2023-05-11 21:16:00,13.141661,77.535363,Masked FIR summary for theft case 0176.
177,100030015202500001,202500001,2025-09-02,31,15,1,2,1,1,2,3,2025-08-30 23:32:00,2025-08-31 01:30:00,2025-08-31 02:13:00,12.365827,76.618496,Masked FIR summary for murder case 0177.
178,100100046202000003,202000003,2020-06-12,105,46,1,2,2,6,2,10,2020-06-10 10:00:00,2020-06-10 13:05:00,2020-06-10 13:43:00,13.005867,76.127062,Masked FIR summary for robbery case 0178.
179,400080038202500001,202500001,2025-06-24,85,38,4,2,1,1,3,8,2025-06-20 22:52:00,2025-06-20 23:42:00,2025-06-21 02:23:00,15.346158,74.966298,Masked FIR summary for murder case 0179.
180,100090041202100001,202100001,2021-04-26,91,41,1,1,5,15,5,9,2021-04-22 04:13:00,2021-04-22 06:52:00,2021-04-22 09:01:00,15.078482,76.925372,Masked FIR summary for rioting case 0180.
181,100100045202500001,202500001,2025-12-26,102,45,1,2,1,4,3,10,2025-12-22 17:27:00,2025-12-22 18:29:00,2025-12-22 20:11:00,13.025307,76.169735,Masked FIR summary for sexual assault case 0181.
182,100010003202300003,202300003,2023-02-20,3,3,1,1,3,9,2,1,2023-02-20 00:02:00,2023-02-20 02:47:00,2023-02-20 03:28:00,12.924849,77.551722,Masked FIR summary for fraud case 0182.
183,300030016202100001,202100001,2021-09-20,34,16,3,2,1,4,6,3,2021-09-15 23:27:00,2021-09-16 02:17:00,2021-09-16 04:05:00,12.339607,76.681792,Masked FIR summary for sexual assault case 0183.
184,400110049202300001,202300001,2023-12-08,109,49,4,2,1,3,2,11,2023-12-07 10:31:00,2023-12-07 13:18:00,2023-12-07 14:34:00,13.957993,75.570696,Masked FIR summary for kidnapping case 0184.
185,100060030202100001,202100001,2021-07-08,67,30,1,2,1,1,3,6,2021-07-07 17:21:00,2021-07-07 18:41:00,2021-07-07 20:57:00,15.779803,74.486607,Masked FIR summary for murder case 0185.
186,300020012202100001,202100001,2021-03-20,27,12,3,1,5,15,2,2,2021-03-18 04:39:00,2021-03-18 06:52:00,2021-03-18 09:03:00,13.11214,77.545992,Masked FIR summary for rioting case 0186.
187,100010008202200002,202200002,2022-10-02,16,8,1,1,3,11,2,1,2022-09-28 00:33:00,2022-09-28 02:45:00,2022-09-28 05:34:00,12.934218,77.6045,Masked FIR summary for cheque fraud case 0187.
188,100120053202100001,202100001,2021-04-14,118,53,1,2,1,3,2,12,2021-04-11 05:45:00,2021-04-11 06:13:00,2021-04-11 07:38:00,13.339342,74.834215,Masked FIR summary for kidnapping case 0188.
189,100100044202500003,202500003,2025-03-14,98,44,1,2,1,1,3,10,2025-03-10 23:01:00,2025-03-11 02:36:00,2025-03-11 03:37:00,12.973857,76.024157,Masked FIR summary for murder case 0189.
190,300020010202500001,202500001,2025-10-15,21,10,3,2,1,4,3,2,2025-10-13 19:44:00,2025-10-13 23:28:00,2025-10-14 00:46:00,13.280646,77.507464,Masked FIR summary for sexual assault case 0190.
191,100040020202100003,202100003,2021-03-23,44,20,1,1,3,9,2,4,2021-03-20 04:02:00,2021-03-20 06:14:00,2021-03-20 06:56:00,13.311641,77.122925,Masked FIR summary for fraud case 0191.
192,100010008202300001,202300001,2023-11-11,17,8,1,2,1,1,2,1,2023-11-07 11:16:00,2023-11-07 13:07:00,2023-11-07 13:49:00,12.928651,77.591446,Masked FIR summary for murder case 0192.
193,100050023202200001,202200001,2022-01-20,51,23,1,1,5,15,4,5,2022-01-16 16:22:00,2022-01-16 19:00:00,2022-01-16 20:42:00,12.768203,75.012321,Masked FIR summary for rioting case 0193.
194,100100044202000002,202000002,2020-12-18,97,44,1,1,5,14,2,10,2020-12-16 20:44:00,2020-12-17 00:27:00,2020-12-17 03:23:00,12.994196,76.025618,Masked FIR summary for unlawful assembly case 0194.
195,100010003202400002,202400002,2024-12-09,2,3,1,1,3,9,2,1,2024-12-09 06:48:00,2024-12-09 08:13:00,2024-12-09 09:14:00,12.876355,77.560709,Masked FIR summary for fraud case 0195.
196,100050024202100001,202100001,2021-08-27,53,24,1,2,4,13,3,5,2021-08-27 00:27:00,2021-08-27 02:06:00,2021-08-27 04:52:00,12.856237,74.928174,Masked FIR summary for drug trafficking case 0196.
197,300010003202500001,202500001,2025-05-01,2,3,3,1,5,14,4,1,2025-04-29 05:53:00,2025-04-29 09:22:00,2025-04-29 11:55:00,12.931988,77.512746,Masked FIR summary for unlawful assembly case 0197.
198,100050025202300001,202300001,2023-01-20,55,25,1,1,2,7,4,5,2023-01-20 02:39:00,2023-01-20 03:15:00,2023-01-20 04:55:00,12.734574,74.886017,Masked FIR summary for burglary case 0198.
199,100070033202200001,202200001,2022-12-03,73,33,1,2,1,1,2,7,2022-12-01 08:11:00,2022-12-01 08:57:00,2022-12-01 11:07:00,17.324299,76.763138,Masked FIR summary for murder case 0199.
200,400050024202500001,202500001,2025-01-30,54,24,4,1,5,15,5,5,2025-01-27 04:16:00,2025-01-27 04:57:00,2025-01-27 05:29:00,12.881299,75.017304,Masked FIR summary for rioting case 0200.
201,800010003202400001,202400001,2024-01-26,1,3,8,1,3,11,1,1,2024-01-24 05:27:00,2024-01-24 07:47:00,2024-01-24 08:46:00,12.863562,77.553061,Masked FIR summary for cheque fraud case 0201.
202,100070032202300001,202300001,2023-10-12,72,32,1,1,3,9,5,7,2023-10-10 13:50:00,2023-10-10 15:53:00,2023-10-10 16:34:00,17.420345,76.800004,Masked FIR summary for fraud case 0202.
203,400030017202000001,202000001,2020-02-13,39,17,4,1,5,14,3,3,2020-02-11 08:05:00,2020-02-11 09:15:00,2020-02-11 09:36:00,12.310456,76.626966,Masked FIR summary for unlawful assembly case 0203.
204,100060030202200004,202200004,2022-04-22,69,30,1,2,1,4,5,6,2022-04-21 11:22:00,2022-04-21 11:50:00,2022-04-21 12:01:00,15.812983,74.440973,Masked FIR summary for sexual assault case 0204.
205,100020012202000002,202000002,2020-09-01,25,12,1,1,2,7,4,2,2020-08-29 04:29:00,2020-08-29 04:59:00,2020-08-29 06:22:00,13.179136,77.532515,Masked FIR summary for burglary case 0205.
206,100120052202200001,202200001,2022-10-05,115,52,1,2,1,4,5,12,2022-10-01 09:45:00,2022-10-01 10:26:00,2022-10-01 11:26:00,13.324565,74.734442,Masked FIR summary for sexual assault case 0206.
207,100120052202400002,202400002,2024-06-29,117,52,1,1,3,10,1,12,2024-06-27 19:52:00,2024-06-27 22:09:00,2024-06-28 00:40:00,13.336484,74.674273,Masked FIR summary for cyber fraud case 0207.
208,100100046202200002,202200002,2022-01-09,104,46,1,1,3,10,4,10,2022-01-09 02:14:00,2022-01-09 05:32:00,2022-01-09 07:40:00,13.014605,76.183345,Masked FIR summary for cyber fraud case 0208.
209,100060029202000001,202000001,2020-10-01,65,29,1,1,2,7,2,6,2020-09-29 02:40:00,2020-09-29 05:45:00,2020-09-29 07:27:00,15.851337,74.597289,Masked FIR summary for burglary case 0209.
210,100100044202100001,202100001,2021-05-02,99,44,1,1,2,7,4,10,2021-05-01 13:39:00,2021-05-01 15:22:00,2021-05-01 15:43:00,13.008456,76.079575,Masked FIR summary for burglary case 0210.
211,100070034202400002,202400002,2024-11-13,76,34,1,1,5,14,2,7,2024-11-11 04:25:00,2024-11-11 05:53:00,2024-11-11 06:41:00,17.294269,76.795855,Masked FIR summary for unlawful assembly case 0211.
212,100050025202000002,202000002,2020-10-09,56,25,1,1,5,14,2,5,2020-10-05 12:22:00,2020-10-05 15:33:00,2020-10-05 17:51:00,12.735666,74.888853,Masked FIR summary for unlawful assembly case 0212.
213,100050025202500001,202500001,2025-09-15,55,25,1,1,2,8,5,5,2025-09-13 14:55:00,2025-09-13 16:16:00,2025-09-13 18:22:00,12.757866,74.932589,Masked FIR summary for vandalism case 0213.
214,100120053202300001,202300001,2023-05-21,120,53,1,1,3,10,4,12,2023-05-18 19:12:00,2023-05-18 23:07:00,2023-05-18 23:59:00,13.370669,74.815149,Masked FIR summary for cyber fraud case 0214.
215,100120052202400003,202400003,2024-05-12,115,52,1,2,1,3,2,12,2024-05-10 22:26:00,2024-05-11 01:55:00,2024-05-11 04:42:00,13.307277,74.68498,Masked FIR summary for kidnapping case 0215.
216,100040019202100001,202100001,2021-11-29,40,19,1,2,1,1,3,4,2021-11-25 08:02:00,2021-11-25 11:00:00,2021-11-25 13:01:00,13.30471,77.119921,Masked FIR summary for murder case 0216.
217,100010004202500001,202500001,2025-02-24,6,4,1,2,4,13,2,1,2025-02-20 11:26:00,2025-02-20 12:03:00,2025-02-20 13:40:00,12.982924,77.629709,Masked FIR summary for drug trafficking case 0217.
218,100060028202200002,202200002,2022-06-01,61,28,1,1,2,5,4,6,2022-05-29 07:15:00,2022-05-29 09:22:00,2022-05-29 11:31:00,15.937892,74.465284,Masked FIR summary for theft case 0218.
219,100070032202400002,202400002,2024-08-25,72,32,1,2,4,13,6,7,2024-08-24 06:51:00,2024-08-24 08:45:00,2024-08-24 10:36:00,17.42593,76.864666,Masked FIR summary for drug trafficking case 0219.
220,100010006202000001,202000001,2020-06-03,10,6,1,1,5,15,4,1,2020-06-03 10:19:00,2020-06-03 14:12:00,2020-06-03 16:17:00,13.055617,77.548337,Masked FIR summary for rioting case 0220.
221,100050023202100001,202100001,2021-04-12,49,23,1,1,2,5,2,5,2021-04-10 23:41:00,2021-04-11 02:29:00,2021-04-11 03:48:00,12.860056,75.003495,Masked FIR summary for theft case 0221.
222,100090040202000002,202000002,2020-06-25,89,40,1,2,1,1,3,9,2020-06-25 15:58:00,2020-06-25 17:22:00,2020-06-25 17:52:00,15.212349,76.981297,Masked FIR summary for murder case 0222.
223,100010007202200002,202200002,2022-09-09,14,7,1,2,2,6,1,1,2022-09-07 13:46:00,2022-09-07 14:36:00,2022-09-07 15:46:00,12.993011,77.493654,Masked FIR summary for robbery case 0223.
224,100110050202300002,202300002,2023-07-18,114,50,1,1,3,9,3,11,2023-07-15 20:04:00,2023-07-15 22:43:00,2023-07-16 01:14:00,13.926441,75.629522,Masked FIR summary for fraud case 0224.
225,100090040202100002,202100002,2021-05-01,90,40,1,2,1,1,5,9,2021-04-28 21:58:00,2021-04-29 00:14:00,2021-04-29 02:03:00,15.249641,76.983107,Masked FIR summary for murder case 0225.
226,800060028202500001,202500001,2025-10-07,63,28,8,1,2,7,3,6,2025-10-03 05:17:00,2025-10-03 08:29:00,2025-10-03 10:30:00,15.86895,74.397971,Masked FIR summary for burglary case 0226.
227,100040019202000001,202000001,2020-07-15,40,19,1,2,1,1,2,4,2020-07-12 16:44:00,2020-07-12 19:10:00,2020-07-12 19:23:00,13.325774,77.108521,Masked FIR summary for murder case 0227.
228,100080036202000005,202000005,2020-05-20,81,36,1,1,4,12,5,8,2020-05-19 06:02:00,2020-05-19 07:36:00,2020-05-19 10:27:00,15.574653,75.041609,Masked FIR summary for drug possession case 0228.
229,100010008202100002,202100002,2021-11-25,18,8,1,1,1,2,2,1,2021-11-20 15:49:00,2021-11-20 16:11:00,2021-11-20 17:45:00,12.956002,77.63357,Masked FIR summary for assault case 0229.
230,100030014202400002,202400002,2024-11-06,29,14,1,1,2,8,3,3,2024-11-04 21:50:00,2024-11-04 23:40:00,2024-11-05 01:18:00,12.343482,76.65661,Masked FIR summary for vandalism case 0230.
231,100080037202200002,202200002,2022-10-28,83,37,1,2,1,3,5,8,2022-10-27 12:51:00,2022-10-27 16:39:00,2022-10-27 17:57:00,15.375873,75.004215,Masked FIR summary for kidnapping case 0231.
232,100110049202300002,202300002,2023-12-28,110,49,1,1,5,15,2,11,2023-12-27 06:39:00,2023-12-27 08:47:00,2023-12-27 11:04:00,13.948564,75.519077,Masked FIR summary for rioting case 0232.
233,100020012202300003,202300003,2023-02-21,27,12,1,1,5,15,5,2,2023-02-18 13:49:00,2023-02-18 16:02:00,2023-02-18 18:26:00,13.174055,77.520787,Masked FIR summary for rioting case 0233.
234,100050023202400002,202400002,2024-10-30,51,23,1,1,2,5,3,5,2024-10-29 18:52:00,2024-10-29 20:43:00,2024-10-29 22:38:00,12.84732,74.937397,Masked FIR summary for theft case 0234.
235,100080038202300001,202300001,2023-11-14,86,38,1,2,2,6,3,8,2023-11-11 08:19:00,2023-11-11 09:16:00,2023-11-11 11:38:00,15.400991,74.994901,Masked FIR summary for robbery case 0235.
236,100080038202400004,202400004,2024-11-16,85,38,1,2,4,13,2,8,2024-11-12 23:10:00,2024-11-13 01:54:00,2024-11-13 03:10:00,15.400758,74.938299,Masked FIR summary for drug trafficking case 0236.
237,100030015202100001,202100001,2021-10-19,31,15,1,2,1,3,3,3,2021-10-15 00:24:00,2021-10-15 03:10:00,2021-10-15 04:09:00,12.350247,76.566059,Masked FIR summary for kidnapping case 0237.
238,100020010202500001,202500001,2025-02-19,20,10,1,2,1,3,4,2,2025-02-17 06:00:00,2025-02-17 07:33:00,2025-02-17 07:50:00,13.221956,77.452748,Masked FIR summary for kidnapping case 0238.
239,100070033202100002,202100002,2021-02-15,75,33,1,1,2,8,2,7,2021-02-13 19:09:00,2021-02-13 23:07:00,2021-02-14 01:35:00,17.227586,76.818571,Masked FIR summary for vandalism case 0239.
240,100030014202500001,202500001,2025-08-07,29,14,1,2,1,3,2,3,2025-08-06 01:26:00,2025-08-06 03:08:00,2025-08-06 04:34:00,12.33684,76.661924,Masked FIR summary for kidnapping case 0240.
241,100060030202400001,202400001,2024-11-25,67,30,1,1,2,7,4,6,2024-11-21 02:01:00,2024-11-21 03:49:00,2024-11-21 04:44:00,15.756072,74.491818,Masked FIR summary for burglary case 0241.
242,100030016202100001,202100001,2021-11-17,36,16,1,2,4,13,2,3,2021-11-14 06:46:00,2021-11-14 07:05:00,2021-11-14 10:02:00,12.268251,76.717238,Masked FIR summary for drug trafficking case 0242.
243,100020012202000003,202000003,2020-04-02,25,12,1,1,5,14,4,2,2020-03-30 17:16:00,2020-03-30 18:22:00,2020-03-30 20:52:00,13.11382,77.46961,Masked FIR summary for unlawful assembly case 0243.
244,100010006202300001,202300001,2023-06-22,12,6,1,2,4,13,6,1,2023-06-17 11:02:00,2023-06-17 13:07:00,2023-06-17 14:58:00,13.016076,77.538019,Masked FIR summary for drug trafficking case 0244.
245,100110049202400002,202400002,2024-03-04,110,49,1,1,3,10,2,11,2024-02-29 20:10:00,2024-02-29 21:11:00,2024-02-29 21:43:00,13.915176,75.523448,Masked FIR summary for cyber fraud case 0245.
246,400020010202000001,202000001,2020-02-19,21,10,4,2,1,1,2,2,2020-02-17 17:49:00,2020-02-17 19:29:00,2020-02-17 22:26:00,13.288292,77.451338,Masked FIR summary for murder case 0246.
247,100100044202000003,202000003,2020-07-30,99,44,1,1,5,15,5,10,2020-07-26 14:11:00,2020-07-26 14:36:00,2020-07-26 15:48:00,12.950014,76.053502,Masked FIR summary for rioting case 0247.
248,100050023202400003,202400003,2024-09-09,50,23,1,1,1,2,3,5,2024-09-08 16:31:00,2024-09-08 19:01:00,2024-09-08 20:36:00,12.849014,75.013012,Masked FIR summary for assault case 0248.
249,100100045202200002,202200002,2022-01-30,102,45,1,1,2,7,3,10,2022-01-30 02:23:00,2022-01-30 03:32:00,2022-01-30 04:35:00,13.065279,76.197693,Masked FIR summary for burglary case 0249.
250,100070032202200001,202200001,2022-09-24,70,32,1,2,1,3,2,7,2022-09-21 00:56:00,2022-09-21 01:21:00,2022-09-21 04:16:00,17.374988,76.84001,Masked FIR summary for kidnapping case 0250.
251,100120053202300002,202300002,2023-04-30,120,53,1,1,5,14,6,12,2023-04-28 07:14:00,2023-04-28 08:53:00,2023-04-28 10:08:00,13.321354,74.779884,Masked FIR summary for unlawful assembly case 0251.
252,100040020202500002,202500002,2025-04-01,45,20,1,2,1,1,5,4,2025-03-29 13:04:00,2025-03-29 15:59:00,2025-03-29 17:37:00,13.338788,77.089107,Masked FIR summary for murder case 0252.
253,100030014202400003,202400003,2024-12-28,29,14,1,1,5,14,3,3,2024-12-26 20:43:00,2024-12-26 22:08:00,2024-12-27 00:44:00,12.350727,76.688538,Masked FIR summary for unlawful assembly case 0253.
254,100040019202300002,202300002,2023-02-09,42,19,1,2,1,4,2,4,2023-02-06 09:40:00,2023-02-06 10:56:00,2023-02-06 11:45:00,13.318938,77.064593,Masked FIR summary for sexual assault case 0254.
255,100050023202500001,202500001,2025-01-16,49,23,1,1,1,2,2,5,2025-01-14 12:09:00,2025-01-14 12:50:00,2025-01-14 15:35:00,12.838126,75.010649,Masked FIR summary for assault case 0255.
256,100030016202500001,202500001,2025-06-25,34,16,1,2,4,13,3,3,2025-06-25 00:21:00,2025-06-25 01:33:00,2025-06-25 04:10:00,12.253715,76.730944,Masked FIR summary for drug trafficking case 0256.
257,100110049202200003,202200003,2022-02-15,109,49,1,1,3,9,6,11,2022-02-13 01:43:00,2022-02-13 03:15:00,2022-02-13 03:24:00,13.904098,75.535638,Masked FIR summary for fraud case 0257.
258,100060028202100001,202100001,2021-07-15,62,28,1,1,3,11,4,6,2021-07-15 04:04:00,2021-07-15 06:54:00,2021-07-15 08:01:00,15.913182,74.43446,Masked FIR summary for cheque fraud case 0258.
259,100100045202300001,202300001,2023-04-01,102,45,1,1,3,10,4,10,2023-04-01 07:39:00,2023-04-01 08:33:00,2023-04-01 10:14:00,12.97666,76.150348,Masked FIR summary for cyber fraud case 0259.
260,100020010202300001,202300001,2023-10-05,19,10,1,2,2,6,4,2,2023-10-04 17:52:00,2023-10-04 20:19:00,2023-10-04 22:06:00,13.252231,77.536566,Masked FIR summary for robbery case 0260.
261,100110049202500001,202500001,2025-05-17,111,49,1,2,2,6,5,11,2025-05-15 18:28:00,2025-05-15 19:02:00,2025-05-15 19:56:00,13.993979,75.558889,Masked FIR summary for robbery case 0261.
262,100010004202500002,202500002,2025-10-13,5,4,1,1,2,5,5,1,2025-10-12 08:59:00,2025-10-12 10:12:00,2025-10-12 11:50:00,12.96446,77.69079,Masked FIR summary for theft case 0262.
263,100050024202200003,202200003,2022-08-27,53,24,1,2,1,1,2,5,2022-08-27 08:23:00,2022-08-27 10:53:00,2022-08-27 13:36:00,12.865327,75.004709,Masked FIR summary for murder case 0263.
264,400020010202000002,202000002,2020-06-27,20,10,4,1,4,12,3,2,2020-06-27 16:07:00,2020-06-27 16:57:00,2020-06-27 17:12:00,13.249277,77.442062,Masked FIR summary for drug possession case 0264.
